TIME,A3,A4,B3,B4,C3,C4,D3,D4,Unnamed: 9,A3.1,A3.2,B3.1,B3.2,C3.1,C3.2,D3.1,D3.2,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,A1,A1.1,B1,B1.1,C1,C1.1,D1,D1.1
0.0,36.925641876875005,32.67781604305,42.89768840605,40.283657206224994,29.383860179050004,32.381050630833336,35.04617439005,35.913669360075005,,,,,,,,,,,40.092283740525,33.5801926833,37.5679423735,37.927375991625,37.2861782065,34.419825551775,37.412649415025,33.712612134325,,38.508962808700005,33.129004363175,40.232815389775,39.10551659892499,33.335019192775,33.40043809130417,36.2294119025375,34.8131407472
0.5,38.315378151874995,33.714255504125006,43.5705327503,40.709419494675004,34.423710798325,32.8901034878,36.514771300625,35.411763893949995,,37.630172947425,43.07732639395,35.719070018574996,38.844560278,47.099175950975,42.548054714600006,43.8570617169,38.859386601775,,40.30034837975,35.24462850835,41.1812844373,37.7304486754,38.09453500275,35.611507626175,36.851846957999996,32.90753397995,,38.74863315968333,37.345403468808335,40.15696240205833,39.094809482691666,39.87247391735,37.01655527619167,39.07455999184166,35.726228158558335
1.0,37.964826830675,35.068068942675,44.535171557649996,40.78772611575,33.421030587000004,32.76159006566667,36.089801443325,32.276713676525006,,39.794872481824996,41.6699090309,34.5425126222,37.778390955725,45.372456083025,38.02483543865,43.123722491600006,37.7477355165,,41.306893450575004,34.746682447275,40.856007045424995,38.632073354475,38.597341324575,36.4548517133,36.854208691475,29.4116197625,,39.68886425435833,37.16155347361667,39.97789707509167,39.06606347531667,39.1302759982,35.74709240587222,38.689244208800005,33.145356318508334
1.5,36.648637587425,38.563948875950004,45.414006276325,40.50095667355,34.66167456725,32.94965302476667,34.150776456224996,29.346068739975,,39.568405091550005,42.2024886878,37.1344516372,38.722405958425,47.860653491825,39.869714898675,42.49477774475,34.1158634069,,41.2710435824,36.379569627175,39.304329258025,40.124024101475,39.281680207624994,36.165977511150004,34.723568276175,27.397481748224997,,39.162695420458334,39.04866906364167,40.617595723849995,39.782462244483334,40.6013360889,36.328448478197224,37.123040825716664,30.286471298366664
2.0,36.31650439905,36.8839857137,44.319159397975,40.44666263125001,36.6310361935,32.64598255280001,33.445071010875,30.1876778525,,42.16305036425,43.977237762525,36.58997252745,39.787394843,45.906223374725,39.32160694047499,41.120020379775,30.518290246999996,,41.150333385825,34.059595128725,39.90784005335,39.792089490675004,39.497492722625,34.9649726465,35.42608742465,26.383880328350003,,39.87662938304166,38.306939534983336,40.272323992925,40.008715654975,40.67825076361667,35.644187379925,36.66372627176666,29.02994947595
2.5,38.309511748625,37.490816343475,44.378716341225,40.489362893975,37.92540159055,33.931040337966664,34.305462216224996,29.812523363525003,,41.77701878547499,44.604194577125,36.777715433124996,40.4397307925,46.484766530825,37.882738507725,38.515356135025,29.59817496105,,42.182693777450005,34.6744643356,42.3864130234,41.98915097095,41.360998902325,35.80776026975,33.0634888414,25.65686206905,,40.75640810385,38.92315841873333,41.18094826591666,40.972748219141664,41.923722341233336,35.87384637181389,35.294769064216666,28.355853464541667
3.0,38.28598668985,38.836241373,45.2574717353,40.156393882525,38.40424738315,36.332133565566664,32.411092220324996,27.093900481525,,41.439132598300006,45.478107001075,37.8453611483,41.858386727450004,45.762916844150006,37.535153424175,38.931763045425,29.01858819035,,42.120396726675004,36.049121250400006,43.943002460275004,43.761560399,40.467135444975,35.014718917825,32.407336643899995,26.03911002225,,40.61517200494168,40.12115654149167,42.348611781291666,41.92544700299167,41.544766557425,36.29400196918889,34.583397303216664,27.383866231375
3.5,39.60341078105,39.711399711374995,45.233432593799996,38.286660596275,38.033018482900005,34.345837877133334,33.917809782875004,28.290889899825004,,42.475025825074994,45.186279193524996,38.733637415874995,41.491099374025,45.844393592675,39.94483117135,39.417998525775005,30.393096712300004,,43.3276053215,36.3280476332,44.2840790674,44.0440819654,39.969471165224995,35.42922046205,31.9908613892,26.62970896345,,41.802013975875,40.4085755127,42.75038302569166,41.273947311899995,41.2822944136,36.57329650351111,35.108889899283334,28.43789852519167
4.0,40.815641225600004,40.387698068975,45.360445837225,37.910131450625,37.904901059075,34.991702107200005,31.771096040425,28.3382991318,,44.051375654325,46.6327372111,39.78735632185,42.90288242752499,47.011623239624996,40.648648025125,38.100454353725,30.184838137725002,,44.050544621775,39.929757681225,44.006677049875,44.03657104715,38.9086521319,35.50819977785,32.44650786615,26.933958841275,,42.97252050056667,42.316730987099994,43.05149306965,41.61652830843333,41.2750588102,37.049516636725,34.106019420100004,28.485698703599997
4.5,38.3948005441,43.605423957250004,49.08854099515,40.0174296579,41.08214153235,35.66524931563333,31.80988382615,28.382322898524997,,43.601736885425,47.105563721574995,39.2936915664,42.216376868225,46.435629695475,41.227970649149995,37.3131728575,29.8869964454,,43.9342819178,40.15223075655,45.02331077375,44.845140633475,40.4423102551,37.94420303145,33.595190226325,25.5517913909,,41.97693978244167,43.62107281179166,44.4685144451,42.3596490532,42.65336049430834,38.279140998744445,34.239415636658336,27.940370244941665
