TIME,A5,A5.1,B5,B5.1,C5,C5.1,D5,D5.1,Unnamed: 9,A3,A4,B3,B4,C3,C4,D3,D4,Unnamed: 18,A3.1,A3.2,A1,A1.1,C3.1,C3.2,D3.1,D3.2,Unnamed: 27,A1.2,A1.3,B1,B1.1,C1,C1.1,D1,D1.1
12.5,40.580331495375006,35.468886666025,42.309650220449996,41.463732488625,43.189211754075004,46.767774535525,41.580635602724996,33.279985493733335,,48.432806518825004,46.231949405725004,49.34188747435,44.911122861150005,49.072006538425,52.80406674865,49.28676184489999,46.042522280899995,,44.748240500575,45.830636080925004,44.864926124825,34.564503475275,55.302163552150006,52.66927224793333,54.211008374766664,48.783705631450005,,44.58712617159167,42.51049071755833,45.505487939875,40.31311960835,49.187793948216665,50.74703784403611,48.359468607463874,42.70207113536111
13.0,41.262731247925,37.477019641425,41.4030639885,41.111445156049996,43.79318382715,46.9585888431,41.74901061575,33.364846584266665,,46.811182196225,45.734095333675,46.413344909825,41.631517466424995,47.194563803475,51.082155866725,50.358953424,47.393568289099996,,45.072459383500004,46.580475416825,45.60504823945,35.7659342605,53.733363493125,51.49443844973333,55.169386815933336,47.1404240614,,44.382124275883335,43.26386346397501,44.473819045925005,39.502965627658334,48.240370374583335,49.84506105318612,49.09245028522778,42.63294631158889
13.5,41.2740485816,36.949113296725,42.382796750475,40.1107521655,45.2538771035,47.194740716949994,41.4480506437,34.4155877574,,47.816501783099994,45.918460299500005,49.092217116575,42.118326786924996,47.3513394365,50.41832854785,51.339634876800005,47.855146450966664,,44.539604847275,45.7469742242,46.276960892474996,35.56840928975,52.157989666525,52.923328020533326,52.108902196,46.86984126985,,44.54338507065833,42.87151594014167,45.91732491984166,39.26582941405834,48.25440206884167,50.17879909511111,48.29886257216666,43.04685849273889
14.0,40.692479323475,36.711287414025,42.603636478725,38.649207620474996,45.8725150539,46.09908783415,42.144539248925,34.02514426126667,,48.10159852055,43.823393632925004,47.581263820575,39.231103758325,46.779232011575,50.025646320875,50.097170642100004,47.0597853952,,45.379121961574995,44.8618906553,44.908981963725005,36.48142975325,53.870712971524995,53.282215243033335,51.74597190576666,44.3079334459,,44.724399935200005,41.798857234083336,45.03129408767501,38.12058037735,48.84082001233333,49.80231646601944,47.99589393226389,41.79762103412222
14.5,41.64274601855,37.305130760075,42.013974363974995,38.814755047325,46.52925055255,47.1009245759,42.1054454027,34.545495617600004,,47.78063181095,43.9537203871,46.251691309025,38.49379541155,46.43373666732499,50.882726874575,52.25682300133334,46.68938846753334,,44.9953873607,46.4072973209,44.606175786475,37.565495219400006,53.6963862584,53.465269882499996,51.09500561756667,44.53455090635,,44.80625506340001,42.55538282269166,44.29061381982499,38.29134855942501,48.886457826091664,50.48297377765834,48.48575800720001,41.92314499716111
15.0,42.27602655545,37.070364505775,40.965264844925,40.0596405244,44.878461590225,47.92438836825,41.757271305875,34.599709904933334,,47.395204914575004,43.8501177231,47.63831476885,38.651599491249996,46.676154090325,51.2200891202,51.114209447533334,47.23898434013333,,44.665758264175,45.729382998525,43.811245849825,36.39222483095,52.6500144828,53.189195811833336,50.665369052066666,43.256448412699996,,44.778996578066675,42.216621742466664,44.13827515453334,38.36782161553333,48.06821005445,50.77789110009444,47.84561660182501,41.69838088592222
15.5,42.002192812425,37.654714841125,41.450754110175,39.217982322225,44.56463421095,47.149776674250006,41.5158927021,32.48479593806666,,48.400975050199996,42.808683215225,47.2161079026,39.307218950549995,44.685971987775,50.842388088175,52.1203174144,44.53800357353333,,45.749425463399994,44.9935832735,45.334871277,35.469756465425,50.459964012575,51.68542772359999,50.97575684696667,42.96800141205,,45.38419777534167,41.818993776616665,44.667244429925006,37.998319246066664,46.570190070433334,49.892530828675,48.20398898782222,39.996933641216664
16.0,40.4479681374,37.296056191975005,41.4232919768,40.82182125375,45.338435435775004,46.731985321025,41.467473298499996,34.64373573336667,,47.9967006033,42.7626508399,48.35699352345,37.800730934425005,44.5743369118,51.20844751440001,51.1113842839,44.649093146366674,,45.013498657324995,45.74280996115,46.339203098325,34.953072936874996,51.332352586275,52.79575273253334,51.38069593776667,45.11983414305,,44.48605579934167,41.933838997675,45.37316286619167,37.858541708349996,47.081708311283336,50.24539518931945,47.98651784005555,41.470887674261114
16.5,42.684197204025,37.577288585074996,41.294556293024996,39.415943394675,45.804894358949994,46.654836704025,41.25200132685,31.576467209700002,,49.55441968465,42.217203533075,47.317019912774995,37.382152593549996,45.912999122425,50.085564184625,48.30348577296667,42.5451689904,,45.279439798999995,45.0688745792,46.358857367375,34.5422206911,49.737069492775,50.78670345493333,50.2782960543,42.22632372785,,45.839352229225,41.62112223245,44.99014452439167,37.11343889310833,47.15165432471667,49.175701447861115,46.611261051372225,38.782653309316665
17.0,43.014698720775,37.698969956375,43.038688695875,39.02093677435,45.40101766515,46.45656966745,41.094001682925,28.732406438599998,,48.069849310224996,44.04864727355,47.1129136733,38.673882006,45.079924704925,49.362191463225,50.04676894806666,43.4956039336,,45.38555512364999,45.204268753975,44.66384706762499,35.756345506325,47.622821249625,51.865424429533334,48.321403454733336,42.616033755299995,,45.49003438488333,42.31729532796667,44.9384831456,37.81705476222499,46.034587873233335,49.22806185340278,46.48739136190833,38.2813480425
17.5,42.104643394899995,37.4955475909,40.998004459275,40.020196262075004,46.027947427025,46.70525917192501,39.204853009675006,31.437098255266662,,50.18555124475,42.576162707875,45.6079764578,37.443071467450004,42.969796167175,48.6188090249,50.41909662663334,41.9578852791,,44.096489236000004,45.692313855825006,46.2275365785,36.347698881149995,46.493846137575005,49.84796770603333,48.921321365866675,41.537698412699996,,45.462227958549995,41.92134138486667,44.277839165191665,37.936988870225,45.163863243925,48.39067863428611,46.18175700072501,38.31089398235555
18.0,41.3630852341,38.29229867,41.5323576718,39.168550199799995,45.07104118975,47.308570615975,40.500531354100005,32.6070182297,,48.04706782005,41.4622083532,44.4197278484,36.417484064625,42.91605161885,47.218029858225,48.2029134377,42.215922426733336,,45.26353974305,44.81198666855,45.038074242549996,36.85390328445,47.738043500749995,51.45360617156666,48.144207945733335,39.506172839499996,,44.8912309324,41.52216456391667,43.66338658758334,37.47997918295833,45.24171210311666,48.66006888192222,45.61588424584445,38.10970449864445
18.5,42.619236933675,38.472271626375004,41.184379253624996,39.1320205282,46.64262916867499,45.5987794016,39.92820648345,31.84095802413334,,49.167977111700004,41.3873462512,44.45156033715,36.124811808225004,42.476821573775,46.4259154998,46.99798739273333,41.09103133116667,,45.58226088605001,45.667135795175,46.022386109174995,35.567003321625,46.124761471225,48.61868469873334,47.95162320426667,40.4569892473,,45.78982497714168,41.84225122425,43.886108566649995,36.941278552683336,45.081404071224995,46.88112653337779,44.95927236015,37.796326200866666
19.0,42.681779360275,38.59169721035,40.846822254900005,38.1491428497,45.6449362397,46.464308710775,38.578838656974995,30.8096917169,,49.85172501424999,40.669284128375,44.521457494074994,35.3548742638,40.584984733575,45.179276818249996,46.95724854176667,41.0078202372,,46.642716500475004,45.64577350305,45.720298998725006,36.4512533473,47.571479598475,48.34485364066666,48.134555832366665,41.36904761905,,46.392073625,41.63558494725833,43.696192915900006,36.65175682026667,44.600466857250005,46.66281305656389,44.556881010369445,37.72885319105
19.5,43.1812373198,40.84400701975,41.42583401095,39.8383283383,44.390113545525004,46.32031818142501,39.073144073575,31.6791251384,,50.34542381215,41.017467967,43.086562853874995,35.9650631181,41.21780351525,43.706857131175,48.125075237733334,41.085530042833334,,45.978060548875,45.2673630487,46.099452461325,37.07109684575,45.565714387325,46.7194160676,49.9503171462,42.124891704549995,,46.50157389360834,42.37627934515,43.53728310871666,37.62482943405,43.72454381603333,45.58219712673334,45.71617881916944,38.29651562859444
20.0,44.729341055625,39.33267417475,39.685107029875,39.72682540505,42.774004207475,44.619057673425,39.345875917025005,32.01346801346667,,50.5174559024,40.963177082925,44.101516311400005,35.490224336525,41.92216094975,43.98185052325,46.31355611123333,40.58556284703334,,49.77029921785,44.990870453,46.386815223099994,37.509449288275,44.873807571175,47.35349976983333,46.0401747402,43.57303464355,,48.339032058625,41.762240570224996,43.39114618812499,37.575499676616666,43.189990909466665,45.31813598883611,43.89986892281945,38.724021834683334
20.5,43.746565884625,41.39411091275,41.596329026575006,37.229358932000004,43.806300029025,44.24093634707501,38.5490545489,31.109351353266664,,49.072615236225005,41.286368069125004,42.498329578574996,35.35717485055,41.294905513125,43.675553598624994,45.29804424766667,39.1214273068,,49.65097275565,44.444255252925004,46.135498827875,38.425660025425,44.75898131540001,47.16983542603333,46.620190174633336,41.082174725049995,,47.49005129216667,42.3749114116,43.410052477675,37.00406460265833,43.286728952516675,45.02877512391111,43.48909632373333,37.10431779503889
21.0,43.867302286425,39.7871121851,42.457700807925,38.446157298525,44.615787461325,45.17903673185,37.941889130675,30.370425394933335,,50.532865992050006,42.36748581415,42.920705455900006,34.568258742825,38.552026561175,42.6992356693,43.7674671008,38.2660136095,,47.88445802157501,44.763884331,46.426520169475,38.7530131565,42.703332595725,46.48620841216667,45.6424961294,38.7748454431,,47.42820876668333,42.30616077675,43.93497547776667,37.255809732616676,41.957048872741666,44.78816027110556,42.450617453625,35.80376148251111
21.5,43.149283022275,41.0419454181,41.713267760825,37.64697120535,44.023897007225,43.527283949275,38.365384533924995,29.6797661717,,51.8782969862,40.31228080055,42.164537310375,35.378105515624995,38.27026653495,41.335402828225,43.471217826300006,38.451692894833336,,49.01992296525,44.922105421575004,47.735830351400004,38.89005392745,41.918153776875,46.841055257866664,45.44290065976667,40.39776420125,,48.015834324574996,42.09211054674167,43.871211807533335,37.305043549474995,41.40410577301667,43.901247345122215,42.42650100666389,36.17640775592778
22.0,44.16546934864999,41.503977010650004,41.37473368405,37.509068056349996,43.19959646385,42.638975181,37.948254870125,29.3156307175,,50.995403819625,40.973609296700005,42.9959366995,35.656062443175,37.630986177575004,40.632121046375005,42.4344132771,39.342087524,,48.990316727875,45.131579454725,48.627076905075,39.59373193175,41.215433427225,45.36099745003333,46.6005220907,39.2819579288,,48.050396632049996,42.53638858735834,44.33258242954167,37.586287477091666,40.68200535621667,42.87736455913611,42.32773007930833,35.979892056766666
22.5,44.012817316525,41.17700784115,43.91547099425,36.536061121175,44.1392402779,44.24491997455,38.017632876549996,30.645166685899998,,51.326171993925,41.346311143625,41.7284345695,33.7471625592,37.04896016565,40.4513859228,42.865237184566666,39.2789999196,,49.52224999575,44.215591404099996,47.429543102174996,39.980278611200006,41.42179599114999,46.1918069535,46.605391250733334,41.48344191095,,48.28707976873333,42.24630346295833,44.35781622197501,36.75450076385834,40.86999881156667,43.62937095028334,42.496087103949996,37.13586950548333
23.0,45.217438068700005,42.619260379525,41.813315091625,37.302832244,42.8015493415,43.39530278585,36.401308655225,31.6035450084,,50.384612076550006,41.012767587,41.8520590311,33.845653145,36.725212250375,39.414945977600006,43.4386774667,39.49084396546667,,49.8751165811,44.00676842955,48.6892880448,42.778140578775,42.104217699900005,46.93600953133333,44.454830522900004,42.646333037199994,,48.49238890878334,42.54626546535834,44.11822072250834,37.97554198925834,40.543659763925,43.24875276492778,41.431605548275,37.913574003688886
23.5,43.78866378315,41.951173261899996,41.110354956525,37.4731851751,42.837948587599996,41.217785432475,38.017984297925,31.560619512666666,,50.695467486300004,41.568978965225,41.36168527795,32.933133327025004,33.595468989975,39.1059487025,42.63008653806667,38.650412827100006,,50.858496074775,44.21157738395,48.631921249375,42.277225081175004,41.718582332,44.64315337736667,45.06499282566667,38.7069436851,,48.44754244807499,42.577243203691665,43.701320494616674,37.56118119443334,39.38399996985833,41.65562917078056,41.904354553886115,36.30599200828889
24.0,44.739464515275,43.007148315075,40.695615076224996,38.557603389275,41.5290164674,43.166290669625,36.9914811123,32.9841997961,,50.58933815815,40.422054671875,41.410680326325,33.919142155425,34.108066598549996,38.968644813425,43.400135630233336,37.44070759506667,,49.601828090225,44.955585179124995,48.837422362675,42.47089907635,42.03543500777499,44.79266531133334,44.819858166033335,39.32941509705,,48.31021025455001,42.79492938869166,43.647905921741675,38.31588154035,39.22417269124166,42.30920026479445,41.737158302855555,36.58477416273889
24.5,46.253119208125,41.502210606175,40.23485912425,37.034311711125,42.403095252675,44.219975688075,36.17200325395,29.061362392633338,,49.31761751745,42.1705209062,42.050364751825,32.22087377215,30.857250665850003,37.339194855100004,43.80418377573333,36.24465593636666,,49.887687007249994,44.97069718675,49.442863087275,43.0654817605,40.512734301475,43.55738356196667,46.540670579633336,40.1549123522,,48.486141244275,42.88114289970833,43.90936232111667,37.440222414591666,37.92436007333333,41.70551803504723,42.172285869772224,35.1536435604
25.0,44.516481185475,42.810196458,41.581769839275005,36.59494778545,40.960803383599995,42.228111708025004,34.81179384505,31.431195067566673,,49.883269125474996,42.32620216205,42.46618929064999,32.76939348055,30.414770206375003,36.060218022075006,42.10973472963333,35.80510992276667,,49.3568613067,45.2074455574,50.948468321350006,43.14422627734999,39.307882294449996,42.5295707836,47.5914415727,37.4255952381,,47.91887053921666,43.44794805915,44.998809150425,37.50285584778333,36.894485294808334,40.27263350456667,41.50432338246111,34.88730007614445
25.5,47.633753252300004,43.88971165105,40.355949378975,36.51908276545,41.542217773575004,45.111589388225,35.393439479225,29.488795518200003,,49.055823719375006,43.779319111675,41.8143354457,32.86257861595,31.698633445025,36.351981908925,40.20402250823333,37.38065213946666,,51.489581227274996,45.758723711125,50.362517812825004,42.7823737206,40.1222547253,43.01796267346666,45.435837880066664,39.675224928700004,,49.393052732983335,44.47591815795,44.17760087916667,37.388011700666674,37.7877019813,41.49384465687222,40.344433289174994,35.51489086212222
26.0,47.1392748394,45.121473561674996,39.27501142715,37.644571231899995,39.198443110325,43.372321055075005,36.774267515474996,30.5487778215,,49.15359251225,43.5113039949,43.090572154775,33.3112104629,29.938543467949998,37.13983292005,39.10785147393333,37.006312496499994,,50.98455803885,44.722221236425,51.456390244725,43.980334313075,39.693262473275,41.942058479299995,46.06513117326667,37.750958718700005,,49.09247513016667,44.45166626433333,44.60732460888334,38.31203866929167,36.27674968385,40.81807081814166,40.649083387558335,35.10201634556667
26.5,47.529709285025,45.686206125025,40.8642524296,36.40198247255,39.200626697175,41.7496338526,37.087195925,30.037420588066666,,48.420847259875,42.5733259444,41.618033535025,32.3359662348,29.94060910715,35.134685273825,40.30511762256666,35.862573175966666,,49.728115828049994,44.54606782675,51.8835760545,44.90672005205,37.911738201875,40.90724532356666,46.167072636166665,38.5307125307,,48.559557457649994,44.268533298724996,44.78862067304167,37.88155625313333,35.68432466873333,39.26385481666389,41.18646206124444,34.81023543157777
27.0,49.018777597450004,45.193853427875,39.7110772491,36.96425880575,37.506204255324995,43.45969496485,37.62807956355,31.3211951447,,48.7107250964,45.013267078575,43.938390562775,32.437661156524996,31.065420221525,33.4594351103,37.84837670906666,35.787612203,,51.0382875862,44.761476269675,50.611238930599995,45.17622879305,37.19509926145,40.31841111946667,45.45668810536667,38.71996996995,,49.58926342668334,44.98953225870833,44.753568914158336,38.192716251775,35.25557457943333,39.07918039820556,40.311048125994446,35.276259105883334
