TIME,A5,A5.1,B5,B5.1,C5,C5.1,D5,D5.1,Unnamed: 9,A3,A4,B3,B4,C3,C4,D3,D4,Unnamed: 18,A3.1,A3.2,A1,A1.1,C3.1,C3.2,D3.1,D3.2,Unnamed: 27,A1.2,A1.3,B1,B1.1,C1,C1.1,D1,D1.1
0.0,31.324754367925003,30.506031303325003,32.2298060948,31.655737447125,30.40966287515,30.317358155149996,30.500389343000002,23.174685457933332,,40.899310350525,37.7317901455,41.439457230550005,39.25467679050001,37.61929080265,44.608201809899995,43.25463606183334,39.289116979333336,,38.319418908475,35.6139231038,38.506932222399996,36.545357684275004,44.225558998974996,38.93245920926667,41.35893497183333,31.9091523757,,36.84782787564166,34.61724818420833,37.39206518258333,35.81859064063334,37.41817089225834,37.95267305810555,38.37132012555555,31.457651604322223
0.5,31.702620796650002,31.541961155324998,34.712173206825,33.83069328249999,32.4102704904,31.3178341232,34.1854946106,21.716868702033334,,42.033113543175,38.822717048200005,42.938662936825004,42.666367889275,38.0400162496,43.756878873475,43.64266406523333,39.93948760083333,,38.882311712325,36.34484836135,38.1513259445,36.695477563175004,42.570002717675,37.73872892033334,39.38114895213334,33.62652916795,,37.53934868405,35.569842188291666,38.600720696050004,37.73084624498333,37.673429819225,37.60448063900278,39.069769209322224,31.760961823605555
1.0,32.05016506095,32.59553664725,33.611189922799994,34.3829263221,31.652139808525,34.2496837243,35.3767436439,23.476010750833336,,42.0794571191,38.9446124122,43.181969289725004,43.28222084535,39.3456705427,47.443857393,43.29730683343333,39.317556964333335,,38.205974223425,36.659505411750004,37.79977434605,36.23285192065,44.383432023725,37.63648275843333,38.674095059366664,33.433556782349996,,37.445198801158334,36.0665514904,38.197644519525,37.96599969603333,38.46041412498334,39.776674625244446,39.116048512233334,32.07570816583889
1.5,32.119979224375,34.099466117425,35.38439373385,35.3534302299,31.953602183325003,33.894990686374996,35.1775296833,24.103299837699996,,41.213896280899995,38.2443111861,44.773688624575,43.980974222175,37.328020372249995,45.838987872975004,43.620423504166666,41.305891924133334,,37.9756239715,36.661244568175,38.501995663725,34.77963459085,42.83413482425001,38.1562610389,39.87170835123334,33.8161373199,,37.10316649225833,36.335007290566665,39.55335934071667,38.03801301430833,37.37191912660834,39.29674653275,39.556553846233335,33.07510969391111
2.0,32.439350913775,32.871856936475,36.186068844775,35.00541919825,34.8033782244,34.391005058825,37.272591254775,25.468033518866665,,41.21643911455,39.591887360575,44.36904885925,42.34884202719999,36.658134518175,47.606410767,46.54555979806667,41.56797575696667,,38.778258209425005,37.367286262700006,36.895209971075,34.918615219375,44.33358864385,39.41871933263333,38.526102463466664,34.798836032400004,,37.478016079250004,36.61034351991667,39.15010922503333,37.42429214827499,38.59836712880833,40.472045052819446,40.78141783876944,33.94494843607777
2.5,32.749066482675,34.027864484625,36.83155905917501,35.237573232025,36.564287477724996,36.19574159035,35.076834470775,25.564769314766664,,43.395265987675,40.59225274245,44.489177382674995,42.801577943425,38.6203580154,47.276120807525004,46.62040049156667,41.545242833766665,,38.056167136025,38.09384462955,37.97570216175,34.339803499400006,45.398189932049995,39.8151724587,40.19748617530001,38.06080426355,,38.066833202125004,37.571320618875,39.765479534533334,37.45965155828333,40.19427847505833,41.095678285525,40.63157371254723,35.05693880402777
3.0,33.148804779675004,34.35231521345,38.4814368082,36.42732300349999,36.123674031275,37.161712339775,36.6712810272,26.145819093200004,,41.353139827250004,41.837762773425,44.602364844025004,43.194079553225,39.702357132275,47.818836906174994,48.908791131966666,40.82949308756667,,41.431651168675,40.020198056225,39.616111233824995,36.910053455399996,48.58492093855,42.3881254586,42.64043375793333,42.015881147550004,,38.644531925200006,38.73675868103333,40.89997096201667,38.84381867070833,41.47031736736667,42.45622490151666,42.74016863903333,36.33039777610556
3.5,35.579031648924996,34.505852458925,38.599393793975004,36.2766697588,38.508865439725,36.486709119525,36.475437605875,26.194100075999998,,41.742976823875,42.61022195895001,45.564126604150005,43.864977393874995,39.946181213425,48.969076916175,49.805944409599995,43.050306612300005,,40.6011280288,40.601188845025,40.2619007147,36.6235607984,49.621798480175,44.08142142486667,43.596021028766664,42.084464555050005,,39.3077121672,39.23908775430001,41.475140370941666,38.92173598369167,42.69228171110833,43.17906915352222,43.29246768141388,37.10962374778334
4.0,35.294859538275006,34.626724862775006,37.92253023185,36.20950692825,38.798990111950005,39.264111071125,37.2455921963,27.072039199333332,,41.8772368815,44.2571350744,46.135559983225,45.795462261249995,43.422364389925,50.33368471269999,50.83628869263333,44.164665048433335,,40.932814883324994,40.461339238725,41.51146521275,35.9822730975,50.855808027225,44.529939246000005,46.604889296466666,43.7357798165,,39.3683037677,39.781733058633336,41.85651847594167,39.32908076233333,44.35905417636667,44.70924500994167,44.8955900618,38.32416135475555
4.5,35.2225826484,35.10404428045,39.17405706065,36.4631411839,39.784885084600006,39.982190667425,38.202452954125,27.446782777,,42.67323130535,44.191582697675,47.14855419295,44.246384394874994,41.160111371300005,50.02598464785,51.7863204278,45.6728270891,,40.513259243899995,41.10994548565,41.348666825225,36.1011961589,49.9888989444,47.1695546163,46.11348226956667,46.39794064205,,39.46969106588333,40.135190821258334,42.557092692941666,38.93690724589167,43.6446318001,45.72590997719167,45.36741855049723,39.839183502716665
5.0,36.297647796175,34.076206896349994,40.048085371300004,37.44229597565,38.311575989175,38.650361679475,39.483416184625,29.522943078166666,,42.322549601975,45.882841045425,49.9033011736,46.416252120425,43.2427536232,51.11689353345,52.461239181366665,46.921106195633335,,44.021971393925,43.207469880675,41.986549209025,37.04727256045,52.464418861074996,48.149494557800004,46.9085041294,46.241630066949995,,40.88072293069167,41.055505940816666,43.979311917975,40.301940218841665,44.672916157816665,45.972249923575,46.28438649846388,40.895226446916666
5.5,36.917071301525,34.82994729135,41.2744277683,38.084149903375,38.3619385244,38.504676051925,38.32930130265,30.891902354933336,,43.770564331799996,46.030937184875,50.563350247825,49.4893008833,45.90044000105,52.630662787975005,53.78632999396667,48.09892485973333,,42.790103920475,43.7950152094,41.094043820150006,36.507392988199996,51.98171337695,52.26772412100001,47.484351392200004,46.3898567557,,41.15924651793333,41.551966561875,44.31060727875833,41.36028125829166,45.41469730079999,47.80102098696667,46.533327562938894,41.793561323455556
6.0,37.268947551275005,34.497450461175,40.706904133500004,38.269117273525,39.537964248,40.58386122105,41.51796670725,30.175107094799998,,45.222908126449994,45.515749814974996,47.960714579024994,48.867104609799995,46.335024376250004,53.34268875775,55.43164427473334,49.003569937533335,,44.129010167525,45.613434952999995,42.4121818941,35.294868949725,53.194124649825,51.66148405816667,48.16410159106667,46.5268448027,,42.20695528175,41.87554507638333,43.69326686887499,40.81036361101666,46.35570442469167,48.529344678988885,48.37123752435,41.90184061167778
6.5,37.000099569,35.9038951582,42.071398825,38.6959534968,40.356953502875,40.1699847423,41.452043055,30.159235668799997,,46.515519268925004,45.733790016375,50.10671587452501,49.678139115825,45.9556647909,54.5092918143,55.55328235546667,49.336055342399995,,44.32732138035,45.5605738848,42.63232165345,36.8530711573,54.386506332225,54.04177619016667,50.17680958966667,49.4707854406,,42.61431340609167,42.39941968645834,44.93681211765833,41.742387923308335,46.899708208666674,49.57368424892223,49.060711666711114,42.988692150599995
7.0,38.323050351375,35.49359478735,40.39756520915,39.9835088372,41.8952681361,40.14938173015,40.631750907125,29.511490648133332,,46.577009592825,45.6070695519,50.6641218668,49.51639697975,47.479743734699994,55.0485798172,55.342368611333335,49.51796425916666,,43.34097229535,45.752801245149996,43.897417960199995,39.8689974231,55.610509999725,54.249867004766664,52.826533552166666,50.3378749253,,42.74701074651667,42.28448852813333,44.98636834538333,43.12296774668334,48.328507290175,49.81594285070556,49.60021769020833,43.12244327753333
7.5,39.804471926525,36.243041780549994,41.7618644343,39.68930214625,43.105768361349995,41.047684920525,42.06024690595,29.843406179066665,,45.90938715955,46.437007315025,51.97788528195,48.808426088124996,48.322991886699995,55.627484128000006,55.686810477899996,49.9678668215,,43.74640505399999,45.693910117725,43.851688026400005,39.115003442449996,57.49791404365,52.26080571283333,50.82706766916667,49.2163360909,,43.153421380025,42.79131973776666,45.86381258088334,42.53757722560833,49.642224763899996,49.645324920452786,49.52470835100556,43.00920303048889
8.0,39.499040693050006,35.720868264725,42.16338867935001,38.20621808445,43.729621053475,42.480801219975,41.492402852525004,29.704961371633335,,47.6049238403,46.908501641275,50.451413498425005,46.722455750775,47.48067516995,56.127344248675,56.02749070016666,50.668125386366675,,44.044223370075,45.189300958225004,43.408890544575,38.2732747499,56.26962489042499,52.7368262224,54.23399479096667,49.90459315795,,43.71606263447501,42.60622362140833,45.341230907450004,41.06731619504166,49.15997370461667,50.44832389701667,50.58462944788611,43.42589330531667
8.5,41.688969339925,36.133601684725,40.154598213525,40.726845068675004,43.86617413445,42.639356699974996,42.23019798675,31.017460958166666,,47.175245267375004,47.7208867689,50.299541655999995,48.10431326765,48.47369229042501,53.87893772145,57.153914625199995,50.3375139839,,43.776591274924996,45.139107336325004,43.2026922413,36.816179383525,56.8260240182,54.29415853776667,54.469595085566674,49.284274193550004,,44.21360196074167,42.99786526331667,44.55227737027499,41.88244590661667,49.721963481025,50.27081765306389,51.284569232505554,43.5464163785389
9.0,40.020974748275,36.851594854925004,41.620897396375,41.334612008549996,42.7864432838,44.691774197399994,42.185342508625,31.815146959866667,,48.0037858487,47.82046152445,49.194645582625,46.266465428000004,49.434630098549995,54.137553282599995,54.695365796266664,51.61074295616667,,45.19046360095,47.067039473250006,42.713667916425,37.352348178575,56.890398443150005,53.51250038016667,52.81679699086666,50.03648233485001,,44.40507473264166,43.913031950875,44.50973696514166,41.65114187170833,49.70382394183333,50.78060928672222,49.89916843191944,44.487457416961114
9.5,39.625322749700004,37.9541260969,41.416709506275,42.806593007475,43.487499604175,43.8962890583,41.027686451825,31.407705304900002,,47.717005905975,48.525649257975,49.892761141899996,46.2832373069,49.375992573825,53.650257478775,56.341840643000005,51.2393875869,,44.129357657525,45.020207540375,43.746164703,38.6598882255,57.332278130275,53.302403698999996,55.33140571123334,49.919093851149995,,43.823895437733334,43.83332763175,45.01854511705833,42.583239513291666,50.065256769425,50.282983412025,50.900310935352785,44.18872891431666
10.0,39.45501649975,35.5726459039,44.1268495092,41.043743338075004,42.323498453650004,46.02503818905,43.079619102924994,30.78793034746667,,47.915546697625004,47.761794849825,50.212905758824995,43.974067049675,48.721113201375005,53.881130955625,56.346370444,50.969495138199996,,44.844568707425,44.89498406615,43.337712949475,36.4916796614,55.691138232575,53.60030780123333,56.84575560813334,49.38240098,,44.07171063493333,42.743141606624995,45.89248940583334,40.503163349716665,48.9119166292,51.16882564863611,52.09058171835278,43.71327548855555
10.5,40.9147209197,36.242150327750004,41.877852676375,41.895181631225,41.70462544925,46.334343924325,42.489320222275,33.214366915166664,,47.488409048575,48.109568250175,49.03219053245,44.542967816274995,48.16352309445,54.109402626275,56.2177160763,49.46516904453333,,46.463922476725,44.9499491138,42.872931414825,36.0774721834,53.923770875575,54.7965848291,56.004401276900005,49.5283018868,,44.95568414833334,43.10055589724167,44.594324874550004,40.838540543633336,47.930639806425006,51.74677712656666,51.570479191825,44.06927928216667
11.0,38.789803183575,36.724409969125,43.73246966605,41.439970952525,43.1733245539,47.53064501304999,42.1876405758,33.616614158233325,,49.183002116975004,46.927841915100004,48.8895056279,45.402325757875,48.484925941525006,53.701792103524994,54.990053061433336,48.050405125299996,,45.113987376725,45.872155576175004,42.091101699,35.430811674075,54.947924328325,54.842839452166665,56.98588658973333,50.4466578964,,44.36226422575834,43.1748024868,44.90435899765,40.757702794825,48.86872494125,52.025092189580555,51.38786007565556,44.037892393311104
11.5,41.7265626425,35.7226388224,43.782068925225005,41.6581233534,42.407066113949995,48.09392641367499,42.1113875333,33.671096345533336,,47.578879377775,45.540824219399994,48.318641777974996,45.059068637875,50.43149546145,53.756912219625,54.70978197303333,47.611466556766665,,46.448036875375,44.979763382325,44.924753027625,34.46331942185,54.5932725281,53.51585449676667,55.83538282723333,49.322296627,,45.25115963188333,42.081075474708335,45.67515457694166,40.393503804375,49.14394470116667,51.78889771002222,50.885517444522215,43.53495317643333
12.0,40.1080102832,37.4146727917,41.297427320475,41.2853279549,42.542341258075005,47.308837503975,45.21114605289999,35.33323389763333,,47.531519854624996,45.169391479474996,48.472914178725,43.10707017105,49.969483062025,52.859572247075,53.941882264700006,48.68782591596666,,45.517941582975,44.803943157725,45.14423215079999,34.624677708075,52.605905032624996,51.815116819366665,55.37868646303334,48.9245273481,,44.38582390693333,42.46266914296667,44.97152455,39.672358611341664,48.37257645090833,50.66117552347222,51.51057159354445,44.31519572056666
