time,trial1,trial2,trial3,trial4,trial5,trial6,trial7,trial8
0.0,37.630172947425,43.07732639395,35.719070018574996,38.844560278,47.099175950975,42.548054714600006,43.8570617169,38.859386601775
0.5,39.794872481824996,41.6699090309,34.5425126222,37.778390955725,45.372456083025,38.02483543865,43.123722491600006,37.7477355165
1.0,39.568405091550005,42.2024886878,37.1344516372,38.722405958425,47.860653491825,39.869714898675,42.49477774475,34.1158634069
1.5,42.16305036425,43.977237762525,36.58997252745,39.787394843,45.906223374725,39.32160694047499,41.120020379775,30.518290246999996
2.0,41.77701878547499,44.604194577125,36.777715433124996,40.4397307925,46.484766530825,37.882738507725,38.515356135025,29.59817496105
2.5,41.439132598300006,45.478107001075,37.8453611483,41.858386727450004,45.762916844150006,37.535153424175,38.931763045425,29.01858819035
3.0,42.475025825074994,45.186279193524996,38.733637415874995,41.491099374025,45.844393592675,39.94483117135,39.417998525775005,30.393096712300004
3.5,44.051375654325,46.6327372111,39.78735632185,42.90288242752499,47.011623239624996,40.648648025125,38.100454353725,30.184838137725002
4.0,43.601736885425,47.105563721574995,39.2936915664,42.216376868225,46.435629695475,41.227970649149995,37.3131728575,29.8869964454
4.5,43.75488538547499,46.38044631455,41.693361565275,40.739811112075,47.237468731225,42.415301727625,36.022651631125,32.206476539225
5.0,43.971484093825,48.796251072625004,41.61279001855,40.579134050875,46.243338822525,42.995136180875,34.352398962275,30.971038984649997
5.5,45.196664071925,49.650573632875,41.989319252225,42.056740642175,47.4858089125,42.02689417265,34.758567771875,33.1262503083
6.0,43.699823899625,48.038183336675,43.99936477025,42.763920219175006,49.283880076575,42.0724659428,36.699873090000004,32.676401000925
6.5,47.65120639547499,50.422285087125005,43.4971005422,42.733939802325,48.166914574625,42.452489340374996,36.39053094295,33.171178517325
7.0,46.973386629675,48.422180677175,44.026858534025,40.382178843325,46.147693999625,42.121627381325,37.8935989343,34.68949668425
7.5,47.76084088255,49.960642632775006,46.740405442900006,39.177599504075,48.270251326075,44.55131747235,39.70880588915,32.3301207165
8.0,47.4504072649,49.14478685945001,46.747998702,40.327310683250005,48.319212628425,41.697360428625,35.240539602225,35.016996209350005
8.5,45.9604709911,49.659385979825,46.200896087675,40.1456163492,45.629171723300004,45.445156343325,37.3579448336,34.66587044895
9.0,50.2789907942,47.46278744705,47.424475414475,42.39009930780001,46.175866118624995,43.135214251225,37.004054787175,35.8390410959
9.5,48.278028899,48.063768623,46.535443571900004,41.780132550800005,45.919606709075,43.139686834275004,38.161548809625,37.37678297405
10.0,46.814361764525,47.548540064625,46.994076324475,41.10114008895,44.645793425225,42.1510860139,38.35261855939999,36.704019637375
10.5,47.466817288125,47.744732459800005,48.77779770445,42.176674411975,44.925392957975,45.21888079142499,38.128436851025,34.863707942424995
11.0,47.09446457485,47.134338033025,47.68679892602499,41.18658282325,45.43094341925,46.420928730049994,38.733403087999996,36.89919824375
11.5,48.06318798945,46.366950076600006,47.90703151765,42.321136071125,46.17485386822499,45.385324343025005,39.39979993345,40.060748251374996
12.0,45.977836161875004,46.8812458708,45.38451143500001,41.828455311925,46.600600766625,45.2664142177,40.519380155250005,39.15942682575
12.5,46.86372621695,45.638225762125,45.62923339625,43.93756620355,48.049988171525,45.06190856325,39.006142506125,41.230023882
13.0,44.968057143775,47.222917189774996,47.6619831817,43.155739471525,47.965410347575,44.905265282925,39.892418743375,40.94897582195
13.5,47.334439933825,45.91300161184999,48.442469753850006,43.918439397499995,49.366323511175,46.378915189875,40.02688432725,43.41909076745
14.0,46.454191430849995,46.115880670850004,48.037209708175,43.80560152175,49.819831606475006,46.073775124075,42.3875600009,43.39198352695
14.5,46.0005442943,46.896445172575,47.9167536777,45.8452695922,50.496216981825,49.16103726125,44.574680255525,43.972678003975005
15.0,49.7611794649,44.618362348625006,47.310430408825,44.164863844875,47.359154929575006,49.019126699649995,43.933182160425,45.38873551597501
15.5,48.075716326475,44.568365152225,47.44463396645,44.9089399429,48.145043169900006,48.4864086458,43.755798057525,48.26245608335
16.0,48.32885190995,44.115282231175,46.93391858775,44.683368765925,47.00646907755,47.5189288031,47.178327578275,48.45342956405
16.5,49.2079263513,42.6563646143,47.66366892885,45.596042989425,46.504181397625,50.6245296934,45.867330132025,49.297141052525
17.0,49.342024071675,42.671649140024996,47.595439691025,46.843373346825,46.939622895575,48.543179092225,48.29356426645,49.756371605875
17.5,49.225526534275,42.3800320584,46.577148650425,47.0381374917,45.675482134975,50.46430722435,46.92521971125,52.400479954825
18.0,51.218980349175,42.915853600425,45.571600851549995,46.763445006325,45.50535112955001,51.477789443375,50.553062178575,52.411107586650004
18.5,49.5115256422,41.385851104425,43.8083374341,47.47381073995,47.345211146124996,50.21837331854999,49.54395896815001,52.949629937325
19.0,46.851786657299996,41.73555173285,43.399882193975,47.18611263775,47.03535923965,53.5494946572,51.44235680625,54.450389959249996
19.5,46.046058067675,42.332839993075005,43.679657082575,47.887641138700005,48.024264671025,52.29809024857501,52.7241662163,55.4437997466
20.0,46.100104698574995,43.192627653475,43.444281524924996,46.752266246375,47.87317462915,55.3927156302,52.920058782374994,56.1093938122
20.5,47.31351464475,42.983956285475,43.97891668215,45.3753628818,50.152748216875,54.148429392824994,54.59862323005,57.274018461325
21.0,47.134112080849995,42.405265557199996,44.821606418624995,45.539892551725,49.57904411765,55.423201016825004,54.80838077095,58.03101371775
21.5,48.0822382662,42.061320385175,42.7409416513,47.834058947624996,49.124731778124996,57.44219266935,56.88057856182499,58.49853735075
