TIME,A3,A3.1,B3,B3.1,C3,C3.1,D3,D3.1,Unnamed: 9,A1,A2,B1,B2,C1,C2,D1,D2,Unnamed: 18,A1.1,A1.2,B1.1,B1.2,C1.1,C1.2,D1.1,D1.2,Unnamed: 27,A1.3,A1.4,B1.3,B1.4,C1.3,C1.4,D1.3,D1.4
0.0,28.260159775375,26.198372131674997,29.858100214925003,26.7214634866,29.8907826881,36.930283219766665,28.693071680175,26.370081052350002,,41.834171951125,39.334947632375,41.341739490650006,40.668134655624996,35.519607843133336,36.972667855033336,35.061737246075,36.862892654475004,,38.506932222399996,36.545357684275004,38.719555905425004,36.244571374925,30.1677214198,33.783448677125,33.003037493724996,29.8942344635,,36.2004213163,34.02622581610834,36.639798537000004,34.544723172383335,31.859370650344445,35.895466583975,32.252615473324994,31.04240272344167
0.5,27.798688304175002,30.029906715899997,32.8054682968,26.380564267825,30.300938836233332,33.596903341533334,30.818305672125,26.806351242075,,41.548164664299996,41.362125828825,40.474302744024996,42.301170560174995,33.622095830733336,35.16234450766667,36.024277401925,36.516414649625,,38.1513259445,36.695477563175004,38.961001766625,35.702929866225006,33.04724593346666,32.234863356775,31.975568475299998,31.73431334696667,,35.832726304325,36.029170035966665,37.413590935816664,34.79488823140833,32.32342686681111,33.664703735325,32.93938384978333,31.685693079555552
1.0,29.929994808575,28.589304488025,31.9811234517,27.133756547650002,32.04259697626667,32.920994129,30.269824906475,27.909510440975,,41.38529162385,41.185240392124996,39.323722456649996,41.038161922,35.76872203716667,36.699755925733335,37.401226894074995,37.0863692373,,37.79977434605,36.23285192065,37.7550188603,35.3826029247,32.03942113786667,34.3393013249,31.962881457075,33.13810812256667,,36.37168692615833,35.335798933599996,36.353288256216665,34.51817379811666,33.283580050433336,34.65335045987778,33.211311085874996,32.711329266947224
1.5,30.4030515364,28.832001977224998,32.533466973525,26.9937600031,32.623625345633336,34.7848200313,30.729361036975003,28.072686070575,,40.922405154675,40.537669540325,41.09354036185,42.4852034377,36.73614635766666,36.5269454577,36.364697394125,37.92029354815,,38.501995663725,34.77963459085,37.154059021025,35.468430197325,31.29264458973333,32.785935947024996,32.477136468925,31.858296828100006,,36.60915078493333,34.716435369466666,36.927022118800004,34.98246454604166,33.550805431011106,34.69923381200834,33.19039830000833,32.61709214894167
2.0,28.235244026575,29.327704982075,32.6644830078,28.3547768324,34.6989447548,37.523903920833334,29.671306741475,28.18749029165,,41.737522173849996,39.7432888602,41.502407716525,40.661443863275004,35.1902138573,35.075906396466664,37.239622569199994,38.9178252464,,36.895209971075,34.918615219375,38.545813377075,34.970866351875,32.6069978162,34.15072771525,32.529265845775,33.327393831399995,,35.62265872383333,34.66320302055001,37.57090136713334,34.66236234918333,34.1653854761,35.583512677516666,33.14673171881666,33.47756978981666
2.5,30.6913468873,30.049752254224998,31.240481340899997,25.963376291075,33.702601821799995,36.1056834081,30.923121681625,29.085709626325,,43.35415566585,39.47017633045,41.089403588375006,37.979471982325,36.498438293999996,36.1220569196,35.1997422503,38.1201461736,,37.97570216175,34.339803499400006,36.9879838511,35.315212339975,31.612165505466667,31.589523714375,32.393951661925,33.332485003433334,,37.34040157163333,34.61991069469167,36.439289593458334,33.08602020445833,33.937735207088885,34.60575468069167,32.83893853128333,33.51278026778611
3.0,30.648088521,29.254379197325,33.864655626849995,28.06002529675,34.063405055400004,36.29513307276667,30.3638651843,29.680753901524998,,42.417227660425,39.028480732175,42.52755087835,40.822413855325,34.713386698633336,34.8161155724,38.751180490799996,37.111302773700004,,39.616111233824995,36.910053455399996,37.604727618424995,37.46934737995,31.841346755999997,34.178779278899995,33.432108345124995,33.732060310200005,,37.560475805083335,35.06430446163333,37.99897804120833,35.450595510675,33.53937950334444,35.096675974688885,34.18238467340833,33.50803899514167
3.5,31.84547563345,29.13469303455,33.337470762175,26.837616561675002,32.725531582833334,34.8116373714,31.352295409200003,29.738126538975003,,43.541917545749996,36.8878096456,42.4984659976,40.237837139325,36.6095391458,34.75991352333333,37.5344767136,38.767865194225,,40.2619007147,36.6235607984,38.240806215325,36.92313607335,32.479302863600005,33.079863880075,33.862303069625,34.536681669400004,,38.5497646313,34.21535449285,38.025580991700004,34.66619659145,33.93812453074444,34.21713825826944,34.24969173080834,34.34755780086667
4.0,32.7312778358,29.119879284600003,32.5634750408,26.053853074124998,32.1771047381,36.33282469696667,33.054003875424996,28.954496432725,,44.79920810895,36.675094869075,42.187414546724995,39.24719152115,32.374944276099995,36.14717461246667,37.349964666275,40.504256993325,,41.51146521275,35.9822730975,38.7072206984,36.47401431215,32.69703615096666,32.3612506413,33.59487491,34.6078376212,,39.68065038583333,33.925749083725,37.81937009530833,33.92501963580833,32.41636172172222,34.94708331691111,34.66628115056667,34.68886368241667
4.5,34.45831723515,28.89926092245,33.383008325475004,28.3242091242,31.898037884900003,35.14046206273333,31.492306413175,32.579228243025,,43.967349807825,37.479070221825,42.163933194449996,40.98946580255,33.68055555556666,35.636370700600004,36.46865375455,39.833408606275,,41.348666825225,36.1011961589,38.243862916225,36.603247907625004,32.47339012563333,33.121100127025,31.409273026275,33.68503200836667,,39.92477795606666,34.15984243439166,37.93026814538333,35.30564094479167,32.68399452203333,34.63264429678611,33.12341106466666,35.36588961922222
5.0,34.817137664225,28.420645446499996,32.938829379575004,29.457078649874997,33.95530855316667,35.955616235066664,32.11561748665,30.121488786900002,,44.80906942355,37.98393012645,40.766241296074995,40.714096850124996,34.5148699673,36.16924997993333,37.68558022805,39.1848251324,,41.986549209025,37.04727256045,38.4462009124,36.09676268595,32.503357507366665,32.519027168825,33.203660630525,34.1845644723,,40.53758543226667,34.4839493778,37.38375719601667,35.42264606198333,33.65784534261112,34.88129779460834,34.33495278174166,34.496959463866666
5.5,35.47754509495,27.127526506625,31.955774399375002,27.489567931725002,31.512538840199998,35.5929993699,30.118229652925,29.291138098024998,,46.681260262175,38.949362460050004,41.598822983125004,40.03528161115,32.78779384013333,33.583866207566665,35.444357752100004,42.016408384075,,41.094043820150006,36.507392988199996,37.744992791925,36.071484413175,33.2711248096,31.653786966275003,32.721347697599995,33.55557279923334,,41.08428305909167,34.194760651624996,37.099863391475004,34.532111318683334,32.52381916331111,33.610217514580555,32.761311700875,34.95437309377778
6.0,35.834586808,29.368806198525,31.559636376925,27.290430973124998,33.43669167296667,36.15856606356667,31.219522150075,30.2112993282,,44.894898367924995,38.14358402335,40.749632781174995,41.746178280600006,32.92781760576667,35.0122157245,36.1404047726,39.220312623575,,42.4121818941,35.294868949725,37.9524064836,35.465814070625,32.39338411053333,32.66195587385,32.738968174675,33.824316035533336,,41.047222356675,34.26908639053334,36.75389188056666,34.83414110811667,32.91929779642223,34.61091255397222,33.36629836578334,34.418642662436106
6.5,36.8393237505,29.245733460074998,32.92556629995,27.4548761983,32.947546880033336,36.00875742863334,32.926327843325,29.904326861249995,,45.56396747645,37.316410368575,39.249050807850004,41.762805358525,34.1511185371,35.46531858953333,36.67183251125,40.047144347675,,42.63232165345,36.8530711573,37.612867137449996,35.52651318745,33.894713387766664,32.631706811375,31.647498954375003,33.68813496006666,,41.6785376268,34.47173832865,36.59582808175,34.914731581424995,33.66445960163333,34.701927609847225,33.74855310298333,34.54653538966389
7.0,36.936934921725,30.848627747775,32.768953166625,26.394503786825002,32.00542161613333,35.72581575003333,34.358787651875005,31.693046102874998,,47.165466112825,36.286978353525,40.15683933055,41.827044208000004,34.322135456199995,34.7586446237,36.528958894175,40.000396391775,,43.897417960199995,39.8689974231,37.9705048747,37.79357032612501,32.465809616066664,30.95979439525,32.706469068425,33.1352802066,,42.66660633158333,35.6682011748,36.96543245729166,35.33837277365,32.931122229466666,33.81475158966111,34.531405204825,34.94290756708333
7.5,38.145215329525,30.586335719924996,33.3874871178,27.457427408075,31.8566573988,36.720289799566665,31.630900923200002,30.69096007815,,46.317330503275,37.202209984125,40.545475363525,42.2931613234,32.49032907633333,34.43770475713333,36.139376008599996,40.43646138825,,43.851688026400005,39.115003442449996,36.583681953375,38.001579537525,32.272521340733334,32.265843178775,31.494172526475,33.76782593773333,,42.7714112864,35.63451638216666,36.83888147823333,35.917389423,32.20650260528888,34.474612578491666,33.088149819425,34.96508246804444
8.0,38.52370588795,31.999954940400002,33.000098221075,26.8867215968,30.722027546799996,37.57142661236666,32.351515427625,29.298951770225003,,45.802859432775,37.3830643861,39.8122820054,42.389507241125,32.5493804441,34.17683149003333,35.111479538975,41.56010436815,,43.408890544575,38.2732747499,36.615049954075,37.57755857595,31.573780660466667,31.890458010725,31.95942289995,34.68223804776667,,42.578485288433335,35.8854313588,36.475810060183335,35.617929137958335,31.615062883788884,34.54623870437499,33.14080595551667,35.18043139538056
8.5,40.51767811645,30.266680621425,33.332506914700005,28.641342140400003,31.32293098336667,38.80551674143333,31.0081925243,29.508796620975,,43.832287062675,38.174946285475,37.70127997085,41.059211710325,32.3043737871,35.16670649143333,35.215567872224995,40.7517486484,,43.2026922413,36.816179383525,35.346529642175,35.310673725525,32.981210964666666,30.40641764075,32.156112425399996,32.393358780099994,,42.517552473475,35.08593543014167,35.46010550924167,35.00374252541666,32.20283857837778,34.792880291205556,32.79329094064166,34.21796801649167
9.0,40.6697912778,29.184411638374996,33.556342492925,26.999077480875002,31.611100574766667,39.838184557666665,31.121585359275002,29.615287857749998,,47.022428056725005,36.63277641015,37.550443491125,39.643114353225,32.796195033033335,34.73879007026667,36.636067392125,40.1160296017,,42.713667916425,37.352348178575,35.365918609425,35.211887557225,31.1014168959,29.90102993705,31.165845072474998,32.508642438866666,,43.46862908365,34.389845409033335,35.490901531158336,33.95135979710833,31.83623750123333,34.82600152166111,32.974499274624996,34.079986632772226
9.5,40.49090230275,30.836576742325,32.803424783225,28.161932984375,30.155032406533337,37.368092585266666,30.246604719350003,29.844681049775,,45.996436047375,37.543508266775,37.593198827275,39.865330157425,33.74825594986667,34.1180064589,35.1073701798,37.227510075175005,,43.746164703,38.6598882255,35.18394602235,34.963292171525005,29.543083185333334,31.1633837334,31.119936017075005,32.01658559843333,,43.411167684374995,35.679991078200004,35.19352321095,34.33018510444167,31.148790513911113,34.216494259188885,32.157970305408334,33.02959224112778
10.0,40.014478748175,31.526007511425,32.4252509747,28.7771162488,30.288403234433332,38.02466427823334,29.391761631199998,29.945734878725,,46.209072017699995,37.00002997205,38.18638298385,38.22331795375,31.348228946733332,33.7073515808,35.532949217375005,38.276165838675,,43.337712949475,36.4916796614,34.222080685125,34.679480762299995,28.884026563166668,29.736588931175,28.857693642450002,32.694954901833334,,43.18708790511667,35.00590571495834,34.94457154789166,33.89330498828333,30.173552914777776,33.822868263402775,31.260801497008334,33.63895187307778
10.5,39.920131548049994,31.09725610385,34.216808796725005,29.00424350875,30.098316138033336,36.39312062853333,29.17991847735,30.0699785852,,47.185069925975,35.903238430175,35.846114368,37.856344367,32.091375229200004,32.1496515754,32.721483942425,35.6402559783,,42.872931414825,36.0774721834,34.984298803499996,32.3621843459,29.307653608133336,29.23877589525,29.620370020499998,30.721382306933332,,43.32604429628333,34.35932223914167,35.015740656075,33.07425740721666,30.49911499178889,32.593849366394444,30.507257480091667,32.143872290144444
11.0,40.474719376275004,31.944925436325,34.7466702914,27.857430189975002,30.255330731066667,37.7302646949,29.77176284535,27.0379705577,,47.526307585599994,37.785350491600006,37.021722571,36.4926136353,30.491640543366668,33.8639116974,31.2587669934,35.730931646875,,42.091101699,35.430811674075,31.002336445475002,32.338114912275,27.97792908176667,29.391115947575003,29.014440257325,31.440396125166668,,43.36404288695834,35.05369586733334,34.25690976929167,32.22938624585,29.574966785400004,33.66176411329167,30.014990032024997,31.403099443247225
11.5,39.500400510375,32.348056184075,33.477266794975,27.604326423299998,28.0789030695,37.22388722386667,28.940368524675,28.6530319061,,47.496529178725,36.023594103125006,35.981058337175,32.5632561676,30.456167079300002,31.41454570333333,30.280947283225004,36.387030293525,,44.924753027625,34.46331942185,31.703634960875,32.078983249275,27.947920202299997,28.085334526275,27.823549947674998,29.246763138466665,,43.973894238908336,34.27832323635,33.72065336434167,30.748855280058333,28.827663450366668,32.241255817825,29.014955251858336,31.428941779363885
12.0,39.5966232761,30.5973430868,33.7221419741,27.557756470675,27.835878682266667,35.5220091001,29.980236307075003,27.369500509949997,,46.9626076644,35.958151537375,32.7869600879,32.779294558875,27.900808009366667,30.711532391133332,29.470926171850003,33.04842797755,,45.14423215079999,34.624677708075,31.855676887625002,30.695955715325002,27.361236465999998,26.758088752225,28.093599338025,28.381214673666666,,43.901154363766665,33.72672411075,32.788259649874995,30.344335581625003,27.69930771921111,30.997210081152776,29.181587272316666,29.599714387055556
12.5,39.589361075275,31.100149578925,34.04881078334999,27.051397641875,28.917758813366664,35.5953006779,31.300540228674997,25.447660302400003,,48.2946519332,35.0930690137,33.7393312164,31.174334344650003,26.366189708866667,30.737970840766664,27.86212610365,33.38446599305,,44.864926124825,34.564503475275,31.12091130155,31.730230578725003,26.6229879367,26.6524548405,26.274634575000004,28.30253176793333,,44.24964637776667,33.58590735596667,32.969684433766666,29.985320855083334,27.302312152977777,30.99524211972222,28.47910030244167,29.04488602112778
13.0,37.529817490925005,31.215324721300004,35.085030397524996,27.208680471975,27.8108855209,36.3617173773,32.6643324463,26.04716291325,,46.88902007085,33.207326812975,32.519101445875,31.657926499225,25.125434674633336,29.219808245266666,28.257003409875,32.215329246125,,45.60504823945,35.7659342605,29.874820496399998,29.863268143450004,26.757198185133333,26.653323634000003,26.265016432575,26.96086884243333,,43.341295267075004,33.396195264925005,32.492984113266665,29.576625038216665,26.56450612688889,30.744949752188887,29.062117429583335,28.40778700060278
13.5,38.4276899841,32.091212939625,33.664351083575,26.350385744825,26.4098543896,38.23267064993333,32.143995267575,25.084498354725003,,46.97150932445,36.369708130625,32.378355200775,34.101826490200004,27.248176489000002,29.35053150116666,26.895988188875002,30.680323002325,,46.276960892474996,35.56840928975,28.946644805974998,28.931793791275002,25.876065270966667,26.025625459875,25.829147708575,26.827611414999996,,43.892053400341666,34.67644345333333,31.663117030108328,29.79466867543334,26.51136538318889,31.202942536991667,28.28971038834167,27.530810924016667
14.0,39.393172906425,32.774422947800005,32.271660301075,27.259505200699998,23.344833576633334,37.841902880966664,32.297093927725,25.46085003575,,47.207741181524995,36.30717154915,31.8918727781,30.429378241275003,27.039150158933335,31.856388791300002,25.473724151549998,28.4409982702,,44.908981963725005,36.48142975325,29.00497175575,29.375765883699998,25.1981230529,27.0272129222,25.105262987475,25.04577675926667,,43.83663201722501,35.18767475006667,31.056168278308334,29.021549775224997,25.194035596155558,32.241834864822216,27.625360355583336,26.31587502173889
14.5,41.417454610575,32.3036544565,34.108844293349996,27.014418858074997,23.602068327033333,37.16560010036667,32.64783432845,24.1410145353,,47.612823217575,35.128909741,29.4827297988,30.082541100999997,27.2433626979,27.511124569933333,26.006396672149997,27.836295829774997,,44.606175786475,37.565495219400006,29.190403156625,28.474235199675,24.3550541667,25.47383406185,23.956755292075,25.1116314951,,44.545484538208335,34.99935313896667,30.92732574959167,28.523731719583328,25.06682839721111,30.050186244049996,27.536995430891665,25.696313953391666
15.0,40.008508636575,31.486459118875,32.337422782275,26.812129468925,24.735279696833334,34.92001638263334,31.362210844224997,24.295534186975,,45.65873097705,34.261463557424996,31.202093283825004,30.581566307150002,25.906660184733337,27.368310251500002,25.79576925475,26.53138849395,,43.811245849825,36.39222483095,30.8164806571,29.124170590775,22.652452451433334,25.8199945674,22.7299928354,23.366261002399998,,43.15949515448333,34.04671583575,31.451998907733337,28.83928878895,24.431464111,29.369440400511113,26.629324311458333,24.731061227775
15.5,40.93355718355,32.784146021525004,31.851629957900002,26.598666111675,22.9748201439,33.7861856109,29.983759812375006,25.659978159975,,46.74511023565,35.270627931,28.848152746775,30.1190664903,23.6866389387,25.557992202733335,25.346040153774997,27.12181490955,,45.334871277,35.469756465425,30.09400682915,27.9424581987,23.35261012956667,25.782415428975,21.88658411385,22.295925001533334,,44.33784623206666,34.50817680598333,30.264596511275002,28.220063600225,23.338023070722226,28.37553108086944,25.738794693333336,25.025906023686108
16.0,40.190406353925,33.72825620935,31.399951633525,24.844744383875,24.680487904633335,32.458815098399995,28.581859083975,23.356819699925,,47.941412858724995,33.848198752274996,29.56858532855,29.556866891400002,22.3099284053,23.9175966111,25.779894057525,24.807221010625,,46.339203098325,34.953072936874996,30.897354805175,27.866901208700003,22.763422018266667,25.167136890125,21.01800813695,21.783059182166667,,44.823674103658334,34.1765092995,30.621963922416665,27.422837494658335,23.251279442733335,27.181182866541665,25.126587092816667,23.31569996423889
16.5,40.5309513835,33.365099326175,30.420452548375003,24.116730502674997,22.710996875466666,30.4320121427,31.14646244415,23.474649614075,,48.808986693899996,34.613559934175,28.02571010985,28.395338098975,23.0077369439,23.530321530333335,24.119725725374998,23.267189516875,,46.358857367375,34.5422206911,30.360191439199998,27.297211745424995,22.5106528199,23.708959238225,20.0590210235,20.451758461566666,,45.232931814924996,34.173626650483335,29.602118032475,26.603093449024996,22.743128879755556,25.890430970419445,25.10840306434167,22.397865864172218
17.0,39.155362586325005,34.177038421225,30.41116588055,25.975265353524996,24.21721891576667,29.286206123033335,30.170513181350003,22.574211087200002,,47.90438837125,36.29426174615,28.874034798725,28.868782558625,22.440162740999998,24.26945157606667,23.568809269775002,24.250006122425003,,44.66384706762499,35.756345506325,29.422645901575,28.373687126250005,21.644164503933336,22.92937378335,19.99863511965,19.5806111575,,43.9078660084,35.40921522456667,29.56928219361667,27.7392450128,22.767182053566668,25.495010494150005,24.579319190258335,22.13494278904167
17.5,37.991437031325,34.531452927825,32.655229599624995,24.4975490196,23.71792716526667,29.2861014052,29.872553184675,20.399093558075,,47.760626731725,36.013591686475,30.908235554225,28.757310266575,23.2122505528,24.189913717366668,24.938543816975,24.358384598325,,46.2275365785,36.347698881149995,29.116205782175,26.97884995855,21.9807653118,22.951958887750003,18.66889775155,19.587878700133334,,43.99320011385,35.63091449848333,30.893223645341664,26.74456974824167,22.97031434328889,25.475991336772225,24.4933315844,21.44845228551111
