TIME,A3,A3.1,B3,B3.1,C3,C3.1,D3,D3.1,Unnamed: 9,A1,A2,B1,B2,C1,C2,D1,D2,Unnamed: 18,A1.1,A1.2,B1.1,B1.2,C1.1,C1.2,D1.1,D1.2,Unnamed: 27,A1.3,A1.4,B1.3,B1.4,C1.3,C1.4,D1.3,D1.4
18.0,39.9313412121,34.805508616525,31.53440063055,22.97371337805,22.9167942557,29.585783401266667,29.869395310575,19.26271321535,,49.948905060975,36.012907614075004,30.62603367615,27.791925682425003,22.212730728966665,20.970009930499998,23.839906964075002,20.5154062414,,45.038074242549996,36.85390328445,31.202767351099997,28.280584250875002,20.739131886866666,23.509935085800002,19.18611049675,18.085180728733334,,44.97277350520833,35.890773171683335,31.121067219266664,26.348741103783336,21.95621895717778,24.688576139188893,24.2984709238,19.287766728494447
18.5,38.708794923325,34.016102318624995,31.450226549775003,23.94236217665,24.579924885533334,28.1319466888,28.4837627849,18.8730708892,,47.13118487775,34.505724284775,31.063329847675,25.156084515899998,23.92056358256667,19.4062790083,23.912279666925,22.025528487825,,46.022386109174995,35.567003321625,30.71202928065,26.347877255125,20.0436075858,22.821345643525,19.99694355245,18.503435529599997,,43.95412197008333,34.696276641675006,31.075195226033333,25.148774649225,22.84803201796667,23.453190446875,24.130995334758335,19.800678302208333
19.0,37.50836350785,34.950959578425,32.40877995455,22.077148045075,20.656860670300002,28.08790618976667,29.18273560205,17.17412616325,,49.17557813820001,36.86425826425,29.672390517649998,26.877046495374998,23.0510425035,18.035591954300003,22.662239482425,22.030964993825,,45.720298998725006,36.4512533473,31.422748945575,26.299616755200002,20.450648365933333,23.682938855350002,19.456429912375,18.675401742966667,,44.13474688159167,36.08882372999167,31.167973139258333,25.084603765216666,21.38618384657778,23.268812333138893,23.76713499895,19.293497633347222
19.5,37.8099369136,35.951923266225,29.656173878475002,21.566849203849998,21.722535745733335,25.874907349,28.299698770100004,17.949607840275,,48.915176912025004,37.710394831200006,30.449826816025,25.895585432675,24.830067328266665,19.642559948733336,21.727732249025,20.318526518975002,,46.099452461325,37.07109684575,31.781680790125,27.230790700075,18.933894571,24.44792225245,18.585842752399998,18.722358493833337,,44.27485542898334,36.91113831439167,30.629227161541667,24.897741778866664,21.828832548333335,23.321796516727776,22.871091257175,18.99683095102778
20.0,37.783925539375,32.714768697875,30.9245047127,22.42372469635,23.69479419796667,24.842767295599998,27.81545281855,17.17512187095,,50.0825293833,38.391530845700004,29.710183691775,26.9458111547,24.050424568900002,18.0293171083,21.403167462625,21.78428104735,,46.386815223099994,37.509449288275,31.05294786775,25.697585053025,18.2570591221,24.356960188174998,17.28741005717,18.734611922766668,,44.751090048591664,36.20524961061667,30.562545424075,25.02237363469167,22.000759296322226,22.409681530691667,22.168676779448333,19.231338280355555
20.5,38.717479955025,33.001792540025,30.328063524075002,23.30141814145,22.6706849357,24.377933821933336,25.9885923573,16.9266329061,,48.691950185850004,37.9667172857,30.164715309549997,25.546261676149996,24.1096972294,17.938381430433335,20.671779028075,21.159622051275,,46.135498827875,38.425660025425,32.2974222347,24.863060166525,19.500419715333333,23.355934268450003,17.6040165611775,17.3964705779,,44.514976322916674,36.464723283716665,30.930067022775003,24.570246661375,22.09360062681111,21.890749840272225,21.42146264885083,18.494241845091665
21.0,39.50222066102501,33.81540488485,32.305364232100004,23.03629425875,23.04432083196666,22.602181362933333,26.113933236575,16.50966800295,,47.762239122975,38.2912466668,29.93574860175,26.599218958574998,23.523851614199998,16.4440883191,21.0187068251,23.6769239598,,46.426520169475,38.7530131565,31.079697413549997,24.696008044499997,18.25998720983333,24.455786478625,17.011015283712503,19.061298631233335,,44.563659984491665,36.95322156938333,31.106936749133336,24.777173753941668,21.609386551999993,21.16735205355278,21.381218448462505,19.749296864661112
21.5,40.172577851025,34.0521895597,32.841424435499995,24.3963256823,21.307987786866665,20.797462223266667,27.142110561400003,16.424942716125,,49.1905783268,39.280492883375,28.903323019175,27.403846866774998,25.035754214733334,19.739898518133334,21.239499198975,22.6149175739,,47.735830351400004,38.89005392745,31.97050970915,26.767718087475004,18.313896827133334,25.519940602775,16.4709869438625,17.448176921366667,,45.69966217640833,37.407578790174995,31.23841905460833,26.18929687885,21.552546276244442,22.019100448058335,21.617532234745834,18.829345737130556
22.0,39.116041525774996,34.265501393899996,32.8091251776,24.107603922575002,20.167099669333332,20.7757555126,25.423983913025,16.186638404475,,51.596474078,37.6329850068,30.448942866525,29.618619648299997,27.011816585933335,16.45895721647,20.365252211725,22.828518173349998,,48.627076905075,39.59373193175,33.00420635495,26.32528018255,19.2058953011,24.819900104925,16.5312677075175,16.56692526666667,,46.44653083628333,37.164072777483334,32.08742479969167,26.683834584475004,22.128270518788884,20.684870944665,20.7735012774225,18.527360614830556
22.5,40.20781157035,33.83745718375,32.85793847035,24.003248280050002,20.67399162863333,21.870257090533332,26.0597971681,16.074863735175,,50.602195924075,37.977496691824996,30.864205838750003,28.663378332675,24.78514132926667,17.1777944154,19.605595031575,21.732621388524997,,47.429543102174996,39.980278611200006,33.228247900875,26.692677010525,18.8911849956,24.7616194495,17.760725533,16.179091222266667,,46.079850198866666,37.26507749559167,32.316797403325005,26.45310120775,21.4501059845,21.269890318477778,21.142039244225,17.995525448655556
23.0,41.1470805952,34.51122297075,31.663939951325,22.774493019050002,23.6970735053,22.25435508123333,26.772343030175,15.627905870225,,50.1521619568,39.197819008900005,31.977734082574997,29.024730763850002,26.0643728835,17.138375776433335,18.9428647105,21.706215280625003,,48.6892880448,42.778140578775,33.25225457205,27.807996999225,19.5932884093,23.77858085385,18.08540144065,16.7465938923,,46.66284353226667,38.82906085280833,32.29797620198334,26.535740260708334,23.118244932699998,21.05710390383889,21.266869727108332,18.026905014383335
23.5,41.321142560725,35.452990525299995,31.803069128675,23.49212408355,21.636175294699996,19.104997160066667,25.7113489733,16.5151307364,,49.20432145495,39.9683108184,31.145243977425,28.399289908275,24.7247795609,17.51026950636667,20.85285449025,21.656828226925,,48.631921249375,42.277225081175004,33.5368617634,28.686594449275,20.124267889,25.028669046349997,17.242364940349997,16.565122915066667,,46.38579508835,39.232842141625,32.161724956499995,26.859336147033332,22.161740914866666,20.54797857092778,21.268856134633335,18.24569395946389
24.0,41.543885896525,36.33953078705,34.464637846275,23.731239856025,19.390572390566664,21.25784637916667,27.037789569924996,15.550947502575001,,49.392841465675,38.899657077449994,32.498971069625,29.055810676875,25.880115073866666,17.466623963,21.013601035375004,21.32503628605,,48.837422362675,42.47089907635,34.397228455625,28.740522563425,20.147764438866666,26.223938241325,17.265385634025,17.95547070226667,,46.59138324162499,39.236695646950004,33.786945790508334,27.175857698775,21.806150634433333,21.649469527830558,21.77225874644167,18.277151496963892
24.5,42.3826977865,34.113531442625,32.434491064,25.186732576624998,19.75002582786667,20.094942231466664,27.205717007475,17.732417070875,,50.121020853875,41.012403336025,33.086969126599996,27.906649481225003,26.52934022496667,16.1439799995,19.851727829725,22.0211473218,,49.442863087275,43.0654817605,35.306186125225,29.440435411875,20.667422466900003,27.7791824568,17.454308900599997,17.9505699676,,47.31552724255001,39.397138846383335,33.60921543860833,27.511272489908333,22.315596173244447,21.339368229255555,21.5039179126,19.234711453425003
25.0,42.953712678175,36.464655484875,33.678427761775,24.998809247375,20.7383982107,19.29324851366667,26.915388265624998,15.04726487245,,51.0247459597,40.521817613475,34.99625499235,30.565850774224998,29.0377904018,16.357573064233335,20.943473886550002,21.430079963075002,,50.948468321350006,43.14422627734999,38.15249379915,27.833801441200002,21.052315181366666,26.397845527075003,17.239272142175,18.1202931819,,48.308975653075,40.043566458566666,35.60905885109167,27.799487154266668,23.60950126462222,20.68288903499167,21.699378098116668,18.199212672475
25.5,44.11287602005,35.566292410225,34.7879386138,26.2714225144,23.853955996833335,21.566977144366664,27.588814877175,15.169071102275002,,51.136655999474996,40.33884495565,33.864925219325,31.537134847599997,29.8914060811,15.401643353836667,20.3491475166825,20.434204993525,,50.362517812825004,42.7823737206,38.618239787675,29.528347381025,20.301901310966667,28.567177964525,17.3189027153,17.586114315933333,,48.53734994411667,39.56250369549167,35.757034540266666,29.112301581008335,24.682421129633337,21.84526615424278,21.752288369719167,17.72979680391111
26.0,43.781868101575,35.455580666749995,34.53810012385,27.200005546624997,22.811734316166667,19.415808926,25.977956167175,16.046100357925,,51.243490479675,42.60917883605,35.5552572059,32.1490040625,29.0357711268,15.2076261757,20.81841544415,20.436279056049997,,51.456390244725,43.980334313075,39.526890797475005,30.83116471965,20.699520511366668,28.390070900375,17.273918281925003,17.157594169533333,,48.82724960865833,40.681697938625,36.540082709075,30.060058109591665,24.18234198477778,21.00450200069167,21.356763297749996,17.879991194502775
26.5,42.5801792015,35.291729311924996,36.56866287135,26.302173769000003,22.1466695833,21.058915965533334,29.1087962963,15.6618527442875,,51.019836322450004,42.11610303195,37.4565075848,33.84017110025,31.360393236000004,17.1240557242,22.26283920045,20.090639791225,,51.8835760545,44.90672005205,41.560892030725,29.93604371685,20.038067398600003,29.55818939475,17.631196763600002,17.2821805048,,48.494530526149994,40.77151746530833,38.528687495625,30.0261295287,24.51504340596667,22.580387028161113,23.000944086783335,17.678224346770833
27.0,42.205735403975,36.604261274175,36.924831901750004,27.247426636225,23.1918307477,19.396728839100003,26.1036008432,15.8957381143,,50.885154602949996,42.875427084150004,36.36617869775,32.424646923,29.31206933563333,15.4378628448,22.2914544474,19.727465158399998,,50.611238930599995,45.17622879305,41.668890353825,31.338288419374997,20.75362599993333,29.9567353948,18.475700945674998,17.897952110133332,,47.900709645841665,41.55197238379167,38.31996698444166,30.3367873262,24.419175361088886,21.597109026233337,22.290252078758332,17.84038512761111
