,TIME,AVG,AVG.1,AVG.2,AVG.3,AVG.4,AVG.5,AVG.6,AVG.7,Unnamed: 9,Unnamed: 10
0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,D5--> 2 and 4 removed based on cell numbers
1,0.5,1.0109650972440107,0.9943861693861694,1.0048500204750204,1.0135678584673529,1.000578655800186,0.996773117531036,0.9953005899798573,1.0231072886647454,,D6 --> 3 and 4 removed based on cell numbers
2,1.0,0.9946816601875635,0.997542735042735,1.0262393481143481,1.013003588921937,1.0051448658458482,0.9997629742976792,1.0113400260319982,1.0050694944764649,,C5_4 removed based on cell numbers
3,1.5,1.0152403930416445,1.0058161745661744,1.020526147088647,1.020684391319882,1.002461894971561,1.0141289656609174,1.0118995647444902,1.0054860110470702,,
4,2.0,1.0107905385700575,1.0016333203833203,1.0201997655122654,1.0152044707303056,0.9972461412664924,1.0091307479599334,0.9952663864464456,1.0251035662824206,,
5,2.5,1.018374675326541,1.001139601139601,1.0183960137085137,1.0100674616895273,1.0222073043657725,1.0187963270046212,0.9981956081419335,1.0119964277137368,,
6,3.0,1.0159307048430937,1.013098938098938,1.0235793626418626,1.0032425308547657,1.0255057209418663,1.0322307934933863,1.0003110966834388,1.0172910662824206,,
7,3.5,1.0253900265628861,1.0057578995078995,1.0270626755001755,0.9978920502973141,1.0177147862876859,1.0247613324664464,0.9998571225127035,1.013576188760807,,
8,4.0,1.022670543353963,0.9934731934731935,1.0262846247221247,1.0017680192895622,1.039419930929203,1.0281633892066744,1.001258845500152,0.9966491054274735,,
9,4.5,1.039215098321467,1.0021675084175083,1.0269788863538865,1.0081611017467065,1.0330810757456965,1.0275738897025075,1.004636288953938,1.0213361551392892,,
10,5.0,1.0395960904143753,0.9988458300958301,1.0371747762372763,1.0144158655217237,1.0179331702463914,1.0279202522436535,1.0083279385032906,1.0209196385686838,,
11,5.5,1.0401669608122008,1.0053613053613053,1.047214544089544,1.0276260143048166,1.0196404235773917,1.035688230113228,1.023493629747373,1.0248258885686838,,
12,6.0,1.0358425527666202,0.0,1.04452018983269,1.041573400946693,1.0175728984049108,1.0356447215855566,1.0355587706876963,1.0242705331412103,,
13,6.5,1.0485832133765465,1.0225702538202537,1.0474890678015678,1.0439383250070375,1.0313028223911418,1.0466018334876654,1.037009155974953,1.015625,,
14,7.0,1.0571788695760858,1.0323280885780886,1.060117585117585,1.0560040646038789,1.0425340615041911,1.0611264303086423,1.0390190799747019,1.0025178614313162,,
15,7.5,1.0512517795984393,1.038034188034188,1.0632401476151476,1.0501465828342638,1.0423921736214161,1.0647064980396534,1.0509786563732686,1.0410062439961576,,
16,8.0,1.0571043401371099,1.0386509324009323,1.0685525623025622,1.0687279332648565,1.0515899855195843,1.057018354213778,1.0370433595083648,1.0509538604707012,,
17,8.5,1.0804307885255229,1.0425925925925927,1.0716121762996764,1.0746970538243283,1.0485154489545723,1.0809301302300534,1.0470872270946712,1.034443293707973,,
18,9.0,1.0714129957734986,1.0381636881636882,1.0851168538668539,1.0861144704200734,1.0602884418018528,1.0755460274616342,1.04626214458642,1.0555543047550433,,
19,9.5,1.0920804978278484,1.0541893291893292,1.0760924276549275,1.0923395766362722,1.0620638910480522,1.0928472071721025,1.0428302864203889,1.0490438880883766,,
20,10.0,1.076870449543446,1.0800553613053612,1.0806128978003977,1.09698935270164,1.059672996100046,1.105714854230926,1.042159430753703,1.0325858549471663,,
21,10.5,1.0894885459226185,1.0774880212380211,1.0910788020163023,1.0905448774544397,1.0680793764560332,1.1048998492069224,1.0492911784112273,1.038818593900096,,
22,11.0,1.091088218160452,1.0910224035224036,1.1079032969657971,1.1178309000582383,1.08423429334787,1.1138903346125022,1.0615334003722587,1.0471864493275698,,
23,11.5,1.0938650759103787,1.0872231934731935,1.1119566807066807,1.1250936380728391,1.0735503040214278,1.12873506572068,1.0614707457178731,1.0480720160902979,,
24,12.0,1.134871687540584,1.1136768324268327,1.1200482137982137,1.1113883918055227,1.075107369308922,1.1251215091931606,1.0578448602350343,1.0558845160902979,,
25,12.5,1.1181364964573242,1.1064701502201502,1.1304787742287743,1.1471447748691437,1.0791604275255764,1.1245496411321776,1.0687251596838598,1.0524473162824206,,
26,13.0,1.1384746812166346,1.1064992877492879,1.1328621641121641,1.1547316923081108,1.0774586702469522,1.1447036895961167,1.0818322646283847,1.0786615934197887,,
27,13.5,1.151165024623465,1.1041893291893292,1.1465472168597168,1.1475855597155311,1.0809726666733965,1.1700559444871321,1.0836537582531571,1.086421559798271,,
28,14.0,1.1605828966044327,1.1354377104377105,1.1540487524862526,1.1677708617434521,1.0872037319317278,1.1650890036711345,1.0920303590562561,1.0828455211335255,,
29,14.5,1.1685661877733147,1.1511234136234136,1.1679306944931944,1.1671166412280276,1.1142748183218196,1.1726674503674417,1.0674031931175028,1.082290165706052,,
30,15.0,1.1621150967411977,1.1241679616679616,1.1712559962559963,1.17690934928876,1.1236486160603623,1.1842014789615745,1.0927012147229418,1.0732281159942363,,
31,15.5,1.1801119476959678,1.1537053224553224,1.1798266204516206,1.19157623036592,1.137996789856755,1.1690269541257758,1.093260753435434,1.0842001380883766,,
32,16.0,1.1952599291177504,1.188971445221445,1.2009970603720603,1.2151562491840326,1.1379598877908002,1.1718873570603485,1.105514324750734,1.1012660602785784,,
33,16.5,1.179604456861528,1.2012852887852887,1.2302443474318474,1.2218270270888838,1.1577052971850117,1.1959131673770322,1.1081780026504628,1.0899638268491834,,
34,17.0,1.1909590886301078,1.200111693861694,1.246434908934909,1.215945868533804,1.1602380800157928,1.2187578443047795,1.1253820690152676,1.111438820845341,,
35,17.5,1.1852943215186673,1.1883417508417509,1.2235796673296675,1.2281479598182874,1.181469666838278,1.2153673077470353,1.1367308014012254,1.1014912043707974,,
36,18.0,1.1883335021347998,1.2095716783216783,1.2500698344448344,1.2487443891337775,1.1795864276669035,1.2181489392675682,1.116289059657803,1.1129322766570606,,
37,18.5,1.2224467215881991,1.1990060865060863,1.247731903981904,1.2439147330995244,1.177879174335903,1.2318883941504106,1.1284655175523206,1.1094425432276656,,
38,19.0,1.2261499420328579,1.2159511784511785,1.2632979164229166,1.251878175606209,1.2098057425895827,1.2424926719599305,1.1434143273004518,1.1039565321805958,,
39,19.5,1.2553392981306855,1.2156177156177155,1.2617878227253227,1.2527833897059382,1.2061074601620325,1.2384989904562174,1.136747903167931,1.0942865934197887,,
40,20.0,1.251571645807115,1.220868945868946,1.2597991863616862,1.2525876974604013,1.2178122570941137,1.2462543855136488,1.1495268096623115,1.1248236371277618,,
41,20.5,1.259740365386936,1.222411616161616,1.2565366502866504,1.257839348397842,1.2268312790435523,1.238877341342551,1.1613637197524163,1.1143206652257445,,
42,21.0,1.2594356679653604,1.2356238668738668,1.273626833001833,1.2656278810369321,1.2282068624382954,1.2768113092618982,1.16897789270165,1.1320807817002883,,
43,21.5,1.2801081424799305,1.239518583268583,1.27721441002691,1.2987881251000353,1.2495858331959322,1.2569129805731232,1.1696916582557069,1.1162306376080693,,
44,22.0,1.2706852980387424,1.2498688811188812,1.2906555906555905,1.2981803527136337,1.2333885181857642,1.2711807949892768,1.1605386372441653,1.108695815321806,,
45,22.5,1.2818897108682286,1.250385262885263,1.2978121587496587,1.3129905191050857,1.251868938218763,1.2685811604609096,1.1623430291022319,1.1361258705571564,,
46,23.0,1.271958062891835,1.2441708754208753,1.2952468702468702,1.3102431470224372,1.267408409408793,1.2783643219857255,1.1872212800703474,1.113904148655139,,
47,23.5,1.2951827994178864,1.257150025900026,1.3057233166608166,1.3139204461026002,1.2790395143732987,1.2954500934384399,1.1787220129587859,1.127532871037464,,
48,24.0,1.3052682811988208,1.2561140248640248,1.3259090055965055,1.3367415172709494,1.2816855831816312,1.2957802474568034,1.183986714103858,1.1128797430355428,,
49,24.5,1.3074304089017992,1.281295325045325,1.330444892944893,1.3429428634426581,1.2869013368866995,1.2981892881822448,1.194872765965121,1.133938220461095,,
50,25.0,1.3119998574166336,1.2810881248381247,1.3424599518349516,1.3344358250692159,1.2880613404310923,1.2862110712693398,1.18462911864957,1.123574087415946,,
51,25.5,1.343738663365341,1.2978713416213417,1.349510915135915,1.3391765662457815,1.2883534163573735,1.2986600559244204,1.1966000444024052,1.1250150096061478,,
52,26.0,1.3520487092793398,1.307996632996633,1.3184260559260559,1.3394473280668389,1.2942500075710925,1.292766287695533,1.1858082077286305,1.1345461095100866,,
53,26.5,1.3364168045810563,1.3090115902615902,1.3474991834366836,1.3482162241710784,1.3088192572702118,1.3081299925351406,1.1899222709156163,1.1410565261767531,,
54,27.0,1.3579678171025336,1.3220635845635846,1.3588179088179089,1.36143724056979,1.2967569926050055,1.3124866053935251,1.1960234039232074,1.1457958093179634,,
55,27.5,1.3680017767252228,1.3254937192437193,1.3619314525564525,1.3679933765779788,1.3165052061075724,1.3468382936703391,1.1829131895665543,1.128452209414025,,
56,28.0,1.3788890546974215,1.3370078995078996,1.3685467122967125,1.3667808094717244,1.309363815112798,1.3401906603883043,1.1960405056899133,1.1132962596061478,,
57,28.5,1.3847944949891107,1.3311496373996374,1.3585606913731914,1.3745752396251425,1.3011417207579168,1.3480676239272458,1.1797670863751157,1.112602065321806,,
58,29.0,1.3672908675533413,1.3281711344211344,1.3866844116844117,1.3838481118636077,1.3140802132019667,1.3512448866078381,1.1805150554625843,1.113904148655139,,
59,29.5,1.387097113997736,1.3500825563325565,1.3748326045201045,1.3841911066714314,1.325566626175342,1.3307009670750813,1.1800781830585545,1.1191987872238234,,
