,TIME,AVG,AVG.1,AVG.2,AVG.3,AVG.4,AVG.5,AVG.6,AVG.7,Unnamed: 9,Unnamed: 10
60,30.0,1.4004849791835468,1.36865934990935,1.385239703989704,1.3821118003863746,1.3338993145637534,1.3684151895658343,1.1951325573484426,1.112827209414025,,
61,30.5,1.4196235709339677,1.3732954545454545,1.4004006035256036,1.382428032042902,1.3256744161005172,1.3552803025493625,1.2070921337470095,1.114459504082613,,
62,31.0,1.421561102898501,1.3742909867909867,1.419623357123357,1.3983292154575544,1.3104952167519677,1.3563201016330018,1.199086641281426,1.1108309317963496,,
63,31.5,1.4225443624620018,1.3611499611499611,1.4193866146991145,1.3976117458355235,1.3267266297197349,1.3475551217472586,1.1857424436621165,1.114876020653218,,
64,32.0,1.4427763405709657,1.3752460502460502,1.4349776115401116,1.4180223976678,1.3482870823701223,1.3666683084978994,1.1785051314628354,1.1034874819884726,,
65,32.5,1.4471727155056,1.383948458948459,1.4430377617877619,1.42220470899451,1.3444782059090414,1.3699926564537468,1.1684783656432347,1.125484059798271,,
66,33.0,1.4467735610932013,1.404339873089873,1.4557271557271558,1.4362450023018116,1.346435137047992,1.372830379314094,1.1901505017658351,1.1094425432276656,,
67,33.5,1.454218864030778,1.381823038073038,1.4516328219453218,1.4481852323863715,1.3427027566628418,1.3665654340892324,1.2013621090769337,1.1173938820845342,,
68,34.0,1.4614649435269307,1.4152502590002591,1.484585904898405,1.4347162035390295,1.3677349197856765,1.3679900556106483,1.1903047286074,1.1439909041786742,,
69,34.5,1.4676678712626638,1.4180733618233619,1.5019000331500332,1.44600709995043,1.358386919844002,1.3712514895057795,1.1838267348498557,1.1200843539865515,,
70,35.0,1.5106596420115963,1.4142692955192955,1.49517014985765,1.4519851211310357,1.3590447636641396,1.385655229305447,1.1887829823117981,1.130031970461095,,
71,35.5,1.5099726200429833,1.4232177544677544,1.5120972636597636,1.4532639404507024,1.3710333363617704,1.3901711590817714,1.1805435065835583,1.1199980487512007,,
72,36.0,1.5008633404876424,1.4199365449365449,1.532986232986233,1.446251181879217,1.368495057478613,1.3976647231033383,1.1790817719420332,1.1255703650336215,,
73,36.5,1.5182437787680796,1.4205646205646207,1.516117923930424,1.4483690463442265,1.3626269560057833,1.4061923261173026,1.1752674560842178,1.0965080151296829,,
74,37.0,1.5374325602226169,1.4450223387723387,1.541457650832651,1.4565291339497433,1.3611408907418436,1.4201810292238664,1.1708936015139104,1.115622748559078,,
75,37.5,1.542296888737566,1.4595943408443408,1.5587436259311258,1.4671273568959244,1.3727378977487497,1.4183251624865643,1.1656004492478642,1.1250150096061478,,
76,38.0,1.5604098463691163,1.4829691142191141,1.562222977847978,1.4850445720487693,1.379510716741312,1.410040696435621,1.169043656768164,1.1016300432276656,,
77,38.5,1.5509546944046984,1.498617586117586,1.5486730236730237,1.491291388055948,1.3716460901195557,1.4051766300282906,1.1753787730384118,1.0952584654178674,,
78,39.0,1.5678842891087856,1.512618168868169,1.565012029074529,1.501789745269797,1.3861757458086992,1.4035700115147098,1.1795926483547168,1.094234059798271,,
79,39.5,1.5875512492026824,1.515237308987309,1.5780001998751998,1.5012491525098455,1.3689318253960243,1.4021763157088225,1.1820881070583034,1.0870294488472623,,
80,40.0,1.5802894999023107,1.4984476171976173,1.592255871943372,1.5154722456338123,1.366106966638962,1.40035464922823,1.1600531025403276,1.082706682276657,,
81,40.5,1.5707090990455175,1.5180555555555557,1.6096173486798488,1.5159940230103062,1.374510542886594,1.4157010737941116,1.163247868031574,1.0867517711335255,,
82,41.0,1.578135634492389,1.5056672494172494,1.612009026071526,1.510398507670772,1.382953825308536,1.413283436257909,1.168601031951697,1.0712656099903939,,
83,41.5,1.5946558497250332,1.5243994431494432,1.6234019734019736,1.5190458282516996,1.3858523760331736,1.4057654180722565,1.1659715575853797,1.0878624819884726,,
84,42.0,1.5877073402778976,1.536028554778555,1.6384319790569792,1.5209532023357097,1.3836033689679423,1.3983387541127872,1.1407133364551831,1.072845371037464,,
85,42.5,1.590151138368358,1.549902874902875,1.6448162854412853,1.5302241330199484,1.4106716512496789,1.404164559649918,1.1412330746924326,1.087307126560999,,
86,43.0,1.6219429910757897,1.5624838124838125,1.6581154206154207,1.5428165946543164,1.39197565136633,1.423637754383507,1.1769005193340136,1.0868906099903939,,
87,43.5,1.6309515967182122,1.6010327635327635,1.6579733751608754,1.5251681743280443,1.4041826080226663,1.4402872319892939,1.1686952471391854,1.080432726945245,,
88,44.0,1.6596608419386167,1.5808307433307434,1.6831058534183534,1.541524944193672,1.4029489125106978,1.4334752331582776,1.177243176550555,1.0636970160902979,,
89,44.5,1.676041618181139,1.5893955581455583,1.6857414029289028,1.5609265822049179,1.4148296952831532,1.4372196664382697,1.1533126743991526,1.072151176753122,,
90,45.0,1.66283461119635,1.6145056332556333,1.700513398950899,1.541405332195719,1.4199404631714014,1.4343815924084642,1.1740655128260142,1.053558027137368,,
91,45.5,1.6847229088012365,1.6070933695933696,1.728491112866113,1.553387101595906,1.411207908931534,1.4374433978682464,1.1654606811726962,1.0559708213256485,,
92,46.0,1.7134247914044856,1.6323248510748511,1.7330938487188488,1.5587207337643847,1.4192540174460404,1.4446150535127527,1.1643871566353923,1.0728979046589817,,
93,46.5,1.7224164342952863,1.6652033152033152,1.745705851955852,1.5707014890233821,1.4132726299956593,1.4325854427216163,1.1539721807115704,1.0458843659942363,,
94,47.0,1.714416465900667,1.6605332167832167,1.7373756873756874,1.583812808186464,1.4255956767379023,1.4472625337396319,1.1714075873387226,1.060901476945245,,
95,47.5,1.774990135888772,1.679074397824398,1.7834717225342225,1.582793908512494,1.4325499776232153,1.4470085880543277,1.1779026828629726,1.0569089217098941,,
96,48.0,1.6477512717574314,1.6824608262108263,0.5253506956631957,1.5553072813806357,0.21752803267122725,0.7640320246479002,0.7382356946830919,1.054946415706052,,
97,48.5,1.7506509684894351,1.6818602693602696,1.8013746904371903,1.5544376003829212,1.4299776007824583,1.4599956783353436,1.0752549251533408,1.0373776717098941,,
98,49.0,1.7682079282098138,1.6942922817922819,1.8270257473382474,1.5378742741252636,1.436027184148039,1.4644073199038834,1.0935698290009894,1.0403983549471663,,
99,49.5,1.7492701922469127,1.7072374384874385,1.8290965275340274,1.5527042087534684,1.4242882892583584,1.4866815516910497,1.1020690961125508,1.0363532660902979,,
100,50.0,1.7816106658822786,1.7056203056203056,1.8356700450450452,1.5759482276783003,1.4265318002712133,1.4736851531390718,1.093564076588552,1.0428636827569644,,
101,50.5,1.8089223049947996,1.7241307303807303,1.857676792051792,1.5635652457528681,1.4366030358398696,1.4641451285772766,1.0959337595715477,1.045242705331412,,
102,51.0,1.802195248705616,1.7079561642061643,1.8572666213291213,1.567400689570679,1.4383784850860692,1.4499499743144624,1.0872745132059842,1.026214277137368,,
103,51.5,1.7922754329937192,1.7473161098161099,1.8809696262821263,1.5562965015246555,1.4384521770536447,1.4510696074418008,1.0861838869019744,1.031283771613833,,
104,52.0,1.8142340597542825,1.7255519943019944,1.85044393013143,1.5611913956311316,1.4544652060627066,1.457565457986998,1.1011497984168117,1.024356838376561,,
105,52.5,1.825661990866045,1.765198458948459,1.8748641092391094,1.5720593662571807,1.4462090137502255,1.456791475940605,1.0865436458852216,1.0272912163784822,,
106,53.0,1.8072610130386564,1.757436544936545,1.8841840826215828,1.5722540223903967,1.4473662131862632,1.4535714161925424,1.1010384814626177,1.0440269272334293,,
107,53.5,1.8114678293137034,1.7673481610981612,1.891566668129168,1.5839540790948812,1.4529477347851885,1.4814520683789871,1.0955455494673265,1.0257977605667628,,
108,54.0,1.8192669419208025,1.7930523180523181,1.8848642067392067,1.5689344329944936,1.4384917710636207,1.481354954061562,1.1074109106784054,1.0218915105667628,,
109,54.5,1.8155129319880934,1.784571678321678,1.9241894085644087,1.5717292419070967,1.4528399448600133,1.484576076439284,1.0992169878378455,1.0304507384726225,,
110,55.0,1.8179355275369065,1.8276660839160839,1.8971517174642174,1.5770134702511363,1.4420739634052644,1.491890918009867,1.1044816889829174,1.025520082853026,,
111,55.5,1.863971929034427,1.840836247086247,1.889186446998947,1.5883666848869793,1.4476186951025687,1.4821030590234678,1.1062545203078815,1.013107138568684,,
112,56.0,1.860097592388275,1.834503690753691,1.905708447895948,1.596081100803844,1.4460247277491198,1.5058019123320499,1.1042161451871586,1.0067880943804035,,
113,56.5,1.883584051996598,1.828609816109816,1.9243271274521274,1.5989203654107278,1.466172807103143,1.5002307639404242,1.0961993033673068,0.9976735110470702,,
114,57.0,1.8734833726963989,1.8367456617456617,1.93850029006279,1.6156971631850587,1.4777615139493172,1.5114622896905403,1.119990037443541,1.0044616054274735,,
115,57.5,1.9083534512357705,1.8771140896140897,1.9514174076674078,1.6191432727653063,1.4775090320330122,1.5167755930476838,1.1406202095619398,1.005763688760807,,
116,58.0,1.9395127994609846,1.9211473711473714,1.998927498927499,1.6580275447870305,1.4771036701291795,1.526491503340944,1.1317782852338372,0.9806601224783862,,
117,58.5,1.9666231751484016,1.8662975912975912,1.9537055521430524,1.6671996458512581,1.5071782930607291,1.5218349507195232,1.1397180136329066,1.007343449807877,,
118,59.0,1.9643349707075581,1.9202376327376327,2.032128414940915,1.652708688782882,1.498006278959429,1.5216346108239729,1.132868911537847,0.9886977665706052,,
119,59.5,2.01398341830871,1.932332944832945,1.9954665501540498,1.6778442695150728,1.5182989381402479,1.5208555801465389,1.1328031474713327,1.0007467279058597,,
120,60.0,1.9807086447181663,1.9469389406889408,2.021958606333606,1.6969395073730886,1.539961684663434,1.5244522166910752,1.1289319293715692,0.9796357168587897,,
121,60.5,2.004764642270186,1.9708559958559957,2.039896003958504,1.6908646235669564,1.5253638330590915,1.531056341445439,1.1346132917418368,0.9855382444764649,,
122,61.0,2.034910513673637,1.9740611240611239,2.058995298057798,1.678965871510129,1.5276782319311668,1.5417509108514829,1.1553863413475323,0.9773092279058597,,
123,61.5,2.060123419012648,2.006826275576276,2.090300751238251,1.6940398880671208,1.5453248223036535,1.5521908231120216,1.1400664232618851,0.9862849723823246,,
124,62.0,2.0630539830681354,1.9939944314944316,2.108154908154908,1.7027049879191847,1.56496244177269,1.5478734591413879,1.1272160002885536,0.9838196445725265,,
125,62.5,2.0561320508731704,1.9904380341880343,2.0918478340353337,1.7152520375368507,1.547242159432628,1.5575642038103619,1.1279639693760217,0.9864238112391931,,
126,63.0,2.09112714306032,2.0132316757316757,2.101418626418626,1.7504866432239778,1.5840187134975192,1.5827977269393858,1.1268562413053063,0.9827952389529299,,
127,63.5,2.089169893647893,1.9837493524993526,2.125179887679888,1.7115154233390508,1.5616271231306413,1.5819147592236256,1.129579930859112,0.9738720280979827,,
128,64.0,2.1261722274179555,2.0182773245273244,2.1253578253578254,1.737259729310938,1.5868407681462264,1.5817619138571284,1.128572170388322,0.9753129502881844,,
129,64.5,2.1605674171508036,2.035421522921523,2.145378921941422,1.7390218510861721,1.5948500867591122,1.583248026518858,1.1172663478897353,0.9766150336215178,,
130,65.0,2.181117887711828,2.030924630924631,2.165063704126204,1.7471374795282824,1.5890160832438822,1.5891770576341138,1.1458077972862295,0.9741497058117194,,
131,65.5,2.168467381451089,2.072155853405853,2.2155811858936856,1.806161619590094,1.5953918404933436,1.5978085976864045,1.1469926387777274,0.9750352725744477,,
132,66.0,2.2225819082179736,2.0691579254079255,2.2715174183924187,1.788352051419368,1.588760909383556,1.6059161153762238,1.1499989738939975,0.9766150336215178,,
133,66.5,2.2203809759310658,2.0727434602434602,2.2515369062244064,1.8309087356789906,1.6060758298197857,1.6023809699720013,1.1497991941647527,0.9708513448607108,,
134,67.0,2.2390815260801857,2.121858003108003,2.2987982503607505,1.8367622614885049,1.606109927777385,1.615041814705116,1.1386160379746286,0.9698269392411143,,
135,67.5,2.243963442271335,2.1156031468531467,2.267758302133302,1.8486125406030565,1.5970881017195915,1.6194728618067002,1.160602380192796,0.9728476224783862,,
136,68.0,2.276601358456738,2.1136250323750323,2.3005770177645175,1.8201020726053212,1.6463239821927902,1.613318325171608,1.1481603785025196,0.9759208393371758,,
137,68.5,2.3000651555703047,2.1346089096089096,2.3253955457080457,1.8518866347232312,1.6386040475621642,1.6106697823150697,1.1480061516609545,0.9707125060038424,,
138,69.0,2.3118117317737514,2.153004403004403,2.3437083187083187,1.8501363947048055,1.6603404860529258,1.627610242582389,1.15421860162274,0.9675004502881844,,
139,69.5,2.3052987462720016,2.1524281274281276,2.3280632093132096,1.8844668582521609,1.6693310182614753,1.6303328593913842,1.137713842045595,0.9658343840057637,,
140,70.0,2.2995139325857226,2.175917832167832,2.374261253948754,1.8967905250599562,1.6512080659616017,1.6346718408065843,1.139906444007883,0.9659206892411143,,
141,70.5,2.340523036731199,2.1913833851333853,2.3823416964041964,1.8791973702248157,1.674870141742069,1.6236651091161036,1.1472866336944605,0.9669976284822286,,
142,71.0,2.354268804124215,2.170229538979539,2.391416822666823,1.9164035265155968,1.6634205186703142,1.6539752701906933,1.1426130317949827,0.9670839337175792,,
143,71.5,2.37225543001994,2.161737567987568,2.366809687122187,1.9264116476472293,1.673846530028075,1.6556610112877723,1.140979968545187,0.9578830451488953,,
144,72.0,2.377441585713793,2.179542217042217,2.4020123410748413,1.915156331749233,1.6887078556534751,1.657950257621563,1.1383333924121637,0.9582995617195005,,
145,72.5,2.4089315836881755,2.1783977596477597,2.3987678425178425,1.9156366310979944,1.7048682685976881,1.6392327020309818,1.139889342241177,0.9467196505763689,,
146,73.0,2.4035837790410355,2.1806542994042992,2.422421427108927,1.9024255549018643,1.7197240981707118,1.6426031215954806,1.1218115310683132,0.9768927113352546,,
147,73.5,2.408223064673229,2.198232323232323,2.4813214797589795,1.913376459612247,1.722548956927774,1.655629022942585,1.1374311964831305,0.9484907841018252,,
148,74.0,2.4451873911769266,2.229236272986273,2.4733131873756875,1.9505026594852426,1.761498021981966,1.674865552264596,1.1681823496086183,0.9535602785782901,,
149,74.5,2.4472766666810326,2.294344081844082,2.4828329140829144,1.9733138158912682,1.7794679821299784,1.683424432163547,1.160602380192796,0.954723523054755,,
150,75.0,2.490378047046046,2.2792314167314167,2.514055674993175,1.969548496987945,1.7639571128451716,1.6578513692142782,1.1636371664300404,0.9509561119116234,,
151,75.5,2.5054133391228643,2.2663817663817665,2.553969716469717,1.99995841674211,1.7821085548859346,1.6816221712159987,1.1559743311809985,0.9483519452449567,,
152,76.0,2.5169349119502815,2.325848225848226,2.566751187063687,2.0097787933960443,1.8012357144699844,1.686242038030649,1.1797821670239381,0.9460779899135447,,
153,76.5,2.5309977693065777,2.359529590779591,2.6005828677703677,2.0200676709009575,1.7984477577788767,1.6801011468373588,1.1743834502161354,0.9207830511527377,,
154,77.0,2.538299335999678,2.3818408443408443,2.6373195029445027,2.0594203605146344,1.8006967648441083,1.6837470520008087,1.1800648125864026,0.9268769512487993,,
155,77.5,2.572559779064021,2.3771351333851336,2.5975128943878945,2.078367426216094,1.8230827469942763,1.711990986711383,1.174400551982841,0.9327794788664745,,
156,78.0,2.542328233733285,2.3844794094794093,2.6013569576069577,2.025803493888235,1.8450006673777886,1.6929382284713967,1.1751314193036035,0.939567573246878,,
157,78.5,2.5597541693962222,2.451019813519814,2.6239621114621112,2.0541371208715264,1.8488777397540683,1.7127926974630425,1.1836022352941908,0.946911023054755,,
158,79.0,2.577088338117239,2.4709693084693085,2.6616505913380912,2.08287785095614,1.8461661669745577,1.7092503781684607,1.1672201420255084,0.933803884486071,,
159,79.5,2.6168840847512658,2.4664659414659416,2.681618123805624,2.066396527900652,1.85880708743995,1.7104858196860675,1.1504042857649248,0.9284567122958693,,
160,80.0,2.6177545220835414,2.5191287878787882,2.6844693922818923,2.092814833032095,1.8727922974508413,1.7107357793699893,1.1514949120689344,0.9238037343900096,,
161,80.5,2.67433682931945,2.5161875161875162,2.7211393008268008,2.1045633048600876,1.8767457537387175,1.723895480841289,1.16245807735098,0.9192032901056676,,
162,81.0,2.656684015506749,2.5243913493913497,2.7442158676533674,2.1289942251400933,1.9005073192836288,1.73538166373691,1.1584666804724566,0.9170156400096061,,
163,81.5,2.675228557185627,2.527105995855996,2.6989226848601846,2.1645619108727208,1.91673323619902,1.7664626098476308,1.1532392922729242,0.9227793287704131,,
164,82.0,2.7073830870268534,2.547183372183372,2.730729044791545,2.160796649788166,1.8828608410754766,1.7621297396931308,1.1551550010851848,0.9261302233429395,,
165,82.5,2.7241849672596983,2.520090326340326,2.7423626954876954,2.1613826545648194,1.9219912758580853,1.744044480674187,1.1431954246866178,0.9391510566762729,,
166,83.0,2.783727730776745,2.545393032893033,2.7530211623961622,2.176425082416144,1.8863066415867216,1.7716550561834647,1.151777557631399,0.9301753121998079,,
167,83.5,2.7836836987346354,2.6099326599326598,2.7855602964977964,2.1800757016040366,1.9288802971008885,1.7911401222689962,1.1620983183677327,0.9323629622958693,,
168,84.0,2.768021016500882,2.6200611888111887,2.7867975727350727,2.2155108863789654,1.931591869880399,1.7835742583848322,1.1663950595172576,0.9146028458213257,,
169,84.5,2.791096374503652,2.6105105542605544,2.8037842225342224,2.2091296856786293,1.9594570797566933,1.790208957685266,1.1675627992420496,0.9299501681075888,,
170,85.0,2.823451312988088,2.6724876974876977,2.8471789565539565,2.2296707882150937,1.9680735439106545,1.803712098325989,1.1796937042488873,0.9134921349663785,,
171,85.5,2.8412852651404137,2.6739283864283863,2.8304162522912524,2.2642294635958167,1.9650220010341553,1.8142714538087201,1.1728072892082877,0.9138561179154658,,
172,86.0,2.861063251705254,2.6901563714063714,2.831605265980266,2.2731119654843974,1.9747836630403937,1.8232694733954018,1.1931150152889796,0.9112519512487993,,
173,86.5,2.9020406786393598,2.7310185185185185,2.90585939023439,2.2568253459735153,1.972131986015351,1.8266049812429903,1.185021060048345,0.9110268071565802,,
174,87.0,2.8970175438596493,2.752640183890184,2.867089938964939,2.2931262881645673,1.990354428079668,1.8314082679702075,1.1944882871554539,0.9156272514409222,,
175,87.5,2.8884250446066853,2.7673772986272986,2.8877145611520607,2.2758365338449766,2.0066171348966795,1.8271164207933182,1.1900202173976584,0.9206967459173871,,
176,88.0,2.9302066830296343,2.76487308987309,2.93976181944932,2.2990538728775385,2.01625440665628,1.8534059515287638,1.1938516350221793,0.9285092459173871,,
