TIME,A1,A2,B1,B2,C1,C2,D1,D2,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,A5,A5.1,B5,B5.1,C5,C5.1,D5,D5.1,Unnamed: 27,A1.1,A1.2,B1.1,B1.2,C1.1,C1.2,D1.1,D1.2
15.0,41.148486173925,48.445841330475,42.76702119483334,41.38689298483333,54.009094855975,43.135973852250004,35.580742044275,28.094284533866666,,47.3141866696,42.714684023974996,47.58336195096666,56.61862662,64.3616091828,53.823417555566664,43.990066370866664,32.707509881449994,,44.30528325115,39.975582853825,51.31660039343333,60.64400722166667,63.24369682277501,49.2824801398,42.476544097099996,26.9002675304,,44.255985364891664,43.712036069425004,47.22232784641111,52.883175608833334,60.53813362051667,48.747290515872216,40.68245083741389,29.234020648572223
15.5,42.814023371450006,48.3729274811,43.8309406125,40.216575292866665,55.93173798475,43.389046505950006,34.875220501025,26.580999645500004,,47.4775163682,42.39134451165,47.655711385,56.5026611248,66.733559650975,56.1569801195,42.2856891392,31.8062397373,,43.069091896625,40.376359827175,51.04983614146667,60.3618138775,62.218817871375,49.546323732625,43.3166709029,28.30828060346667,,44.45354387875833,43.713543939975004,47.51216271298889,52.36035009838889,61.62803850236666,49.69745011935834,40.159193514375,28.89850666208889
16.0,44.2835727894,49.99592734455,44.68443836863333,40.86419753083334,57.914235544875,43.014489673300005,37.194106556875,26.8893436095,,47.83436616845,42.809029524100005,48.7278273279,56.6258092466,68.39857353654999,56.675259381166676,42.59591707136667,35.464004499400005,,43.937723553774994,40.75724348085,51.9671492938,63.73615454266667,63.73434733765001,49.181589817749995,41.429204712233336,27.84359316433333,,45.35188750387499,44.52073344983334,48.45980499677777,53.74205377336667,63.34905213969167,49.62377962407223,40.406409446825,30.06564709107778
16.5,44.020132958625,47.821354804825,45.30324268216666,42.4814495962,56.860370254050004,43.8382450514,37.796168405375,26.242580631566668,,49.451662743575,43.011695826825004,48.30125150843333,58.229381682574996,67.38105308165001,54.4996568784,41.76307858443334,35.1106639839,,44.56711300885,40.936411930874996,53.181242298566666,62.275851744,63.67442939585,50.062232335725,44.14668141086667,29.927827206933333,,46.01296957035,43.92315418750834,48.92857882972222,54.328894340925,62.63861757718333,49.466711421841666,41.23530946689167,30.427023940799998
17.0,43.187297713324995,49.603363793575,45.234877258766666,40.04810996563333,57.014041111925,41.109720023125,34.2270176906,26.661990186633332,,48.007750928324995,43.310673393049996,47.823834780333335,59.187266366025,67.99898269510001,55.191567509766664,42.662007309733326,34.77953009335,,44.856315876425,41.962263074975,52.652838673,66.14437840800001,64.28475800665,49.0403163488,41.97762478756667,29.178795365733333,,45.35045483935833,44.95876675386666,48.57051690403333,55.12658491321944,63.09926060455833,48.44720129389722,39.62221659596667,30.206771881905553
17.5,41.999656029625,50.27719219615,43.60130841483333,42.55992361923334,58.23128161865,42.151106762725,38.574979788949996,28.329303247200002,,47.99280191525,44.61446691947501,49.3316723609,59.189574764999996,68.379129539925,55.315461755266675,43.1156156156,34.811237928050005,,46.141989028075,40.76798241635,52.69056000636667,64.46867296793333,64.507652202575,47.9739270278,42.005972980900005,27.191337870266665,,45.378148990983334,45.219880510658335,48.5411802607,55.40605711738888,63.70602112038333,48.48016518193055,41.23218946181667,30.11062634850556
18.0,43.520706201425,49.26652879215,44.087063965566664,42.83060592656667,58.006190368425,43.171404870399996,33.896344325575,26.7694686528,,47.34147595985,45.131486676025,49.04759444403334,59.583758859525,68.348071417,55.87191401573333,42.57136710143333,34.0314305076,,46.427917982175,40.645274374375,52.3366991558,65.03648662013335,66.144724048725,48.608564369250004,40.88012494666666,26.81863048166667,,45.76336671448333,45.01442994751667,48.4904525218,55.81695046874167,64.16632861138334,49.21729441846111,39.11594545789166,29.206509880688888
18.5,43.19212889965,49.241481613,44.302376243766666,42.27916774123333,57.857743153575,43.59972017155,32.497790325325,29.433629824033332,,47.725840336125,45.024939800475,48.75148093823333,60.24151269585,68.98173427674999,56.30085060896667,42.5863231072,34.73816518765,,46.42576616675,41.094919837575,52.6454111162,64.23005223496666,64.8531210048,47.249678500825,40.16487146643333,27.878018863933335,,45.781245134175,45.12044708368333,48.566422766066665,55.58357755735,63.89753281170834,49.05008309378056,38.41632829965278,30.68327129187222
19.0,42.413259478724996,49.575044307724994,42.5601845766,43.0660715745,58.004627201299996,45.554861237199994,31.486826052050002,28.864625590000003,,48.841045284450004,43.66528233005,48.68613795943333,63.1446962018,66.113023748675,57.1270469605,42.115099143200005,32.9377342363,,47.047068391375,42.780501855925,50.17961036116666,64.40694716189999,66.697229154325,49.04898144095,40.5928880507,24.855728951723332,,46.10045771818333,45.34027616456666,47.1419776324,56.87257164606666,63.60496003476666,50.57696321288333,38.06493774865,28.886029592674447
19.5,41.785087622475,49.71766999345,45.172589595333335,41.97209892200001,56.0576067543,45.25016685735,31.5230665009,28.927969219033333,,48.97844679785,45.74496442985,49.95094426433334,62.555230728375,70.19302273822501,55.706926891,42.26582351583333,35.81457843465,,47.229384349625,42.3773926645,50.00662056053333,65.02677528156666,66.26367099245,48.156340419425,42.0273420173,28.225435960666662,,45.99763958998333,45.946675695933344,48.376718140066664,56.518034977313896,64.17143349499166,49.704478055925,38.60541067801111,30.989327871449998
20.0,41.286231884075,47.858389273875,43.656000221233334,41.31512574640001,57.075598938225,44.764545193299995,31.3409787556,28.95685300463333,,50.95564094705,45.33084407232499,49.6747725077,62.12194636115,69.56851220345001,53.88964739556667,43.01104605226667,30.862824401750004,,47.795053374374994,43.04206938415,50.711749584333326,65.57518213353333,65.31442415147501,48.15944991755,40.67204471829999,26.087875684633335,,46.67897540183333,45.41043424345,48.01417410442222,56.33741808036112,63.98617843105001,48.93788083547222,38.34135650872222,28.635851030338888
20.5,41.978150495425,48.2989290908,44.22530249823333,42.73440199306666,57.755543904325,42.798825892225,29.617439039725,30.22425682853334,,47.9166886616,44.7096227869,48.645678367066665,64.898112009875,69.000767344025,55.23897849876667,40.981408953633334,30.66102203405,,47.730807675600005,43.089352461475,51.07025079693333,65.51344859226667,66.284931331175,46.15047281379999,39.854217862700004,27.778991947633333,,45.87521561087501,45.36596811305833,47.98041055407777,57.71532086506944,64.34708085984167,48.06275906826389,36.81768861868611,29.554756936738894
21.0,43.21402812675,48.646175175325,43.33987012306667,41.6032582003,59.006635566275,42.472371202375,32.310174286825,28.8475495185,,48.9176070066,44.280086634475,48.13847598286667,64.86129260125,68.866159856725,55.7344877345,41.6827230502,33.50058385635,,46.709403492,44.88086038195,50.385834209366664,65.7543799338,66.20331905877501,47.518558580699995,41.2362206589,26.306899744666666,,46.28034620845,45.935707397250006,47.28806010510001,57.406310245116664,64.69203816059168,48.575139172525006,38.40970599864167,29.551677706505554
21.5,43.9728667098,46.730848442425,44.104387954033335,43.14446911940001,58.17054601065,42.19016540605,31.992629633700002,29.1082768407,,49.935623394525,45.596506076349996,47.119213410966665,65.86203118077499,69.48414094374999,56.2915978357,40.89860352153334,33.35216572505,,47.22389659945,44.89184580045,50.95289141496667,66.7051374188,67.234828132975,46.336741744225,40.26446810146667,24.566726533933334,,47.04412890125834,45.73973343974166,47.392164259988895,58.570545906325,64.96317169579167,48.272834995325006,37.71856708556667,29.00905636656111
22.0,42.743714293775,46.594964037050005,44.929875816566664,42.08233607903333,59.4867256293,41.6760598294,30.258254918825,29.0673207082,,50.505003070475,45.301587301575005,47.899330059600004,67.10784781447501,70.27355403645,54.098242391300005,40.73334719623333,31.5061107117,,47.33761083505,45.45255445390001,50.125632148499996,68.20472799403333,66.93276726740001,46.267320311175,41.83512436226667,23.966299099566665,,46.862109399766666,45.783035264175005,47.65161267488889,59.13163729584722,65.56434897771668,47.347207510625005,37.608908825774996,28.17991017315556
22.5,43.187752187550004,49.32664968985,44.04133197236666,43.67253994476667,59.599968195749994,44.055708888024995,30.873074007075,30.722700722666662,,51.029279335325,45.857565099575,49.83912413583334,67.05932439087499,70.8471102047,54.41442879253333,40.27431405146667,32.654455986849996,,48.396775654675,46.1237348706,50.59188314506667,68.65189237933333,66.835092650525,44.113126921225,39.91818753933333,22.758966327533333,,47.53793572585,47.102649886675,48.15744641775556,59.79458557165833,65.76072368365833,47.52775486726111,37.021858532625,28.712041012349996
23.0,43.5580577085,47.885591035375,44.79658950226667,42.28978292526667,58.132061598750006,43.819026104399995,30.493254074625,29.22374828683333,,50.382459377925,46.3169030426,50.32400940283333,65.122975752175,72.28713852864999,54.4920743902,40.408404181399995,33.61469712015,,48.7920467168,47.13495621765,51.20324073206667,67.45623930333333,68.1491170081,44.6135725838,39.1997035249,24.363615664833333,,47.577521267741666,47.112483431875,48.774613212388886,58.28966599359166,66.18943904516667,47.6415576928,36.700453926974994,29.067353690605554
23.5,41.539358966425,47.479179860449996,45.661038148833335,43.3068079743,57.763193957425,42.548913043475,31.557809553325,28.685560187933334,,50.750148124275,47.195872325399996,49.6471173806,66.35187745085,69.73223758282501,53.489394884599996,37.279586294666665,30.903822829150002,,48.908705415025004,47.718629720500005,50.246237522,68.42373585516667,67.59932137747501,46.076567703625,36.8235127751,25.920487243666667,,47.06607083524167,47.46456063545,48.51813101714445,59.36080709343889,65.03158430590834,47.37162521056666,35.22030287436389,28.503290086916667
24.0,44.581539970875,48.49144555305,45.88790320776667,43.12699827406667,58.41247704045,42.05365675945,32.207440349675,27.62128675923333,,50.625122283775,46.650494219925,49.387358052100005,67.9652332102,71.46388483135,53.91997837253333,39.0631520204,33.641304347849996,,48.936125994975,46.364567459724995,50.916878958333335,68.2105173017,68.07394694132499,44.73998171465,38.7139670708,23.8671407065,,48.04759608320833,47.16883574423333,48.73071340606666,59.76758292865555,65.98343627104167,46.90453894887778,36.661519813625,28.37657727119444
24.5,45.651530291949996,49.417742524350004,46.74836418643334,43.608115300066665,58.76329008065,41.4949149849,32.169943163975,30.50732283953333,,50.478593825800004,48.457889058300005,49.142800091299996,66.89096053915,71.474127938525,54.4630443794,38.508301404866664,33.746690203,,49.995803392199996,46.23779893585,51.126046379600005,68.70197824743333,67.5585700225,45.7068278583,37.85725983366667,34.8796068796,,48.70864250331667,48.03781017283334,49.005736885777786,59.73368469554999,65.93199601389166,47.22159574086667,36.17850146750278,33.04453997404444
25.0,44.577909252,49.177595250175,47.826797385633334,42.5860961009,58.68640130305,41.039573965049996,32.642096070875,29.8085599442,,51.869490306575,50.483344257,50.26349838550001,68.59333533885,71.90930900895,52.666914024866664,37.9825981097,27.97018348625,,49.187683183325,48.81403314695,52.183526513900006,68.8599697404,67.326159641675,46.559183540125,37.79481257403334,23.636312545033334,,48.54502758063334,49.491657551375,50.09127409501112,60.01313372671667,65.97395665122501,46.75522384334722,36.139835584869445,27.13835199182778
25.5,45.163456768775006,47.989281197075,44.83014238609999,44.01733176486667,59.445532231624995,41.174624724625005,29.604107530825,29.643281879533333,,50.38859534687501,50.906659726600004,51.49557123096667,70.07043369762499,72.067369070575,52.39176628959999,36.49196984596667,29.29660768405,,49.1348888042,47.972743779000005,51.779839875499995,69.7671800988,67.02393391314999,44.93021723095,37.0167771218,33.2833832834,,48.22898030661668,48.956228234225,49.36851783085555,61.28498185376389,66.17894507178333,46.165536081725,34.370951499530555,30.741090948994444
26.0,46.9701901851,48.487904092775,45.334642080466665,42.289244186033336,56.411641599199996,41.15734805065,30.094638034975,29.131491740166666,,52.174433431,49.940379396275006,53.0487888979,68.576467057725,71.46308241277501,54.050851109700005,35.279659504933335,28.87445887445,,50.395055962125,47.717914638975,51.42051565313333,70.47944756926667,66.53417340185,45.836486138425,36.718734429499996,21.04902542546667,,49.84655985940833,48.71539937600833,49.934648877166666,60.44838627100833,64.80296580460833,47.01489509959166,34.03101065646944,26.35165868002778
26.5,45.378919402875,47.303398522875,46.1260516411,44.97594541236666,57.126634857125,42.123882607,29.0925981533,29.421152847499997,,50.42951839825,49.752185823275,51.97853258086667,68.36915747215,72.85134330775,53.2468263588,36.27322649773333,29.429655672750002,,49.623898795575,50.52567126285,51.78569410453334,70.47876621913333,67.5787569946,44.747335925025,38.266141040533334,35.0200735798,,48.47744553223333,49.19375186966666,49.96342610883334,61.27462303454999,65.85224505315834,46.70601496360833,34.54398856385556,31.290294033349998
