TIME,A5,A6,B5,B6,C5,C6,D5,D6,Unnamed: 9,A5.1,A5.2,B5.1,B5.2,C5.1,C5.2,D5.1,D5.2,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,A1,A1.1,B1,B1.1,C1,C1.1,D1,D1.1
5.0,39.42166605275,32.352444752850005,38.795577261249996,33.75785538287499,36.492364929266664,38.8978494624,35.950509774925,38.41879769715,,42.489949641375,39.812967205199996,36.54219380965,38.002887952275,37.781592319699996,33.44508249376667,29.6051204277,36.17544991926667,,41.5373820725,41.377873090925,36.358244143575,40.809032754675,36.40960526633333,42.407021052649995,35.714390803633336,38.23325809523333,,41.149665922208335,37.84776168299167,37.23200507149167,37.52325869660833,36.89452083843333,38.24998433627222,33.756673668752775,37.609168570550004
5.5,40.78195257365,33.60734811165,36.956836083725,33.452311577275,38.55423219830001,40.5661398571,36.822380032325,39.07298794395,,43.962671516600004,37.61414409155,37.126344791025005,37.6661166791,37.1372704778,33.77162428886667,29.577333828449998,34.03193799193333,,43.171755305475,39.83400269235,38.51089614375,41.608208420775,36.44940839903333,41.227666604825004,33.88984255016666,37.84074235756666,,42.638793131908336,37.01849829851667,37.53135900616667,37.57554555905,37.38030369171111,38.52181025026389,33.42985213698055,36.98188943115
6.0,40.657448846449995,35.395605583800005,35.223689567475,32.7373230762,37.61588289343334,41.9358294499,37.446794200125,36.81139122315,,42.223843161325,36.824252155725,36.987331318725,38.038480487175,36.407076719575,34.247583919499995,28.392739331999998,35.418086780133336,,47.405143463274996,,37.362237906625,40.296670647400006,36.67230754613333,40.2181677468,34.83755495296666,37.72095305293333,,43.42881182368333,36.1099288697625,36.52441959760833,37.02415807025833,36.89842238638056,38.80052703873333,33.55902949503055,36.65014368540556
6.5,38.341350651599996,33.948042285625,36.656017915099994,31.97413077675,36.21423495243334,36.76923076925,37.185714057225,36.5782095586,,43.47898424635,36.114984501775,36.178710883775,38.34984359565,37.647077991775,32.31571082316667,28.286826206700002,36.0793920181,,45.97574328405,41.956054743675004,39.117214759875,41.185535346049996,37.381792429200004,38.670756721675,34.2172914983,37.737745230533335,,42.59869272733333,37.33969384369167,37.31731451958333,37.16983657281667,37.08103512446945,35.91856610469723,33.22994392074167,36.79844893574445
7.0,37.01338466445,36.153742564025,37.18092566265,34.34325521305,38.22222844266667,38.10752104265,39.317346876675,38.2599255583,,42.274333196875006,36.933551543575,37.5936306146,37.419087681425,38.714842412225,32.2400761071,28.455321060750002,34.7175901845,,46.692430557125,41.785332443925,39.020300828675,41.528340059675,37.498219823,39.853598736225,35.133090544,36.66166160166667,,41.99338280615,38.290875517175,37.93161903530833,37.76356098471667,38.14509689263056,36.73373196199167,34.301919493808334,36.54639244815555
7.5,38.1232911825,36.971370674300005,37.3041570591,31.123324441449995,36.41233766233333,36.725012683900005,35.497601487975004,36.968118686850005,,42.8513657692,35.643945985075,35.943744969675,37.174750536800005,38.5614710639,31.992484915800002,28.105963426525,34.88126841126667,,45.51127746385,42.49603614075,38.33921222535,39.9168482914,37.87422141853333,37.953741668549995,33.37038834306667,36.2389299598,,42.161978138516666,38.370450933375004,37.195704751375,36.071641089883336,37.61601004825555,35.55707975608333,32.32465108585556,36.029439019305556
8.0,39.7360248447,37.007562194100004,37.256369205249996,32.40683337075,37.61388012723334,36.3258834189,35.333263934075,37.097243318349996,,43.733015746925005,34.876878578325,37.713425678674994,34.78270391935,38.827307238675,32.844414268200005,27.599107605625,34.34847803266667,,46.275859262125,42.2447494309,38.770602668349994,39.708237197425,36.746986673466665,37.591850549149996,34.60412304446667,36.1148953692,,43.24829995125,38.043063401108334,37.91346585075833,35.632591495841666,37.72939134645833,35.58738274541667,32.51216486138889,35.85353890673889
8.5,39.47950755805,36.800136581450005,36.781181520675,32.9465770367,36.746159857533335,36.7424242424,35.592828537900004,35.5500094775,,42.852201262224995,36.020861815625,38.373496005625,35.375549165574995,37.302009977575,29.834697480366668,29.365779808225003,32.35552199083333,,47.043887987750004,42.562074360275,38.9647276578,39.567944814949996,37.14464565236667,37.456443246325,33.381449072866666,35.669240669266664,,43.12519893600834,38.461024252449995,38.03980172803333,35.96335700574166,37.064271829158336,34.67785498969722,32.78001913966389,34.52492404586666
9.0,38.32292689855,35.6561134959,37.497569956275,32.62695685375,38.4814833516,38.63809089525,35.36411722545,35.5981595092,,43.09201438469999,36.836001933075,36.526211015275,35.571792324175,39.62573072705,32.583375230466665,27.55698770735,31.8012225133,,48.63801182965,43.667177400275,39.607372199475,39.296999581825,36.417904504999996,36.878090771625,31.835902816266668,35.58502631386667,,43.350984370966664,38.71976427641667,37.87705105700834,35.83191625325,38.175039527883335,36.03318563244722,31.58566924968889,34.32813611212222
9.5,39.37837478425,37.9905545308,36.399118313325005,33.903293877975,35.4974985035,36.97916666665,34.44773974285,36.84615384615,,43.313403381324996,36.13383075325,37.147301866250004,34.9934549151,40.8304594942,31.530868442633334,26.522548433849998,31.93486113553333,,48.477866273475,42.330681802,38.699788867925,40.9322982149,36.47156603213333,34.45038061645,31.23768493193333,34.383002256433336,,43.72321481301666,38.81835569535,37.415403015833334,36.60968233599167,37.599841343277774,34.32013857524444,30.735991036211107,34.38800574603889
10.0,40.79285071095,35.1515151515,37.260154273225,33.75462971385,36.27610323086666,35.923187022899995,34.491754540875,34.991216512950004,,42.375668193975,35.166895092625,36.935946519725,35.015632554825004,39.93070045282499,29.751148108133332,25.818559880075,31.97740287343333,,48.635719152025,43.252582601775,39.591072051175,40.5095558063,36.67987090323333,33.888971651225,30.9239399439,32.70939892003333,,43.93474601898333,37.8569976153,37.929057614708334,36.42660602499166,37.628891528975,33.18776892741944,30.411418121616663,33.22600610213889
10.5,41.911879894875,35.492332165250005,35.364217080375,32.548611864275,36.37423386416666,36.63684157315,33.71047366245,36.06233070575,,41.418898486725,36.555806842375,35.030377606725,33.005940505825,39.732471475875,29.834451187066673,25.582497802050003,31.714466089433333,,46.344360991550005,43.337141727475,40.0978563576,40.47477321895,35.062601110833334,32.694921330025,29.119852432400005,32.79175266516666,,43.225046457716665,38.46176024503334,36.8308170149,35.343108529683334,37.056435483624995,33.055404696747225,29.470941298966668,33.52284982011667
11.0,43.90320799747499,37.11721151895,35.416919314400005,32.063870161425,35.975587344333334,33.54731932395,33.01109898265,33.8878504673,,39.243723142525,36.45486575775,35.043273050924995,33.15843966245,40.273493467725004,27.856305243233333,24.07757405295,31.223185027533333,,48.81023305165,43.081001091124996,38.512066933425,38.644929357849996,34.32262397713333,31.600641638924998,29.341315417666667,31.606578803299996,,43.98572139721667,38.88435945594167,36.324086432916666,34.622413060575,36.85723492973056,31.001422068702777,28.809996151088885,32.239204766044445
11.5,44.524366273025,36.919968320625,33.784348647275,31.115854415925,37.288671961333336,37.14292572855,32.404374244325,30.7861900741,,39.16377171215,34.63734968555,34.868850613525005,33.35554624127499,38.6021242874,29.721122295366666,24.989906646225,31.146408839766664,,48.395966402650004,42.34574684575,38.03737023345,36.240449515175,34.37075551783333,31.675168021175,28.104912220866666,31.332758550866668,,44.02803479594167,37.967688283975,35.56352316475,33.570616724124996,36.753850588855556,32.84640534836389,28.499731037138886,31.088452488244446
12.0,44.268459377275,37.250985461275,34.703944303,32.670121232575,36.82365139496667,36.34615384615,33.5051632725,30.43593833065,,41.532689067075005,34.941885058575004,32.226513112275,32.15700175425,35.6341093348,30.138926349633334,22.861676284475,30.868597440833337,,48.072040260025005,41.42402876485,37.915097655925,35.173548459,34.84574817723333,29.398196039375,28.091698407566668,29.412098453166667,,44.624396234791675,37.872299761566666,34.94851835706667,33.333557148608335,35.767836302333336,31.961092078386113,28.152845988180555,30.238878074883335
12.5,42.95087186725,38.995963778575,35.086722838374996,31.558566533375004,37.630056853633334,33.6561561562,31.289845153875,28.313477289650002,,42.8533286108,33.343955191775,34.32181754135,31.022697868900003,35.5026086934,29.976702508966667,21.154025175375,30.245189323399998,,48.766810481600004,40.45868722435,38.99746849584999,35.8464277821,33.61431914476667,29.677677954624997,27.502457478733334,29.488052464333332,,44.85700365321666,37.599535398233336,36.13533629185833,32.809230728125,35.582328230600005,31.10351220659722,26.64877593599444,29.348906359127778
13.0,43.90691519675,41.172420841075,36.272134586225,31.8613179449,36.3622265105,33.73104997195,31.30828374135,29.15427765685,,42.193585667025005,33.933685023799995,31.502359190675,30.09100329985,35.2993376311,29.231131364333333,20.674990567825,28.481652255266667,,48.134813994675,41.95859150385,37.024218645275,33.1340713511,32.38980505133333,28.840479450625,26.7590722281,29.061660109966667,,44.74510495281667,39.021565789575,34.93290414072501,31.695464198616666,34.68378973097777,30.600886928969445,26.24744884575833,28.899196674027777
13.5,44.299628012875,39.07645595525,34.340824066349995,31.855517343025,36.23415924183333,33.9730265384,31.087916056875,29.784240150050003,,43.677813448525,34.39538363375,30.974714325149996,30.1887840404,36.3340385919,28.846808913766665,22.065929868975,27.708357353433332,,49.1923404025,41.09553600315,37.267082148499995,33.746708011799996,31.231610995233336,27.722764068225004,24.33369861103333,29.4882159913,,45.7232606213,38.18912519738333,34.19420684666667,31.930336465074998,34.59993627632222,30.18086650679722,25.829181512294443,28.99360449826111
14.0,43.135771701525,39.489046948550005,33.641980236725004,30.3297713316,35.14002132733333,33.93130301765,28.63900645545,25.9397939853,,44.2004215133,33.587116435475,33.100056922875,29.671278935825,35.123644052224996,27.4549952033,19.699197444075,26.935212122966664,,49.218030748725,40.648065056075,37.823855183075,32.5746343534,31.43963326613333,28.1283338482,24.239719273133336,28.16995992823333,,45.51807465451666,37.908076146700004,34.855297447558335,30.858561540275,33.901099548563884,29.838210689716664,24.192641057552777,27.014988678833333
14.5,41.48367280225,41.803823180025,33.74033899525,30.816866046875003,32.8020527919,31.70650255235,29.67923945585,26.926605504599998,,42.839342334675,34.8973305528,29.796993927950002,29.123298103825,32.84853462485,26.290043407,19.358419237675,27.31386171313333,,48.090718049825,40.786109308275,36.55615695842501,33.756250390999995,30.414082626933332,26.58014481715,21.27282383346667,27.354459649899997,,44.13791106225,39.1624210137,33.36449662720833,31.232138180566665,32.02155668122777,28.192230258833334,23.436827508997222,27.198308955877774
15.0,41.282084069199996,39.647892941925,34.01647774425,32.02993697945,32.279174974166665,29.51298701295,28.6069928342,27.0245915935,,41.00475865425,32.938727746299996,30.073775069975,28.4049194443,30.7852260155,25.617396298433334,18.575390453975,27.76150722466667,,48.0551453654,42.326494113375,34.992585151149996,32.90377516195,28.136788543366666,25.94405683895,20.846107297733337,27.3982835976,,43.44732936294999,38.30437160053333,33.027612655125,31.112877195233335,30.40039651101111,27.02481338344445,22.676163528636113,27.39479413858889
15.5,43.153325671825,39.987279270925,33.715935926725,29.901202515949997,33.471711207,32.5625986916,27.674381960825,24.1664678516,,43.456275493949995,33.147645152375,29.71203026665,27.601037026325002,29.625371689425002,25.312130638733333,16.2851044692525,27.1021517221,,47.8321494243,42.078700178700004,36.081999771075,32.287867413825,27.500352743166662,23.57003772665,20.91341962306667,25.3754170486,,44.81391686335834,38.404541534,33.16998865481667,29.930035652033336,30.199145213197223,27.148255685661113,21.624302017714722,25.548012207433334
16.0,43.64227305265,42.065361297825,33.216895607225,30.008989357574997,30.7220574901,28.1050955414,26.41573940965,26.83738089705,,45.616186373975,33.708832352925,28.93235811765,26.918299820850002,27.660214595150002,24.848976125666667,16.9997810399,25.975867875233334,,46.629937804099995,41.006658444500005,35.92772225995,30.83690356735,27.4903098673,22.809528418,19.9228740122,24.978532427066668,,45.29613241024166,38.92695069841667,32.692325328275,29.254730915258335,28.624193984183336,25.25453336168889,21.112798153916668,25.930593733116666
16.5,45.5299807187,41.918629902525,34.3937593483,30.44348338535,31.652201110333333,26.8641763275,26.07975336205,25.8787878788,,45.00860513195,34.354884578574996,28.640705947175,27.6451919086,27.603611939375,21.980771960366667,16.2025459573775,25.996902680166666,,47.752546758625,42.126245424175,35.57347020935,30.96590075935,26.1902401843,22.056656365875,18.721864461699997,25.3305166569,,46.09704420309166,39.466586635091666,32.86931183494167,29.684858684433333,28.482017744669445,23.63386821791389,20.334721260375833,25.73540240528889
17.0,45.924760906900005,42.645739515900004,34.886310834125,30.64013167035,31.9031458541,28.25925925925,27.075363860499998,23.99888356785,,45.66430942425,35.422577588875,29.84274182165,27.7368686409,24.903418764450002,21.137469403766666,14.95402259706,22.980091199533334,,48.941700677499995,42.563684104725,37.540853424225,29.763697081975003,25.772857728566663,22.001807716850003,19.0843221434,21.9701479424,,46.843590336216664,40.210667069833335,34.08996869333333,29.380232464408333,27.526474115705554,23.799512126622222,20.371236200320002,22.983040903261113
17.5,46.399314021349994,41.651448414525,36.242850871049995,30.112451449649996,30.860612457000002,25.917546505750003,24.865060020825,23.318713450300002,,45.83239532020001,33.990930746174996,28.1865699273,25.732404628799998,23.967315767125,21.190916084066668,15.781251937332502,23.061083471533333,,48.072779695624995,41.66926668315,38.641744595175,30.343556108250002,24.991471639266667,20.046638618299998,16.859557177566668,22.272220884133333,,46.76816301239166,39.10388194794999,34.357055131174995,28.729470728899997,26.606466621130554,22.38503373603889,19.16862304524139,22.88400593532222
18.0,47.164279265524996,40.67813482755,33.429375776625,30.13844994145,29.438166980533335,24.25925925925,24.121440473475,23.20596860445,,45.231790282424996,34.043778011675,28.898097766699998,25.7368551782,23.940551785375,20.392819769766664,15.708347376725001,21.844757970066667,,48.834861081949995,41.5589838629,37.64775431295,30.193079160125,24.285217557333336,20.9344845945,16.645490544866664,22.510767533233334,,47.07697687663333,38.760298900708335,33.32507595209166,28.689461426591663,25.88797877441389,21.862187874505555,18.825092798355556,22.52049803591667
18.5,45.659187197799994,41.655095965125,35.1327480803,31.062695233275,28.169000248366668,25.4869497468,23.904255735625,23.2717600118,,46.969845592425,35.357831499724995,30.577510318275,25.756105335500003,23.836617446775,20.599911043733332,15.2978347136125,21.94013893183333,,47.6654009284,42.443203701,38.937501119325,28.830188664775,23.6937315598,20.76857476655,16.5965048972,20.838823477800002,,46.764811239541665,39.818710388616665,34.882586505966664,28.54966307785,25.233116418313887,22.285145185694443,18.599531782145835,22.016907473811113
19.0,46.634019534325006,39.97362098825,33.8252820194,29.5266658385,26.020551234066662,26.52755305985,24.53683213715,21.75309575025,,46.038592434775,35.835720126125,30.034456434675,25.310217560325,22.8849148996,19.889929627433332,14.55700801551,19.811092208966667,,47.462869579125,43.522737513725005,37.6850311196,28.58740769575,22.70917220593334,19.331568600725,15.519731240833332,19.751343356666666,,46.71182718274167,39.7773595427,33.84825652455833,27.808097031525005,23.871546113199997,21.91635042933611,18.20452379783111,20.438510438627777
19.5,47.272042355675,40.206254014275,36.024468018775,31.4086629002,26.76317942973333,25.3994594851,23.705266229000003,23.2212982213,,44.741332016675,33.298128929275,30.6081235116,25.214178566025,21.390363876850003,18.407401674633334,13.830070674202501,20.1310019344,,47.6903736527,41.245608574500004,38.68970694955,28.866865499750002,23.8138646171,18.471844865675,13.5433643673,19.743574009433335,,46.567916008350004,38.24999717268333,35.10743282664166,28.496568988658336,23.98913597456111,20.75956867513611,17.02623375683417,21.031958055044445
20.0,45.84606223265,40.242442645699995,34.9414922645,31.789848934600002,26.851782516533333,22.240975152399997,23.02824677375,19.564652934050002,,43.60972512795,33.865134235925,30.754208751824997,25.2589955579,20.908286860425,18.455711151966668,14.990251855025,19.600951102466666,,49.313487611425,41.93510202875001,37.481590104275,29.378459751424998,22.31650576973333,17.965309075775,13.6584400881,19.261760030133335,,46.25642499067501,38.680892970125,34.39243037353333,28.809101414641663,23.358858382230554,19.55399846004722,17.225646238958333,19.475788022216665
20.5,46.64045815685,40.995718462825,34.19056796445,29.745786261600003,24.711254964700004,22.221422401399998,23.2295534493,19.9249829507,,43.720491898024996,34.65579743675,28.796636214525,26.756613932100002,19.788251222275,17.76723102236667,14.7641413179525,22.716106537599998,,48.766497595299995,41.64359721825,37.318008781925,28.075460445475,21.151480818033335,18.922724518475,13.487866866166668,18.264986942633332,,46.37581588339166,39.098371039275,33.43507098696667,28.192620213058333,21.883662335002782,19.63712598074722,17.160520544473055,20.302025476977775
21.0,46.1569358031,39.316037735825,35.39058599305,31.915779939974996,25.314646736166665,19.876877157000003,22.451782200175,19.9912102401,,45.128678329450004,34.5186719408,29.689389425825,25.9608274748,20.572079891875,17.3880929545,14.337045860619998,22.774688487600002,,48.10759024515,42.664404035625,39.811072527525,27.960147012425,20.060493438633333,18.93655343745,14.020479297333333,17.612840816366667,,46.46440145923333,38.833037904083334,34.963682648799995,28.61225147573333,21.98240668889167,18.733841182983333,16.93643578604278,20.12624651468889
21.5,46.114492447699995,40.67586827825,37.14780534947501,32.593390965925,23.496358270766667,20.90569561155,21.022667136724998,19.71288796215,,45.224632735674994,35.405267715925,31.692492911825,25.421671367774998,18.368976944899998,16.212467928699997,13.601138953227501,21.905564090166664,,46.8650913506,41.767411898249996,39.66530419045,28.3621212038,21.474157945499996,17.838372328325,12.934652589066667,16.995310224366666,,46.06807217799167,39.282849297474996,36.16853415058333,28.7923945125,21.11316438705555,18.318845289525,15.852819559673057,19.53792075889444
22.0,46.8969527147,38.543116822975,37.4554136064,32.4189392993,23.56638585423333,20.1728110599,19.7851828074,19.09927679155,,46.1945421348,36.0535242448,32.455833056500005,26.72093362265,18.144568040375,17.3971291866,13.251917596407498,22.9954347879,,47.277634254875,43.41399798755,39.151624826049996,29.07476246545,21.198672277466667,16.9087416291,12.98021225746333,15.999773704966666,,46.78970970145833,39.336879685108336,36.354290496316665,29.404878462466666,20.969875390691666,18.1595606252,15.339104220423609,19.36482842813889
22.5,47.19084549485,39.847819876475,37.579279374375,32.342661387425004,23.379374306033338,18.6680792352,20.595433947725,18.5064935065,,46.280936509275,36.71117730385,32.92503858515,24.8705299342,18.36033324025,15.973120229166668,13.443701104039999,20.435046396666667,,48.373179634150006,44.077392358124996,40.619058808375,28.900044305225002,20.768497330266666,16.458744160725,11.502845220273334,15.468724163300001,,47.281653879425,40.21212984615,37.0411255893,28.70441187561667,20.836068292183338,17.033314541697223,15.180660090679444,18.136754688822222
23.0,46.747857540625,37.943649261525,36.638493241575,31.288940312050002,24.389884604566664,18.9551669922,18.605518738775,17.8776002412,,46.38248284767501,36.7389887804,34.2923666422,25.634945495624997,17.892660627999998,16.240337353866668,11.589637508967499,20.165219127466667,,47.731060861875,43.182933485575,40.60666224445,27.964586843175,19.63620175946667,15.73307621025,11.690103624129998,14.498392432933334,,46.95380041672501,39.288523842500005,37.179174042741664,28.29615755028333,20.63958233067778,16.976193518772224,13.961753290624165,17.5137372672
23.5,45.289765221675005,40.619323608075,36.201812260575004,31.7590109699,20.921442974633333,17.95708955225,19.0053223668,17.6072017592,,45.65351609345,36.67872912935,35.106663462875,26.009497130499998,19.5334844126,16.739720698633334,11.918713953522499,19.7934623516,,48.744374152125,42.764487222149995,39.794799244725,29.195793926824997,18.823981602066663,15.120581595175,11.742197595599999,16.0099033983,,46.56255182241667,40.02084665319166,37.03442498939166,28.988100675741666,19.759636329766664,16.605797282019445,14.222077971974166,17.80352250303333
24.0,46.274232872424996,39.764176065150004,37.13875192825,31.679795715625,22.7611127584,18.69548362085,16.766888667274998,17.4725157434,,46.918496353574994,37.588010450249996,34.970143043499995,26.5739302735,18.713105982125,16.603203083466667,11.134996621365001,20.724286687366668,,48.207111906499996,43.3770932524,41.752561532475,28.233123567675,19.197519910233332,15.5851709014,11.91817642808,14.215367708066665,,47.13328037749999,40.24309325593333,37.95381883474167,28.82894985226667,20.22391288358611,16.961285868572222,13.273353905573332,17.470723379611112
24.5,43.449127960675,40.323762402125006,38.065225393925,32.403407173999994,18.942149696866664,15.9287651231,17.7228744098,17.2152475991,,46.518311705925,38.8452368881,35.490525163575,27.727202341700004,17.651114317775,17.3845578378,10.41481065507,19.866510366066667,,47.22458291985001,43.553650457125,43.637142378125,29.67665057515,18.908396057533334,15.4071839502,11.950817977266667,13.342772467433333,,45.73067419548334,40.907549915783335,39.064297645208335,29.935753363616666,18.500553357391667,16.240168970366664,13.362834347378888,16.808176810866666
25.0,47.42326234795,40.7318857702,36.962297110875,33.124647846224995,19.390059500533336,15.91910811515,17.756196396674998,15.871823262700001,,46.5806285032,38.397684764124996,36.661638512275,28.338094456125,17.956923371574998,17.715628325233336,10.852101215005,19.355304672266666,,48.132188454625,42.960321155675,43.0828828575,29.5241396809,18.3116610164,15.725809025925,12.328021949706667,13.537311327466666,,47.378693101925,40.696630563333336,38.90227282688333,30.32896066108333,18.552881296169446,16.45351515543611,13.645439853795557,16.254813087477775
25.5,44.53160865355,40.549418331925,41.277031116975,33.245651210000005,20.0497740797,13.977946177,16.432403325775,16.59431510255,,46.140999272,40.51887981235,35.5717790954,27.584385757874998,17.777893795575,17.25612810846667,10.41471299785,20.034275065733333,,48.072133788025,44.040880205475,44.810312495325,30.236690579,18.543381752366667,15.3861077024,12.25655372878,13.491310467,,46.24824723785833,41.703059449916665,40.553040902566664,30.355575848958335,18.790349875880555,15.540060662622222,13.034556684135,16.706633545094444
26.0,44.6932440891,39.606982131825,41.641819898925,33.2677445546,18.7735401265,16.040775232850002,14.604877865999999,15.04524886875,,46.20705019695,41.097490744475,39.330343273825,29.3951168169,16.640949763975,17.2626358955,10.0006330046925,17.509248267100002,,48.486800292699996,45.828874709775,44.71212901765,29.748669029274996,17.361829350633332,15.705643155075,11.73657712953,12.12428318327,,46.46236485958334,42.177782528691665,41.894764063466674,30.803843466925,17.592106413702776,16.336351427808335,12.114029333407501,14.892926773040001
26.5,45.792208934075,39.16708945085,39.8229618879,33.71509669175,19.289173643999998,14.785953837049998,15.3893705027,14.45361959815,,44.626250238450005,40.81067397735,37.30752373545,28.196048763375,17.696091207325,18.695553070366667,8.371919264695,17.89392106753333,,47.200335805125,44.98658866165,44.892144867,30.662422260375,17.283941253933335,15.34335862225,10.778945964979998,12.8269676903,,45.87293165921667,41.65478402995,40.67421016345,30.857855905166662,18.089735368419444,16.274955176555554,11.513411910791666,15.058169451994443
27.0,46.3704673655,38.48405846665,42.555747648925,33.402512281425004,18.052325270366666,12.19696969695,13.2181415076275,14.710144927550001,,44.797071570274994,40.835790518850004,39.0943358718,29.276817481400002,17.40797958855,18.520039860266667,10.019814482265001,16.877599524633336,,46.68334405415,45.124452969749996,45.4596409595,31.0062417839,16.30496696286667,14.56528350624,10.605712695260001,12.717860096899999,,45.950294329975,41.481433985083335,42.369908160075,31.228523848908335,17.25509060726111,15.09409768781889,11.281222895050833,14.768534849694447
