time,trial1,trial2,trial3,trial4,trial5,trial6,trial7,trial8
0.0,34.6907987333,29.715558423275,32.12434271226667,33.2221277788,34.06233206355,29.40588224375,28.394474928850002,23.510820257299997
0.5,34.855664004725,30.100189736749996,31.8151988856,28.918642713033336,36.362510891700005,32.0810160565,28.6675813441,22.459093676133335
1.0,34.163441283524996,30.108975199600003,30.603664105466667,28.285723835933336,37.477659634,29.849458107675,29.686217916625,24.121730547066665
1.5,32.748437732925,32.0339007847,31.959628469466665,32.50609715786667,36.81866828645,28.933866778925,27.000000046825,23.113668239666666
2.0,36.2215357021,31.1089993182,32.5517890772,33.043665857066664,36.610759547725,29.9841151117,28.715588857575,24.282537669666667
2.5,37.960476472475,35.251322751325,32.777588963166664,31.3828177243,36.126754228425,29.763869333149998,29.3589511972,23.17302868046667
3.0,36.543252186925,33.6758679667,33.8940597852,32.5909760852,38.542065014675,30.332415268250003,28.6448371362,24.348159962166665
3.5,34.559807510625,34.511264089425,34.762579050166664,33.7297047078,37.173973854325,29.544316447750003,28.825868854150002,24.750866163500003
4.0,35.483155891325,35.553617932075,37.11220247086666,34.848571636866666,38.631153133775,31.133988083774994,30.396820501975,24.7917334362
4.5,37.109119989575,34.368132082575,37.5424290661,33.860499044866664,40.993058964675,32.778208350775,30.936681452875,26.8705109973
5.0,36.5397246528,35.82734769885,38.956869263933335,35.567880349566664,40.677615706475,32.951785680875,32.30121761615,25.024691803166665
5.5,36.468098499425,34.758250351925,40.11706685396667,36.28587790300001,41.34444047155,34.81851949935,33.12558894075,24.211507104600003
6.0,35.51429018275,35.865092222049995,40.829684121666666,36.141511904366666,41.656209331575,34.654564479,34.197662038825,24.369500759633336
6.5,35.044208918025,36.915052437025004,38.78787878786667,34.4622711792,42.90352958095,36.706303633725,35.314949847674995,23.117717154033333
7.0,36.25230227305,37.63443815935,40.180180180166666,35.727166438766666,42.798448371375,36.208563792175,33.450732071625,24.8479954949
7.5,37.1279729924,38.110753362225,40.637123243866675,34.74840948523333,45.446937321925,36.8182748538,33.280079782075,23.8667269712
8.0,35.9546907492,37.4944624857,42.61049064526667,37.45251333993333,44.88905524625,38.24358868025,33.278829528875,23.34037622683333
8.5,37.1267116596,37.854764530375,41.64777021916667,36.1775094641,45.08958496757501,36.863927440975004,34.62300100705,23.046044431933336
9.0,39.705470277025,38.813969741125,42.976488345633335,38.35111899686667,46.73751293995,38.15365728785,34.47968802605,22.817628338133332
9.5,36.695753854900005,40.191839593825,42.278431286166665,37.804330112,48.024665884425005,37.666963815875,32.36526736955,24.5126705653
10.0,36.374315995025,40.044115335325,42.451384324366664,38.23130906623334,47.075127599275,40.142177507175,35.192925183525,22.9377132083
10.5,37.989527254799995,42.185312761025,42.6166166166,39.37517849406667,50.6599378882,40.24909483145,35.41394646245,25.700369053366668
11.0,37.370795499225004,42.581403035899996,41.838001835099995,41.38632872506667,51.730689697025,39.973922094399995,35.362230362225,25.109626351133333
11.5,36.85592741545,41.779140847025,41.57994041836667,44.61907183416667,48.9608287642,42.679151582675,35.97556622085,24.963447981766667
12.0,39.654555223125,43.0875883601,41.9541906886,41.318082788666665,52.2237654342,42.175451793525,36.215353749624995,25.451940451733336
12.5,41.6849452319,45.746287005275,42.78352739686667,41.887275178466666,50.802562368124995,43.27106464255,37.5862325548,25.624512021766666
13.0,40.1311854996,48.326615631950006,44.3438599275,42.668751002066664,53.23750647285,40.99896615675,36.104351448425,27.226557256166668
13.5,42.072506788875,47.3371418365,43.96484670196667,42.12776133676666,53.39909535300001,42.301540049225,36.412279392625,26.320673174733333
14.0,42.327517429675,50.408004745125,44.48785425100001,42.95728335273333,53.477600452500006,42.57124356662501,36.951663177425,26.6112652629
14.5,45.002595079125,49.628074828075,43.44298824483334,41.914070891533335,54.567056740575,42.310516629725,37.650966183575,26.28298401323333
15.0,41.148486173925,48.445841330475,42.76702119483334,41.38689298483333,54.009094855975,43.135973852250004,35.580742044275,28.094284533866666
15.5,42.814023371450006,48.3729274811,43.8309406125,40.216575292866665,55.93173798475,43.389046505950006,34.875220501025,26.580999645500004
16.0,44.2835727894,49.99592734455,44.68443836863333,40.86419753083334,57.914235544875,43.014489673300005,37.194106556875,26.8893436095
16.5,44.020132958625,47.821354804825,45.30324268216666,42.4814495962,56.860370254050004,43.8382450514,37.796168405375,26.242580631566668
17.0,43.187297713324995,49.603363793575,45.234877258766666,40.04810996563333,57.014041111925,41.109720023125,34.2270176906,26.661990186633332
17.5,41.999656029625,50.27719219615,43.60130841483333,42.55992361923334,58.23128161865,42.151106762725,38.574979788949996,28.329303247200002
