x1,x2,x3,x4,x5,x6,x7,x8,x9
alpha,0.312896478,0.06476882,0.135861722,0.057111907,0.058044426,0.061019308,0.029573973,0.018808951
beta,0.127825501,0.033454489,0.048723008,0.029475626,0.029223427,0.025609944,0.023237448,0.013790198
tau1,7.484746174,2.800755016,20.69656391,0.107151408,0.187087796,20.31083704,23.45155576,22.78041584
tau2,0.139786206,0.100726385,0.459307462,14.60160516,30.39843593,124.4183668,21.83506424,18.86200438
history,8.463954363,0.001,7.025895785,12.76147147,12.77202227,11.40031823,54.33424603,72.86634851
gamma1,0.001867606,0.002413474,0.010159655,0.002323286,0.003037666,0.0027682,0.071813249,0.039834012
gamma2,0.101281007,0.006983831,0.015632027,0.001,0.001507412,0.008946336,0.005060758,0.015928478
drug cons.,0,0.25,1,2.5,5,10,30,100
