plateID,well,field,n_0,time_slice,elapsed_minutes,Drug1,Drug1Concentration,Drug2,Drug2Concentration,treatment,cell_cycle_state_threshold,n,length,Nuclei_CKn_NR_area,Nuclei_CKn_CC_mean_intensity,Cyto_CKn_CC_mean_intensity,Cell_CKn_CC_mean_intensity_ratio,Cell_CKn_CC_max_intensity_ratio,Cell_CKn_CC_min_intensity_ratio,G1_proportion,neighborhood_20,neighborhood_45,neighborhood_70,drugs,cell_count_norm_T0
HC00901,A1,1,189,00d10h00m,600,Untreated,0,none,none,Untreated,0.8,197,73.74,145.5,514.07,344.41,0.77,0.97,0.57,0.5,1.52,3.17,4.83,Untreated,1.0423280423280423
HC00901,A1,1,189,00d10h30m,630,Untreated,0,none,none,Untreated,0.8,198,73.79,145.04,514.91,343.52,0.77,0.98,0.56,0.49,1.61,3.25,4.88,Untreated,1.0476190476190477
HC00901,A1,1,189,00d11h00m,660,Untreated,0,none,none,Untreated,0.8,199,74.39,146.95,511.16,341.92,0.77,0.97,0.57,0.48,1.59,3.12,4.95,Untreated,1.052910052910053
HC00901,A1,1,189,00d11h30m,690,Untreated,0,none,none,Untreated,0.8,196,75.14,148.87,512.16,339.28,0.77,0.97,0.57,0.48,1.48,3.07,4.78,Untreated,1.037037037037037
HC00901,A1,1,189,00d12h00m,720,Untreated,0,none,none,Untreated,0.8,200,74.14,150.27,518.16,337.9,0.76,0.96,0.56,0.46,1.51,3.14,5.03,Untreated,1.0582010582010581
HC00901,A1,1,189,00d12h30m,750,Untreated,0,none,none,Untreated,0.8,198,74.95,146.76,515.45,342.43,0.77,0.97,0.56,0.47,1.51,3.15,5.02,Untreated,1.0476190476190477
HC00901,A1,1,189,00d13h00m,780,Untreated,0,none,none,Untreated,0.8,199,76.9,148.7,513.27,341.26,0.76,0.96,0.57,0.44,1.54,3.22,5.17,Untreated,1.052910052910053
HC00901,A1,1,189,00d13h30m,810,Untreated,0,none,none,Untreated,0.8,200,77.42,147.9,508.41,339.55,0.77,0.97,0.57,0.46,1.55,3.26,5.19,Untreated,1.0582010582010581
HC00901,A1,1,189,00d14h00m,840,Untreated,0,none,none,Untreated,0.8,202,77.88,146.8,506.91,344.32,0.78,0.98,0.57,0.49,1.53,3.19,5.15,Untreated,1.0687830687830688
HC00901,A1,1,189,00d14h30m,870,Untreated,0,none,none,Untreated,0.8,206,77.39,149.22,509.37,340.24,0.77,0.98,0.56,0.45,1.53,3.28,5.22,Untreated,1.08994708994709
HC00901,A1,1,189,00d15h00m,900,Untreated,0,none,none,Untreated,0.8,206,77.69,148.49,508.37,340.04,0.77,0.99,0.58,0.44,1.55,3.3,5.18,Untreated,1.08994708994709
HC00901,A1,1,189,00d15h30m,930,Untreated,0,none,none,Untreated,0.8,210,77,146.35,523,341.45,0.76,0.96,0.55,0.44,1.58,3.3,5.29,Untreated,1.1111111111111112
HC00901,A1,1,189,00d16h00m,960,Untreated,0,none,none,Untreated,0.8,212,76.38,147.85,517.45,339.47,0.77,0.97,0.57,0.45,1.58,3.47,5.47,Untreated,1.1216931216931216
HC00901,A1,1,189,00d16h30m,990,Untreated,0,none,none,Untreated,0.8,213,77.64,145.79,525.45,344.55,0.77,0.97,0.56,0.46,1.62,3.51,5.66,Untreated,1.126984126984127
HC00901,A1,1,189,00d17h00m,1020,Untreated,0,none,none,Untreated,0.8,210,79.76,147.66,508.28,342.21,0.78,0.98,0.57,0.46,1.61,3.6,5.72,Untreated,1.1111111111111112
HC00901,A1,1,189,00d17h30m,1050,Untreated,0,none,none,Untreated,0.8,214,80.83,143.37,502.71,349.26,0.8,1,0.59,0.48,1.61,3.63,5.78,Untreated,1.1322751322751323
HC00901,A1,1,189,00d18h00m,1080,Untreated,0,none,none,Untreated,0.8,217,80.26,140.56,516.96,355.86,0.79,0.99,0.58,0.48,1.65,3.85,6.12,Untreated,1.1481481481481481
HC00901,A1,1,189,00d18h30m,1110,Untreated,0,none,none,Untreated,0.8,219,79.51,142.35,514.62,348.39,0.79,0.99,0.57,0.47,1.62,3.68,5.89,Untreated,1.1587301587301588
HC00901,A1,1,189,00d19h00m,1140,Untreated,0,none,none,Untreated,0.8,222,78.4,140.27,509.04,346.28,0.79,0.98,0.58,0.46,1.65,3.65,5.83,Untreated,1.1746031746031746
HC00901,A1,1,189,00d19h30m,1170,Untreated,0,none,none,Untreated,0.8,224,78.31,138.87,499.76,348.13,0.8,1.01,0.58,0.5,1.57,3.64,5.75,Untreated,1.1851851851851851
HC00901,A1,1,189,00d20h00m,1200,Untreated,0,none,none,Untreated,0.8,223,79.57,142.29,508.53,349.68,0.79,0.99,0.58,0.48,1.57,3.69,5.93,Untreated,1.17989417989418
HC00901,A1,1,189,00d20h30m,1230,Untreated,0,none,none,Untreated,0.8,225,78.97,143.15,506.43,343.45,0.78,0.98,0.59,0.49,1.6,3.72,5.95,Untreated,1.1904761904761905
HC00901,A1,1,189,00d21h00m,1260,Untreated,0,none,none,Untreated,0.8,229,79.61,142.64,497.13,341.18,0.79,0.98,0.58,0.49,1.58,3.63,6.05,Untreated,1.2116402116402116
HC00901,A1,1,189,00d21h30m,1290,Untreated,0,none,none,Untreated,0.8,230,79.83,142.75,500.35,341.59,0.79,0.97,0.58,0.49,1.62,3.77,6.19,Untreated,1.216931216931217
HC00901,A1,1,189,00d22h00m,1320,Untreated,0,none,none,Untreated,0.8,234,79.61,145.9,504.76,336.96,0.77,0.97,0.57,0.49,1.64,3.84,6.26,Untreated,1.2380952380952381
HC00901,A1,1,189,00d22h30m,1350,Untreated,0,none,none,Untreated,0.8,238,79.57,145.14,506.54,337.73,0.77,0.97,0.57,0.47,1.63,3.96,6.39,Untreated,1.2592592592592593
HC00901,A1,1,189,00d23h00m,1380,Untreated,0,none,none,Untreated,0.8,243,79.69,141.99,509.03,335.28,0.77,0.96,0.57,0.44,1.65,4.07,6.49,Untreated,1.2857142857142858
HC00901,A1,1,189,00d23h30m,1410,Untreated,0,none,none,Untreated,0.8,246,80.92,142.51,503.53,334.76,0.77,0.97,0.58,0.44,1.72,4.08,6.41,Untreated,1.3015873015873016
HC00901,A1,1,189,01d00h00m,1440,Untreated,0,none,none,Untreated,0.8,243,82.13,141.78,516.18,344.86,0.77,0.97,0.57,0.45,1.66,3.98,6.15,Untreated,1.2857142857142858
HC00901,A1,1,189,01d00h30m,1470,Untreated,0,none,none,Untreated,0.8,245,82.32,143.22,521.18,339.13,0.76,0.96,0.56,0.44,1.68,3.86,6.23,Untreated,1.2962962962962963
HC00901,A1,1,189,01d01h00m,1500,Untreated,0,none,none,Untreated,0.8,246,83.37,142.48,524.2,342.43,0.76,0.96,0.57,0.44,1.63,4.02,6.15,Untreated,1.3015873015873016
HC00901,A1,1,189,01d01h30m,1530,Untreated,0,none,none,Untreated,0.8,246,84.19,144.23,523.38,342.95,0.75,0.95,0.56,0.41,1.59,3.9,6.09,Untreated,1.3015873015873016
HC00901,A1,1,189,01d02h00m,1560,Untreated,0,none,none,Untreated,0.8,246,84.52,143.76,523.44,342.75,0.75,0.95,0.57,0.41,1.56,3.76,6.06,Untreated,1.3015873015873016
HC00901,A1,1,189,01d02h30m,1590,Untreated,0,none,none,Untreated,0.8,253,85.19,140.06,525.98,340.97,0.74,0.95,0.55,0.4,1.59,3.91,6.25,Untreated,1.3386243386243386
HC00901,A1,1,189,01d03h00m,1620,Untreated,0,none,none,Untreated,0.8,255,84.66,142.53,522.25,334.76,0.73,0.94,0.55,0.39,1.59,3.95,6.33,Untreated,1.3492063492063493
HC00901,A1,1,189,01d03h30m,1650,Untreated,0,none,none,Untreated,0.8,256,84.88,141.15,523.71,336.37,0.74,0.94,0.56,0.4,1.6,4.05,6.33,Untreated,1.3544973544973544
HC00901,A1,1,189,01d04h00m,1680,Untreated,0,none,none,Untreated,0.8,256,85.33,140.38,519.74,335.81,0.74,0.94,0.55,0.41,1.59,4.06,6.33,Untreated,1.3544973544973544
HC00901,A1,1,189,01d04h30m,1710,Untreated,0,none,none,Untreated,0.8,262,85.22,139.94,522.58,340.86,0.74,0.94,0.56,0.4,1.64,4.15,6.42,Untreated,1.3862433862433863
HC00901,A1,1,189,01d05h00m,1740,Untreated,0,none,none,Untreated,0.8,262,84.88,140.22,512.37,339.71,0.75,0.94,0.57,0.44,1.63,4.11,6.48,Untreated,1.3862433862433863
HC00901,A1,1,189,01d05h30m,1770,Untreated,0,none,none,Untreated,0.8,262,84.31,139.83,519.38,340.63,0.75,0.94,0.57,0.42,1.66,4.13,6.69,Untreated,1.3862433862433863
HC00901,A1,1,189,01d06h00m,1800,Untreated,0,none,none,Untreated,0.8,262,85.7,140.76,531.08,335.57,0.73,0.93,0.57,0.37,1.63,4.15,6.6,Untreated,1.3862433862433863
HC00901,A1,1,189,01d06h30m,1830,Untreated,0,none,none,Untreated,0.8,265,86.17,141.1,530.3,332.22,0.73,0.93,0.58,0.38,1.6,4.25,6.74,Untreated,1.402116402116402
HC00901,A1,1,189,01d07h00m,1860,Untreated,0,none,none,Untreated,0.8,269,86.82,143.44,520.48,331.06,0.74,0.93,0.57,0.41,1.65,4.3,6.8,Untreated,1.4232804232804233
HC00901,A1,1,189,01d07h30m,1890,Untreated,0,none,none,Untreated,0.8,275,86.29,141.47,515.72,333.7,0.74,0.94,0.57,0.4,1.67,4.32,7.01,Untreated,1.4550264550264551
HC00901,A1,1,189,01d08h00m,1920,Untreated,0,none,none,Untreated,0.8,274,86.67,142.82,510.15,335.76,0.75,0.94,0.58,0.38,1.66,4.36,7.03,Untreated,1.4497354497354498
HC00901,A1,1,189,01d08h30m,1950,Untreated,0,none,none,Untreated,0.8,272,87.17,141.9,505.31,337.2,0.76,0.95,0.58,0.42,1.65,4.42,6.9,Untreated,1.439153439153439
HC00901,A1,1,189,01d09h00m,1980,Untreated,0,none,none,Untreated,0.8,272,87.07,143.86,504.53,335.91,0.76,0.95,0.59,0.4,1.65,4.33,6.95,Untreated,1.439153439153439
HC00901,A1,1,189,01d09h30m,2010,Untreated,0,none,none,Untreated,0.8,276,86.43,144.89,501.64,337.06,0.76,0.94,0.58,0.39,1.66,4.34,7.04,Untreated,1.4603174603174602
HC00901,A1,1,189,01d10h00m,2040,Untreated,0,none,none,Untreated,0.8,275,86.71,146.68,500.83,337.35,0.77,0.95,0.58,0.43,1.6,4.17,6.76,Untreated,1.4550264550264551
HC00901,A1,1,189,01d10h30m,2070,Untreated,0,none,none,Untreated,0.8,276,86.73,148.53,494.39,337.52,0.78,0.96,0.6,0.43,1.6,4.11,6.78,Untreated,1.4603174603174602
HC00901,A1,1,189,01d11h00m,2100,Untreated,0,none,none,Untreated,0.8,278,87.06,148.72,491.65,338.14,0.78,0.96,0.6,0.47,1.6,4.24,6.81,Untreated,1.470899470899471
HC00901,A1,1,189,01d11h30m,2130,Untreated,0,none,none,Untreated,0.8,279,86.71,150.28,485.81,338.1,0.79,0.97,0.6,0.47,1.63,4.19,6.84,Untreated,1.4761904761904763
HC00901,A1,1,189,01d12h00m,2160,Untreated,0,none,none,Untreated,0.8,283,86.68,148.72,486.4,336.86,0.79,0.97,0.6,0.49,1.59,4.2,6.91,Untreated,1.4973544973544974
HC00901,A1,1,189,01d12h30m,2190,Untreated,0,none,none,Untreated,0.8,290,85.29,147.64,490.13,338.81,0.79,0.96,0.61,0.48,1.63,4.25,7.1,Untreated,1.5343915343915344
HC00901,A1,1,189,01d13h00m,2220,Untreated,0,none,none,Untreated,0.8,291,85.51,147.97,483.04,340.3,0.8,0.98,0.6,0.49,1.62,4.29,7.07,Untreated,1.5396825396825398
HC00901,A1,1,189,01d13h30m,2250,Untreated,0,none,none,Untreated,0.8,290,85.46,147.37,487.27,342.89,0.8,0.99,0.6,0.49,1.61,4.18,7.08,Untreated,1.5343915343915344
HC00901,A1,1,189,01d14h00m,2280,Untreated,0,none,none,Untreated,0.8,296,84.18,146.67,491.32,340.55,0.8,0.99,0.6,0.47,1.65,4.24,7.08,Untreated,1.566137566137566
HC00901,A1,1,189,01d14h30m,2310,Untreated,0,none,none,Untreated,0.8,297,84.69,150.57,492.62,338.55,0.79,0.97,0.61,0.5,1.61,4.36,7.35,Untreated,1.5714285714285714
HC00901,A1,1,189,01d15h00m,2340,Untreated,0,none,none,Untreated,0.8,297,85.52,146.56,489.86,345.75,0.81,0.99,0.61,0.46,1.66,4.43,7.35,Untreated,1.5714285714285714
HC00901,A1,1,189,01d15h30m,2370,Untreated,0,none,none,Untreated,0.8,303,84.85,146.44,478.45,347.01,0.81,0.99,0.63,0.45,1.71,4.49,7.51,Untreated,1.6031746031746033
HC00901,A1,1,189,01d16h00m,2400,Untreated,0,none,none,Untreated,0.8,308,85.31,148.64,481.84,341.56,0.8,0.98,0.61,0.45,1.68,4.56,7.57,Untreated,1.6296296296296295
HC00901,A1,1,189,01d16h30m,2430,Untreated,0,none,none,Untreated,0.8,311,85.01,145.58,495.19,348.44,0.8,0.99,0.61,0.48,1.69,4.54,7.68,Untreated,1.6455026455026456
HC00901,A1,1,189,01d17h00m,2460,Untreated,0,none,none,Untreated,0.8,312,85.09,146.36,495.43,346.23,0.8,0.98,0.62,0.48,1.7,4.49,7.71,Untreated,1.6507936507936507
HC00901,A1,1,189,01d17h30m,2490,Untreated,0,none,none,Untreated,0.8,310,86.93,145.86,492.9,350.27,0.81,0.99,0.62,0.46,1.7,4.43,7.51,Untreated,1.6402116402116402
HC00901,A1,1,189,01d18h00m,2520,Untreated,0,none,none,Untreated,0.8,313,86.83,145.25,491.62,352.46,0.82,0.99,0.62,0.45,1.7,4.45,7.56,Untreated,1.656084656084656
HC00901,A1,1,189,01d18h30m,2550,Untreated,0,none,none,Untreated,0.8,315,86.55,146.92,480.55,348.59,0.82,0.99,0.63,0.46,1.69,4.46,7.67,Untreated,1.6666666666666667
HC00901,A1,1,189,01d19h00m,2580,Untreated,0,none,none,Untreated,0.8,318,86.6,145.93,466.97,346.9,0.83,0.99,0.63,0.44,1.66,4.42,7.69,Untreated,1.6825396825396826
HC00901,A1,1,189,01d19h30m,2610,Untreated,0,none,none,Untreated,0.8,317,86.98,148.37,460.46,344.14,0.83,0.99,0.63,0.43,1.61,4.38,7.43,Untreated,1.6772486772486772
HC00901,A1,1,189,01d20h00m,2640,Untreated,0,none,none,Untreated,0.8,321,86.35,149.59,452.42,339.74,0.84,1.01,0.64,0.43,1.6,4.51,7.69,Untreated,1.6984126984126984
HC00901,A1,1,189,01d20h30m,2670,Untreated,0,none,none,Untreated,0.8,322,86.64,152.13,452.17,339.65,0.84,1,0.65,0.44,1.58,4.49,7.53,Untreated,1.7037037037037037
HC00901,A1,1,189,01d21h00m,2700,Untreated,0,none,none,Untreated,0.8,322,87.04,152.24,455.7,340.05,0.84,1,0.64,0.44,1.6,4.4,7.5,Untreated,1.7037037037037037
HC00901,A1,1,189,01d21h30m,2730,Untreated,0,none,none,Untreated,0.8,321,87.34,153.44,456.4,339.14,0.84,0.99,0.65,0.44,1.59,4.4,7.5,Untreated,1.6984126984126984
HC00901,A1,1,189,01d22h00m,2760,Untreated,0,none,none,Untreated,0.8,323,87.94,156.38,453.07,337.59,0.85,1,0.66,0.41,1.6,4.44,7.62,Untreated,1.708994708994709
HC00901,A1,1,189,01d22h30m,2790,Untreated,0,none,none,Untreated,0.8,326,87.78,154.85,448.21,339.95,0.86,1.01,0.65,0.41,1.61,4.49,7.64,Untreated,1.7248677248677249
HC00901,A1,1,189,01d23h00m,2820,Untreated,0,none,none,Untreated,0.8,327,87.58,156.97,444.82,338.12,0.86,1.01,0.66,0.4,1.61,4.44,7.64,Untreated,1.7301587301587302
HC00901,A1,1,189,01d23h30m,2850,Untreated,0,none,none,Untreated,0.8,331,86.71,154.24,442.2,339.55,0.87,1.02,0.67,0.4,1.63,4.43,7.83,Untreated,1.7513227513227514
HC00901,A1,1,189,02d00h00m,2880,Untreated,0,none,none,Untreated,0.8,332,86.73,155.42,437.71,337.97,0.87,1.02,0.67,0.36,1.6,4.39,7.8,Untreated,1.7566137566137565
HC00901,A1,1,189,02d00h30m,2910,Untreated,0,none,none,Untreated,0.8,334,87.1,155.9,435.66,338.35,0.88,1.03,0.68,0.37,1.62,4.37,7.8,Untreated,1.7671957671957672
HC00901,A1,1,189,02d01h00m,2940,Untreated,0,none,none,Untreated,0.8,335,87.85,156.73,434.02,337.32,0.88,1.02,0.68,0.38,1.55,4.31,7.84,Untreated,1.7724867724867726
HC00901,A1,1,189,02d01h30m,2970,Untreated,0,none,none,Untreated,0.8,331,88.52,158.8,439.18,339.8,0.88,1.02,0.67,0.39,1.5,4.31,7.72,Untreated,1.7513227513227514
HC00901,A1,1,189,02d02h00m,3000,Untreated,0,none,none,Untreated,0.8,334,88.11,159.04,447.01,344.66,0.88,1.02,0.67,0.39,1.58,4.46,7.89,Untreated,1.7671957671957672
HC00901,A1,1,189,02d02h30m,3030,Untreated,0,none,none,Untreated,0.8,337,88.16,158.27,450.64,345.84,0.88,1.01,0.67,0.39,1.6,4.61,8.01,Untreated,1.783068783068783
HC00901,A1,1,189,02d03h00m,3060,Untreated,0,none,none,Untreated,0.8,339,87.89,157.96,449.54,346.2,0.88,1.01,0.66,0.4,1.6,4.66,8.2,Untreated,1.7936507936507937
HC00901,A1,1,189,02d03h30m,3090,Untreated,0,none,none,Untreated,0.8,344,87.34,160.19,447.21,344.67,0.88,1.02,0.68,0.4,1.62,4.69,8.16,Untreated,1.82010582010582
HC00901,A1,1,189,02d04h00m,3120,Untreated,0,none,none,Untreated,0.8,343,87.59,160.04,443.85,342.85,0.88,1.02,0.68,0.4,1.59,4.63,8.04,Untreated,1.8148148148148149
HC00901,A1,1,189,02d04h30m,3150,Untreated,0,none,none,Untreated,0.8,343,87.51,161.42,445.08,343.94,0.89,1.03,0.68,0.39,1.62,4.59,7.95,Untreated,1.8148148148148149
HC00901,A1,1,189,02d05h00m,3180,Untreated,0,none,none,Untreated,0.8,345,86.94,159.43,452.53,349.97,0.88,1.02,0.69,0.38,1.66,4.65,8,Untreated,1.8253968253968254
HC00901,A1,1,189,02d05h30m,3210,Untreated,0,none,none,Untreated,0.8,350,86.49,160.03,458.51,345.35,0.87,1.01,0.67,0.4,1.67,4.63,8.01,Untreated,1.8518518518518519
HC00901,A1,1,189,02d06h00m,3240,Untreated,0,none,none,Untreated,0.8,352,86.41,159.32,461.09,343.49,0.86,1.01,0.67,0.41,1.65,4.56,7.9,Untreated,1.8624338624338623
HC00901,A1,1,189,02d06h30m,3270,Untreated,0,none,none,Untreated,0.8,360,84.64,154.7,457.33,344.86,0.87,1.01,0.67,0.4,1.64,4.64,7.99,Untreated,1.9047619047619047
HC00901,A1,1,189,02d07h00m,3300,Untreated,0,none,none,Untreated,0.8,368,84.17,153.92,457.25,345.3,0.86,1.01,0.66,0.42,1.71,4.84,8.27,Untreated,1.947089947089947
HC00901,A1,1,189,02d07h30m,3330,Untreated,0,none,none,Untreated,0.8,377,83.58,153.19,463.54,343.16,0.85,1,0.66,0.45,1.68,5,8.52,Untreated,1.9947089947089947
HC00901,A1,1,189,02d08h00m,3360,Untreated,0,none,none,Untreated,0.8,383,82.79,152.74,468.61,345.68,0.84,1,0.65,0.45,1.73,5.13,8.66,Untreated,2.0264550264550265
HC00901,A1,1,189,02d08h30m,3390,Untreated,0,none,none,Untreated,0.8,380,83.26,152.36,469.59,344.39,0.84,1,0.65,0.44,1.75,5.03,8.61,Untreated,2.0105820105820107
HC00901,A1,1,189,02d09h00m,3420,Untreated,0,none,none,Untreated,0.8,388,83.15,152.32,471.47,342.09,0.83,0.98,0.64,0.46,1.77,5.13,8.72,Untreated,2.052910052910053
HC00901,A1,1,189,02d09h30m,3450,Untreated,0,none,none,Untreated,0.8,397,82.2,151.87,470.29,341.42,0.82,0.98,0.64,0.47,1.72,5.11,8.76,Untreated,2.1005291005291005
HC00901,A1,1,189,02d10h00m,3480,Untreated,0,none,none,Untreated,0.8,402,81.63,150.96,474.63,339.66,0.81,0.99,0.62,0.48,1.74,5.19,8.85,Untreated,2.126984126984127
HC00901,A1,1,189,02d10h30m,3510,Untreated,0,none,none,Untreated,0.8,406,81.24,149.82,476.11,341.37,0.82,0.99,0.63,0.5,1.76,5.24,8.98,Untreated,2.1481481481481484
HC00901,A1,1,189,02d11h00m,3540,Untreated,0,none,none,Untreated,0.8,417,80.22,148.32,470.04,339.2,0.81,0.98,0.64,0.5,1.81,5.29,9.24,Untreated,2.2063492063492065
HC00901,A1,1,189,02d11h30m,3570,Untreated,0,none,none,Untreated,0.8,411,81.35,150.8,464.69,338.44,0.82,0.99,0.64,0.48,1.74,5.27,9.11,Untreated,2.1746031746031744
HC00901,A1,1,189,02d12h00m,3600,Untreated,0,none,none,Untreated,0.8,415,80.75,151.1,471.54,339.02,0.81,0.98,0.64,0.5,1.79,5.35,9.31,Untreated,2.195767195767196
HC00901,A1,1,189,02d12h30m,3630,Untreated,0,none,none,Untreated,0.8,426,79.82,148.1,475.54,338.84,0.81,0.98,0.64,0.49,1.87,5.53,9.53,Untreated,2.253968253968254
HC00901,A1,1,189,02d13h00m,3660,Untreated,0,none,none,Untreated,0.8,429,80.06,148.65,462.62,336.38,0.82,0.98,0.64,0.5,1.84,5.54,9.49,Untreated,2.2698412698412698
HC00901,A1,1,189,02d13h30m,3690,Untreated,0,none,none,Untreated,0.8,430,80.44,148.46,457.19,337.94,0.82,0.98,0.64,0.48,1.81,5.6,9.57,Untreated,2.2751322751322753
HC00901,A1,1,189,02d14h00m,3720,Untreated,0,none,none,Untreated,0.8,430,80.54,147.68,465.95,341.67,0.82,0.99,0.64,0.49,1.84,5.56,9.64,Untreated,2.2751322751322753
HC00901,A1,1,189,02d14h30m,3750,Untreated,0,none,none,Untreated,0.8,430,80.5,150.37,462.75,339.23,0.82,0.99,0.64,0.47,1.83,5.51,9.61,Untreated,2.2751322751322753
HC00901,A1,1,189,02d15h00m,3780,Untreated,0,none,none,Untreated,0.8,435,79.79,149.87,461.2,340.45,0.83,0.99,0.65,0.45,1.82,5.49,9.67,Untreated,2.3015873015873014
HC00901,A1,1,189,02d15h30m,3810,Untreated,0,none,none,Untreated,0.8,438,79.7,149.7,461.81,337.87,0.82,0.99,0.64,0.46,1.84,5.61,9.92,Untreated,2.3174603174603177
HC00901,A1,1,189,02d16h00m,3840,Untreated,0,none,none,Untreated,0.8,437,80.02,151.87,463.82,340.44,0.82,0.98,0.65,0.46,1.88,5.74,10.22,Untreated,2.312169312169312
HC00901,A1,1,189,02d16h30m,3870,Untreated,0,none,none,Untreated,0.8,441,79.61,151.18,464.39,340.32,0.83,1,0.65,0.44,1.9,5.84,10.35,Untreated,2.3333333333333335
HC00901,A1,1,189,02d17h00m,3900,Untreated,0,none,none,Untreated,0.8,446,78.91,152.13,462.25,339.46,0.83,1,0.65,0.42,1.88,5.82,10.32,Untreated,2.35978835978836
HC00901,A1,1,189,02d17h30m,3930,Untreated,0,none,none,Untreated,0.8,450,78.23,149.02,473.46,345.45,0.83,1,0.66,0.42,1.91,5.82,10.36,Untreated,2.380952380952381
HC00901,A1,1,189,02d18h00m,3960,Untreated,0,none,none,Untreated,0.8,457,77.59,151.09,463.89,340.14,0.83,0.99,0.66,0.41,1.9,5.92,10.61,Untreated,2.417989417989418
HC00901,A1,1,189,02d18h30m,3990,Untreated,0,none,none,Untreated,0.8,456,77.78,151.63,462.82,339.28,0.84,1,0.66,0.41,1.91,5.91,10.66,Untreated,2.4126984126984126
HC00901,A1,1,189,02d19h00m,4020,Untreated,0,none,none,Untreated,0.8,460,77.43,151.42,464.65,341.2,0.84,1,0.66,0.42,1.89,5.97,10.78,Untreated,2.433862433862434
HC00901,A1,1,189,02d19h30m,4050,Untreated,0,none,none,Untreated,0.8,462,77.43,151.52,464.24,338.93,0.83,1,0.66,0.42,1.87,5.94,10.7,Untreated,2.4444444444444446
HC00901,A1,1,189,02d20h00m,4080,Untreated,0,none,none,Untreated,0.8,470,76.89,150.91,467.64,339.25,0.83,0.99,0.66,0.42,1.91,6.03,10.96,Untreated,2.486772486772487
HC00901,A1,1,189,02d20h30m,4110,Untreated,0,none,none,Untreated,0.8,477,76.01,151.45,458.4,339.37,0.84,1,0.67,0.41,1.88,6.06,10.95,Untreated,2.5238095238095237
HC00901,A1,1,189,02d21h00m,4140,Untreated,0,none,none,Untreated,0.8,481,75.63,149.49,449.58,339.4,0.85,1.01,0.68,0.39,1.94,6.14,11.03,Untreated,2.544973544973545
HC00901,A1,1,189,02d21h30m,4170,Untreated,0,none,none,Untreated,0.8,477,75.69,150.96,450.09,338.56,0.86,1.03,0.67,0.41,1.9,5.98,10.78,Untreated,2.5238095238095237
HC00901,A1,1,189,02d22h00m,4200,Untreated,0,none,none,Untreated,0.8,471,76.42,150.62,449.64,338.74,0.85,1,0.68,0.39,1.9,6,10.82,Untreated,2.492063492063492
HC00901,A1,1,189,02d22h30m,4230,Untreated,0,none,none,Untreated,0.8,468,75.95,152.8,451.62,339.06,0.85,1.01,0.68,0.39,1.85,5.99,10.92,Untreated,2.4761904761904763
HC00901,A1,1,189,02d23h00m,4260,Untreated,0,none,none,Untreated,0.8,469,75.92,155.21,460.17,340.54,0.85,1.01,0.67,0.41,1.89,6.01,10.86,Untreated,2.4814814814814814
