plateID,well,field,n_0,time_slice,elapsed_minutes,Drug1,Drug1Concentration,Drug2,Drug2Concentration,treatment,cell_cycle_state_threshold,n,length,Nuclei_CKn_NR_area,Nuclei_CKn_CC_mean_intensity,Cyto_CKn_CC_mean_intensity,Cell_CKn_CC_mean_intensity_ratio,Cell_CKn_CC_max_intensity_ratio,Cell_CKn_CC_min_intensity_ratio,G1_proportion,neighborhood_20,neighborhood_45,neighborhood_70,drugs,cell_count_norm_T0
HC01001,A1,1,180,01d06h30m,1830,Untreated,0,none,none,Untreated,0.8,232,83.98,145.11,526.18,332.98,0.73,0.94,0.56,0.38,1.57,3.95,6.09,Untreated,1.288888888888889
HC01001,A1,1,180,01d07h00m,1860,Untreated,0,none,none,Untreated,0.8,231,85.86,143.6,514.85,336.29,0.75,0.95,0.57,0.42,1.56,3.85,6.01,Untreated,1.2833333333333334
HC01001,A1,1,180,01d07h30m,1890,Untreated,0,none,none,Untreated,0.8,233,85.55,144.28,507.04,332.67,0.75,0.95,0.57,0.4,1.56,3.81,5.98,Untreated,1.2944444444444445
HC01001,A1,1,180,01d08h00m,1920,Untreated,0,none,none,Untreated,0.8,230,86.04,146.52,501.28,329.3,0.75,0.93,0.57,0.41,1.57,3.63,5.85,Untreated,1.2777777777777777
HC01001,A1,1,180,01d08h30m,1950,Untreated,0,none,none,Untreated,0.8,235,84.51,145.8,519.84,334.18,0.74,0.94,0.56,0.41,1.56,3.86,6.01,Untreated,1.3055555555555556
HC01001,A1,1,180,01d09h00m,1980,Untreated,0,none,none,Untreated,0.8,236,84.39,148.2,514.75,328.76,0.74,0.93,0.57,0.4,1.51,3.65,5.84,Untreated,1.3111111111111111
HC01001,A1,1,180,01d09h30m,2010,Untreated,0,none,none,Untreated,0.8,237,84,146.62,509.05,329.43,0.75,0.96,0.58,0.46,1.48,3.62,5.75,Untreated,1.3166666666666667
HC01001,A1,1,180,01d10h00m,2040,Untreated,0,none,none,Untreated,0.8,242,82.96,145.62,513.49,328.29,0.74,0.94,0.58,0.44,1.58,3.75,6.07,Untreated,1.3444444444444446
HC01001,A1,1,180,01d10h30m,2070,Untreated,0,none,none,Untreated,0.8,243,83.84,144.23,510.25,330.88,0.75,0.95,0.58,0.43,1.54,3.81,6.16,Untreated,1.35
HC01001,A1,1,180,01d11h00m,2100,Untreated,0,none,none,Untreated,0.8,242,84.28,144.63,501.99,332.49,0.76,0.95,0.58,0.45,1.51,3.82,6.07,Untreated,1.3444444444444446
HC01001,A1,1,180,01d11h30m,2130,Untreated,0,none,none,Untreated,0.8,243,84.51,145.47,505.21,330.59,0.75,0.94,0.58,0.43,1.49,3.83,6.03,Untreated,1.35
HC01001,A1,1,180,01d12h00m,2160,Untreated,0,none,none,Untreated,0.8,244,84.96,147.02,497.36,326.63,0.76,0.94,0.59,0.45,1.5,3.88,6.21,Untreated,1.3555555555555556
HC01001,A1,1,180,01d12h30m,2190,Untreated,0,none,none,Untreated,0.8,252,83.98,143,500.29,326.57,0.76,0.95,0.58,0.43,1.56,3.91,6.34,Untreated,1.4
HC01001,A1,1,180,01d13h00m,2220,Untreated,0,none,none,Untreated,0.8,253,83.5,143.07,492.43,329.14,0.76,0.96,0.59,0.42,1.57,4.06,6.41,Untreated,1.4055555555555554
HC01001,A1,1,180,01d13h30m,2250,Untreated,0,none,none,Untreated,0.8,253,83.49,140.45,503.13,332.75,0.76,0.96,0.58,0.43,1.57,3.95,6.23,Untreated,1.4055555555555554
HC01001,A1,1,180,01d14h00m,2280,Untreated,0,none,none,Untreated,0.8,254,83.33,141.45,492.89,330.75,0.77,0.97,0.58,0.47,1.56,3.96,6.24,Untreated,1.4111111111111112
HC01001,A1,1,180,01d14h30m,2310,Untreated,0,none,none,Untreated,0.8,259,82.63,140.04,497.61,331.67,0.77,0.97,0.58,0.47,1.55,3.86,6.33,Untreated,1.4388888888888889
HC01001,A1,1,180,01d15h00m,2340,Untreated,0,none,none,Untreated,0.8,258,83.01,143.12,487.66,328.74,0.77,0.96,0.6,0.47,1.5,3.91,6.3,Untreated,1.4333333333333333
HC01001,A1,1,180,01d15h30m,2370,Untreated,0,none,none,Untreated,0.8,259,83.62,143.65,483.65,326.24,0.78,0.97,0.6,0.49,1.53,3.9,6.46,Untreated,1.4388888888888889
HC01001,A1,1,180,01d16h00m,2400,Untreated,0,none,none,Untreated,0.8,261,82.77,144.73,476.3,324.38,0.79,0.97,0.61,0.5,1.56,3.97,6.48,Untreated,1.45
HC01001,A1,1,180,01d16h30m,2430,Untreated,0,none,none,Untreated,0.8,259,84.02,143.52,466.37,324.6,0.8,0.97,0.62,0.47,1.49,3.85,6.31,Untreated,1.4388888888888889
HC01001,A1,1,180,01d17h00m,2460,Untreated,0,none,none,Untreated,0.8,261,84.44,146.59,458.45,323.51,0.81,0.99,0.63,0.47,1.49,3.88,6.48,Untreated,1.45
HC01001,A1,1,180,01d17h30m,2490,Untreated,0,none,none,Untreated,0.8,259,85.44,146.97,460.52,323.38,0.81,0.98,0.63,0.45,1.51,3.85,6.25,Untreated,1.4388888888888889
HC01001,A1,1,180,01d18h00m,2520,Untreated,0,none,none,Untreated,0.8,264,85.36,146.58,463.48,323.36,0.8,0.98,0.63,0.47,1.52,3.83,6.35,Untreated,1.4666666666666666
HC01001,A1,1,180,01d18h30m,2550,Untreated,0,none,none,Untreated,0.8,265,85.68,149.13,458.59,321.77,0.81,0.99,0.63,0.45,1.52,3.83,6.37,Untreated,1.4722222222222223
HC01001,A1,1,180,01d19h00m,2580,Untreated,0,none,none,Untreated,0.8,265,85.65,149.36,455.98,325.6,0.83,0.99,0.64,0.44,1.55,3.95,6.44,Untreated,1.4722222222222223
HC01001,A1,1,180,01d19h30m,2610,Untreated,0,none,none,Untreated,0.8,268,84.88,148.81,451.13,324.15,0.83,0.99,0.64,0.41,1.54,3.84,6.37,Untreated,1.488888888888889
HC01001,A1,1,180,01d20h00m,2640,Untreated,0,none,none,Untreated,0.8,271,84.06,148.31,454.66,325.33,0.82,0.99,0.64,0.42,1.49,3.83,6.49,Untreated,1.5055555555555555
HC01001,A1,1,180,01d20h30m,2670,Untreated,0,none,none,Untreated,0.8,271,84.92,150.46,454.77,323.21,0.82,1,0.64,0.45,1.51,3.73,6.39,Untreated,1.5055555555555555
HC01001,A1,1,180,01d21h00m,2700,Untreated,0,none,none,Untreated,0.8,271,85.08,150.43,457.32,326.16,0.82,0.99,0.65,0.46,1.51,3.69,6.43,Untreated,1.5055555555555555
HC01001,A1,1,180,01d21h30m,2730,Untreated,0,none,none,Untreated,0.8,274,84.76,148.86,451.87,326.21,0.83,1,0.65,0.45,1.5,3.77,6.55,Untreated,1.5222222222222221
HC01001,A1,1,180,01d22h00m,2760,Untreated,0,none,none,Untreated,0.8,274,85.53,148.55,454.57,327.08,0.83,1,0.64,0.47,1.47,3.71,6.54,Untreated,1.5222222222222221
HC01001,A1,1,180,01d22h30m,2790,Untreated,0,none,none,Untreated,0.8,274,85.35,150.32,464.38,329.77,0.83,1,0.65,0.45,1.52,3.84,6.61,Untreated,1.5222222222222221
HC01001,A1,1,180,01d23h00m,2820,Untreated,0,none,none,Untreated,0.8,276,85.79,151.17,460.92,328.62,0.83,1,0.65,0.44,1.5,3.85,6.57,Untreated,1.5333333333333334
HC01001,A1,1,180,01d23h30m,2850,Untreated,0,none,none,Untreated,0.8,275,85.81,152.24,463.04,330.09,0.83,1,0.66,0.45,1.53,3.83,6.56,Untreated,1.5277777777777777
HC01001,A1,1,180,02d00h00m,2880,Untreated,0,none,none,Untreated,0.8,277,85.34,150.44,463.7,330.62,0.84,1,0.65,0.44,1.53,3.94,6.78,Untreated,1.538888888888889
HC01001,A1,1,180,02d00h30m,2910,Untreated,0,none,none,Untreated,0.8,279,85.53,152.65,467.59,334.17,0.84,1.01,0.66,0.44,1.51,3.95,6.73,Untreated,1.55
HC01001,A1,1,180,02d01h00m,2940,Untreated,0,none,none,Untreated,0.8,283,84.7,152.01,474.03,332.94,0.83,1,0.65,0.47,1.58,3.96,6.77,Untreated,1.5722222222222222
HC01001,A1,1,180,02d01h30m,2970,Untreated,0,none,none,Untreated,0.8,286,84.35,151.38,481.01,335.69,0.83,0.99,0.65,0.47,1.56,4.03,6.74,Untreated,1.5888888888888888
HC01001,A1,1,180,02d02h00m,3000,Untreated,0,none,none,Untreated,0.8,291,83.37,149.53,482.73,335.22,0.83,0.98,0.64,0.47,1.62,4.12,6.9,Untreated,1.6166666666666667
HC01001,A1,1,180,02d02h30m,3030,Untreated,0,none,none,Untreated,0.8,299,82.69,149.99,483.15,331.11,0.81,0.98,0.64,0.5,1.65,4.16,7.07,Untreated,1.6611111111111112
HC01001,A1,1,180,02d03h00m,3060,Untreated,0,none,none,Untreated,0.8,300,82.76,149.36,479.88,332.09,0.82,0.98,0.64,0.5,1.63,4.13,7.08,Untreated,1.6666666666666667
HC01001,A1,1,180,02d03h30m,3090,Untreated,0,none,none,Untreated,0.8,306,81.9,148.95,478.59,330.2,0.83,0.99,0.64,0.47,1.69,4.14,7.25,Untreated,1.7
HC01001,A1,1,180,02d04h00m,3120,Untreated,0,none,none,Untreated,0.8,308,81.45,148.63,480.44,329.14,0.82,0.98,0.64,0.49,1.62,4.23,7.18,Untreated,1.711111111111111
HC01001,A1,1,180,02d04h30m,3150,Untreated,0,none,none,Untreated,0.8,310,80.95,149.05,476.92,328.3,0.81,0.97,0.64,0.5,1.6,4.25,7.3,Untreated,1.7222222222222223
HC01001,A1,1,180,02d05h00m,3180,Untreated,0,none,none,Untreated,0.8,309,81.73,148.42,481.65,332.44,0.82,0.98,0.63,0.5,1.58,4.17,7.19,Untreated,1.7166666666666666
HC01001,A1,1,180,02d05h30m,3210,Untreated,0,none,none,Untreated,0.8,308,82.52,150.54,471.58,331.11,0.82,0.98,0.64,0.48,1.58,4.23,7.21,Untreated,1.711111111111111
HC01001,A1,1,180,02d06h00m,3240,Untreated,0,none,none,Untreated,0.8,309,82.35,152.18,474.68,328.95,0.82,0.99,0.63,0.49,1.55,4.28,7.22,Untreated,1.7166666666666666
HC01001,A1,1,180,02d06h30m,3270,Untreated,0,none,none,Untreated,0.8,311,82.4,153.19,477.35,327.39,0.81,0.98,0.64,0.5,1.55,4.21,7.16,Untreated,1.7277777777777779
HC01001,A1,1,180,02d07h00m,3300,Untreated,0,none,none,Untreated,0.8,319,81.24,150.07,489.48,330.17,0.81,0.98,0.63,0.5,1.6,4.39,7.41,Untreated,1.7722222222222221
HC01001,A1,1,180,02d07h30m,3330,Untreated,0,none,none,Untreated,0.8,330,79.25,147.26,479.92,333.45,0.82,0.99,0.64,0.48,1.63,4.48,7.63,Untreated,1.8333333333333333
HC01001,A1,1,180,02d08h00m,3360,Untreated,0,none,none,Untreated,0.8,331,78.69,145.71,473.55,334.69,0.83,1.01,0.64,0.46,1.67,4.44,7.54,Untreated,1.8388888888888888
HC01001,A1,1,180,02d08h30m,3390,Untreated,0,none,none,Untreated,0.8,324,80.13,146.94,468.72,333.33,0.83,0.99,0.65,0.45,1.64,4.39,7.49,Untreated,1.8
HC01001,A1,1,180,02d09h00m,3420,Untreated,0,none,none,Untreated,0.8,325,80.67,147.74,465.34,331.51,0.82,1,0.64,0.49,1.58,4.38,7.49,Untreated,1.8055555555555556
HC01001,A1,1,180,02d09h30m,3450,Untreated,0,none,none,Untreated,0.8,328,80.35,149.52,478.37,332.18,0.81,0.99,0.63,0.5,1.6,4.47,7.46,Untreated,1.8222222222222222
HC01001,A1,1,180,02d10h00m,3480,Untreated,0,none,none,Untreated,0.8,326,81.34,148.81,474.77,332.02,0.81,0.99,0.63,0.49,1.58,4.34,7.5,Untreated,1.8111111111111111
HC01001,A1,1,180,02d10h30m,3510,Untreated,0,none,none,Untreated,0.8,334,79.89,149.14,475.72,329.73,0.8,0.98,0.62,0.47,1.63,4.44,7.63,Untreated,1.8555555555555556
HC01001,A1,1,180,02d11h00m,3540,Untreated,0,none,none,Untreated,0.8,337,79.79,149.42,472.55,330.45,0.8,0.98,0.63,0.49,1.65,4.5,7.68,Untreated,1.8722222222222222
HC01001,A1,1,180,02d11h30m,3570,Untreated,0,none,none,Untreated,0.8,347,78.67,144.7,474.99,333.49,0.81,0.99,0.62,0.49,1.62,4.48,7.71,Untreated,1.9277777777777778
HC01001,A1,1,180,02d12h00m,3600,Untreated,0,none,none,Untreated,0.8,346,79.48,143.85,463.57,335.25,0.82,0.98,0.64,0.47,1.63,4.51,7.73,Untreated,1.9222222222222223
HC01001,A1,1,180,02d12h30m,3630,Untreated,0,none,none,Untreated,0.8,349,79.28,145.68,471.31,332.56,0.81,0.98,0.64,0.5,1.64,4.63,7.79,Untreated,1.9388888888888889
HC01001,A1,1,180,02d13h00m,3660,Untreated,0,none,none,Untreated,0.8,350,79.51,146.45,473.18,332.79,0.81,0.98,0.64,0.48,1.69,4.54,7.71,Untreated,1.9444444444444444
HC01001,A1,1,180,02d13h30m,3690,Untreated,0,none,none,Untreated,0.8,352,79.58,147.92,470.52,332.91,0.81,0.97,0.64,0.5,1.69,4.57,7.82,Untreated,1.9555555555555555
HC01001,A1,1,180,02d14h00m,3720,Untreated,0,none,none,Untreated,0.8,353,79.78,146.14,464.63,332.66,0.82,0.98,0.63,0.46,1.66,4.63,7.85,Untreated,1.961111111111111
HC01001,A1,1,180,02d14h30m,3750,Untreated,0,none,none,Untreated,0.8,354,80.36,147.08,473.61,332.91,0.81,0.97,0.63,0.49,1.67,4.71,7.99,Untreated,1.9666666666666666
HC01001,A1,1,180,02d15h00m,3780,Untreated,0,none,none,Untreated,0.8,361,79.85,147.25,480.96,338.08,0.8,0.97,0.63,0.49,1.74,4.75,8.16,Untreated,2.0055555555555555
HC01001,A1,1,180,02d15h30m,3810,Untreated,0,none,none,Untreated,0.8,368,79.19,148.48,473.15,335.13,0.81,0.97,0.65,0.48,1.71,4.79,8.31,Untreated,2.0444444444444443
HC01001,A1,1,180,02d16h00m,3840,Untreated,0,none,none,Untreated,0.8,367,78.96,148.87,469.05,333.81,0.82,0.98,0.64,0.46,1.69,4.85,8.27,Untreated,2.0388888888888888
HC01001,A1,1,180,02d16h30m,3870,Untreated,0,none,none,Untreated,0.8,372,78.16,148.07,466.04,334.88,0.82,0.98,0.65,0.46,1.67,4.88,8.47,Untreated,2.066666666666667
HC01001,A1,1,180,02d17h00m,3900,Untreated,0,none,none,Untreated,0.8,379,77.73,148.44,466.02,331.96,0.81,0.98,0.64,0.48,1.72,4.99,8.62,Untreated,2.1055555555555556
HC01001,A1,1,180,02d17h30m,3930,Untreated,0,none,none,Untreated,0.8,380,77.64,150.18,462.17,332.54,0.82,0.98,0.65,0.48,1.73,5.01,8.69,Untreated,2.111111111111111
HC01001,A1,1,180,02d18h00m,3960,Untreated,0,none,none,Untreated,0.8,384,77.29,148.77,465.8,336.81,0.83,1,0.65,0.46,1.74,5.1,8.76,Untreated,2.1333333333333333
HC01001,A1,1,180,02d18h30m,3990,Untreated,0,none,none,Untreated,0.8,389,76.05,147.18,458.01,338.32,0.84,1,0.65,0.46,1.8,5.06,8.73,Untreated,2.161111111111111
HC01001,A1,1,180,02d19h00m,4020,Untreated,0,none,none,Untreated,0.8,392,75.41,147.88,459.95,337.29,0.83,0.99,0.65,0.45,1.78,5.07,8.7,Untreated,2.1777777777777776
HC01001,A1,1,180,02d19h30m,4050,Untreated,0,none,none,Untreated,0.8,392,75.37,149.13,458.96,337.26,0.84,1,0.65,0.46,1.72,5,8.8,Untreated,2.1777777777777776
HC01001,A1,1,180,02d20h00m,4080,Untreated,0,none,none,Untreated,0.8,394,75.43,149.9,465.92,340.98,0.83,1,0.65,0.46,1.76,5.05,8.9,Untreated,2.188888888888889
HC01001,A1,1,180,02d20h30m,4110,Untreated,0,none,none,Untreated,0.8,398,74.89,148.04,467.27,342.38,0.83,0.99,0.66,0.46,1.77,5.18,9.08,Untreated,2.2111111111111112
HC01001,A1,1,180,02d21h00m,4140,Untreated,0,none,none,Untreated,0.8,405,74.05,146.2,475.87,346.15,0.83,1,0.66,0.46,1.9,5.33,9.35,Untreated,2.25
HC01001,A1,1,180,02d21h30m,4170,Untreated,0,none,none,Untreated,0.8,410,73.15,146.05,467.01,346.42,0.84,1.01,0.67,0.45,1.9,5.32,9.33,Untreated,2.2777777777777777
HC01001,A1,1,180,02d22h00m,4200,Untreated,0,none,none,Untreated,0.8,409,72.96,148.97,458.84,342.24,0.84,1,0.67,0.46,1.83,5.32,9.33,Untreated,2.272222222222222
HC01001,A1,1,180,02d22h30m,4230,Untreated,0,none,none,Untreated,0.8,413,72.32,147.38,454.97,340.28,0.84,1.01,0.66,0.46,1.77,5.39,9.33,Untreated,2.2944444444444443
HC01001,A1,1,180,02d23h00m,4260,Untreated,0,none,none,Untreated,0.8,411,72.48,149.45,452.47,338.59,0.85,1,0.67,0.46,1.71,5.28,9.37,Untreated,2.283333333333333
HC01001,A1,1,180,02d23h30m,4290,Untreated,0,none,none,Untreated,0.8,411,72.32,147.77,446.82,341.97,0.86,1,0.68,0.44,1.74,5.3,9.48,Untreated,2.283333333333333
