,TIME,AVG,AVG.1,AVG.2,AVG.3,AVG.4,AVG.5,AVG.6,AVG.7
0,0.0,40.092283740525,33.5801926833,37.5679423735,37.927375991625,37.2861782065,34.419825551775,37.412649415025,33.712612134325
1,0.5,40.30034837975,35.24462850835,41.1812844373,37.7304486754,38.09453500275,35.611507626175,36.851846957999996,32.90753397995
2,1.0,41.306893450575004,34.746682447275,40.856007045424995,38.632073354475,38.597341324575,36.4548517133,36.854208691475,29.4116197625
3,1.5,41.2710435824,36.379569627175,39.304329258025,40.124024101475,39.281680207624994,36.165977511150004,34.723568276175,27.397481748224997
4,2.0,41.150333385825,34.059595128725,39.90784005335,39.792089490675004,39.497492722625,34.9649726465,35.42608742465,26.383880328350003
5,2.5,42.182693777450005,34.6744643356,42.3864130234,41.98915097095,41.360998902325,35.80776026975,33.0634888414,25.65686206905
6,3.0,42.120396726675004,36.049121250400006,43.943002460275004,43.761560399,40.467135444975,35.014718917825,32.407336643899995,26.03911002225
7,3.5,43.3276053215,36.3280476332,44.2840790674,44.0440819654,39.969471165224995,35.42922046205,31.9908613892,26.62970896345
8,4.0,44.050544621775,39.929757681225,44.006677049875,44.03657104715,38.9086521319,35.50819977785,32.44650786615,26.933958841275
9,4.5,43.9342819178,40.15223075655,45.02331077375,44.845140633475,40.4423102551,37.94420303145,33.595190226325,25.5517913909
10,5.0,45.533891428175,39.9832738262,46.869960964625,46.16615479115,40.684189512900005,37.370791376525,32.685322165624996,27.448540793674997
11,5.5,0.0,0.0,48.982472823799995,45.491724630825004,39.868707665875,39.143578832325,33.84621414445,27.107281741675
12,6.0,46.25059393355001,42.169870509825,47.46602716055,48.270122606325,43.723277290875004,39.768046954125,33.1963148356,27.4375794174
13,6.5,47.784145406324996,41.171357520125,47.74178723995,46.881744016824996,43.361780822475,41.795497272925,34.283265699699996,27.53052509695
14,7.0,47.6183994602,41.97663411125001,50.52107210925001,48.064493914124995,42.992456115375,41.5254270459,33.760717185000004,27.739654612075
15,7.5,48.37133499105,43.750133891175,50.223379758324995,46.211042986125,43.371612168075,41.59295550745,33.2011441047,28.177172496425
16,8.0,45.799362629225,43.111968847575,47.6999458141,47.6589414575,44.691483505825005,42.259437162975004,36.977335444,29.8878967664
