x1,x2,x3,x4,x5,x6,x7,x8,x9
alpha,0.054474105,0.059400394,0.059436312,0.052926402,0.038129838,0.002938882,0.008300056,0.240487945
beta,0.044927539,0.056942994,0.040984496,0.044478892,0.03288753,0.000967603,0.004017106,0.147308082
tau1,0.663172546,0.915651338,1.304097294,0.510856758,11.73114305,12.8186856,16.45213984,0.508674406
tau2,29.39171459,39.02573307,26.5627786,30.90844384,31.76807291,37.93503672,18.59624593,5.288726873
history,8.908594688,8.154552492,9.809133583,9.158403675,10.3320847,191.9942519,152.2857244,12.06216845
gamma1,0.000101145,0.001590895,0.000905703,0.000359793,0.010118772,0.014473177,0.011824344,0.0001
gamma2,0.006811954,0.007890294,0.005687832,0.008888144,0.018944803,0.015412324,0.043370514,0.19898031
drug conc.,0,0.1,1,2,3,5,7.5,15
