x1,x2,x3,x4,x5,x6,x7,x8,x9
alpha,0.269324382,0.253443034,0.270419064,0.186431499,0.080450942,0.687240595,0.14928605,0
beta,0.181390783,0.179939259,0.180215635,0.174907156,0.093012359,0.520755502,0.069450918,0
tau1,1.28953729,0.122489745,0.884037888,1.326949813,0.184247331,0.010956356,0.010998248,0
tau2,22.00430626,21.72199011,21.33194632,19.69052373,37.03941024,11.80001224,37.52878294,0
history,8.568089598,8.479032871,8.842681064,7.523824955,8.853621467,9.279463406,12.24300931,0
gamma1,0.003287147,0.001859851,0.002402846,0.008444379,0.019787098,0.049655099,0.019568327,0
gamma2,0.09954725,0.1010699,0.106587542,0.115663631,0.044626487,0.535321605,0.125117175,0
drug conc.,0,0.1,1,2,3,5,7.5,15
